Date_Time,DO_mg/L,DOsat,Temp _DegC,pH,Cond_uS/cm,TSS_mg/L,Turbidity,FP_mg/L,TP_mg/L,NOx_mg/L,NH_mg/L,TKN_mg/L,TN_mg/L,TOC_mg/L,DOC_mg/L,Chla_mg/m3,SiO2_mg/L,ENT_cfu/100mL,FC_cfu/100mL
27/09/2010 00:00,10.4,110.1,17.8,7.89,,,26.3,0.004,0.047,0.09,0.005,,0.46,,,29,,,
27/09/2010 00:00,,,,,,,,0.004,0.034,0.09,0.005,,0.45,,,25.5,,,
19/10/2010 00:00,8.5,94.5,19.6,7.79,,,9.01,0.005,0.03,0.005,0.005,,0.36,,,22.5,,,
19/10/2010 00:00,,,,,,,,0.004,0.031,0.005,0.005,,0.36,,,22.9,,,
12/11/2010 00:00,9.8,114.5,22.9,7.8,,,4.29,0.004,0.022,0.005,0.005,,0.36,,,15.6,,,
12/11/2010 00:00,,,,,,,,0.004,0.019,0.005,0.005,,0.36,,,15,,,
30/11/2010 00:00,7.5,89.9,24.3,7.45,,,9.53,0.007,0.03,0.01,0.02,,0.43,,,29.5,,,
30/11/2010 00:00,,,,,,,,0.007,0.03,0.01,0.02,,0.42,,,29.1,,,
22/12/2010 00:00,5.9,70.9,23.9,6.92,,,18.6,0.012,0.033,0.28,0.03,,0.65,,,8.1,,,
22/12/2010 00:00,,,,,,,,0.012,0.033,0.27,0.04,,0.67,,,8.1,,,
12/01/2011 00:00,6.2,75.3,25,7.13,,,13.8,0.009,0.022,0.08,0.03,,0.46,,,9.3,,,
12/01/2011 00:00,,,,,,,,0.009,0.023,0.08,0.03,,0.47,,,8.8,,,
02/02/2011 00:00,8.6,111.2,28.4,7.62,,,10.6,0.008,0.027,0.005,0.005,,0.34,,,14.9,,,
02/02/2011 00:00,,,,,,,,0.008,0.028,0.005,0.005,,0.33,,,17.4,,,
23/02/2011 00:00,6.6,82.4,26.6,7.22,,,6.44,0.005,0.024,0.005,0.005,,0.34,,,11.8,,,
23/02/2011 00:00,,,,,,,,0.005,0.023,0.005,0.005,,0.32,,,17.2,,,
16/03/2011 00:00,6.4,81.2,25.6,7.16,,,6.36,0.004,0.019,0.05,0.005,,0.32,,,14.4,,,
16/03/2011 00:00,,,,,,,,0.004,0.02,0.05,0.005,,0.34,,,14.4,,,
08/04/2011 00:00,8.6,99.2,22.1,7.51,,,7.96,0.007,0.028,0.1,0.01,,0.41,,,25.2,,,
08/04/2011 00:00,,,,,,,,0.008,0.025,0.1,0.01,,0.4,,,23.6,,,
27/04/2011 00:00,8.2,90.5,20,7.72,,,4.72,0.006,0.025,0.02,0.005,,0.32,,,15.8,,,
27/04/2011 00:00,,,,,,,,0.006,0.025,0.02,0.01,,0.31,,,15.3,,,
16/05/2011 00:00,9.3,96.4,16.6,8.59,,,8.35,0.004,0.023,0.005,0.005,,0.27,,,12.6,,,
16/05/2011 00:00,,,,,,,,0.003,0.023,0.005,0.005,,0.27,,,10,,,
16/05/2011 00:00,,,,,,,,,,,,,,,,,,,
16/05/2011 00:00,,,,,,,,,,,,,,,,,,,
08/06/2011 00:00,10.6,105.8,15.2,7.75,,,15.9,0.005,0.035,0.26,0.01,,0.61,,,16,,,
08/06/2011 00:00,,,,,,,,0.005,0.033,0.26,0.01,,0.59,,,12.9,,,
29/06/2011 00:00,10.1,93.9,11.9,7.89,,,9.48,0.006,0.019,0.28,0.01,,0.54,,,7.5,,,
29/06/2011 00:00,,,,,,,,0.006,0.02,0.29,0.01,,0.57,,,8.6,,,
22/07/2011 00:00,14.2,132.6,12.1,8.27,,,6.85,0.005,0.019,0.24,0.01,,0.45,,,17.9,,,
22/07/2011 00:00,,,,,,,,0.004,0.017,0.25,0.005,,0.46,,,17.9,,,
10/08/2011 00:00,12.8,123.7,13.8,8.15,,,10.5,0.006,0.033,0.23,0.005,,0.54,,,45,,,
10/08/2011 00:00,,,,,,,,0.006,0.028,0.23,0.005,,0.54,,,38.7,,,
01/09/2011 00:00,10.7,107.5,15.5,8.04,,,17.1,0.006,0.035,0.28,0.01,,0.62,,,29.8,,,
01/09/2011 00:00,,,,,,,,0.006,0.045,0.28,0.01,,0.63,,,25.6,,,
01/09/2011 00:00,,,,,,,,,,,,,,,,,,,
01/09/2011 00:00,,,,,,,,,,,,,,,,,,,
21/09/2011 00:00,10.4,111.5,18.2,7.8,,,4.09,0.004,0.015,0.11,0.005,,0.37,,,14.2,,,
21/09/2011 00:00,,,,,,,,0.004,0.016,0.11,0.005,,0.39,,,16.8,,,
12/10/2011 00:00,10.1,110.1,18.9,7.53,,,11.6,0.005,0.027,0.13,0.005,,0.5,,,23.3,,,
12/10/2011 00:00,,,,,,,,0.005,0.025,0.13,0.005,,0.5,,,22.4,,,
02/11/2011 00:00,9.4,108.2,22,7.53,,,5.09,0.005,0.023,0.11,0.005,,0.44,,,16.5,,,
02/11/2011 00:00,,,,,,,,0.005,0.022,0.11,0.005,,0.44,4.7,4.1,18.3,,,
24/11/2011 00:00,6.8,79.3,22.8,7.29,,,15.1,0.006,0.032,0.04,0.03,,0.44,,,20.4,,,
24/11/2011 00:00,,,,,,,,0.005,0.036,0.04,0.03,,0.44,,,21.2,,,
24/11/2011 00:00,,,,,,,,,,,,,,,,,,,
24/11/2011 00:00,,,,,,,,,,,,,,,,,,,
24/11/2011 00:00,,,,,,,,,,,,,,6.8,6,,,,
14/12/2011 00:00,7.1,78.2,20.1,6.75,,,22.4,0.011,0.034,0.2,0.02,,0.64,,,6.3,,,
14/12/2011 00:00,,,,,,,,0.011,0.034,0.2,0.01,,0.64,,,6.3,,,
14/12/2011 00:00,,,,,,,,,,,,,,,,,,,
14/12/2011 00:00,,,,,,,,,,,,,,,,,,,
14/12/2011 00:00,,,,,,,,,,,,,,10.1,9.3,,,,
06/01/2012 00:00,7.3,90.2,25.4,7.25,,,11.2,0.008,0.031,0.14,0.01,,0.56,,,17,,,
06/01/2012 00:00,,,,,,,,0.009,0.03,0.14,0.01,,0.55,,,16.7,,,
06/01/2012 00:00,,,,,,,,,,,,,,,,,,,
06/01/2012 00:00,,,,,,,,,,,,,,,,,,,
06/01/2012 00:00,,,,,,,,,,,,,,16,15.1,,,,
24/01/2012 00:00,7.3,89.7,25.2,7.13,,,13.5,0.009,0.041,0.07,0.01,,0.46,,,20.8,,,
24/01/2012 00:00,,,,,,,,0.009,0.041,0.07,0.01,,0.46,,,19.6,,,
24/01/2012 00:00,,,,,,,,,,,,,,,,,,,
24/01/2012 00:00,,,,,,,,,,,,,,,,,,,
24/01/2012 00:00,,,,,,,,,,,,,,6.3,5.5,,,,
15/02/2012 00:00,,,,,,,,,,,,,,,,,,,
17/02/2012 00:00,6.4,74.4,22.4,6.6,,,22.7,0.027,0.053,0.15,0.04,,0.42,,,2.6,,,
17/02/2012 00:00,,,,,,,,0.027,0.056,0.16,0.04,,0.54,,,2.7,,,
17/02/2012 00:00,,,,,,,,,,,,,,,,,,,
17/02/2012 00:00,,,,,,,,,,,,,,,,,,,
17/02/2012 00:00,,,,,,,,,,,,,,9.4,8.9,,,,
15/03/2012 00:00,,,,,,,,,,,,,,,,,,,
16/03/2012 00:00,,,,,,,,,,,,,,,,,,,
16/03/2012 00:00,,,,,,,,,,,,,,,,,,,
28/03/2012 00:00,7,80.3,21.8,7.05,,,7.82,0.023,0.039,0.14,0.02,,0.53,,,5.1,,,
28/03/2012 00:00,,,,,,,,0.023,0.037,0.14,0.02,,0.51,,,10.6,,,
28/03/2012 00:00,,,,,,,,,,,,,,7.7,7.2,,,,
17/04/2012 00:00,7.1,81.1,21.8,7.13,,,9.25,0.011,0.028,0.18,0.005,,0.49,,,11.9,,,
17/04/2012 00:00,,,,,,,,0.008,0.03,0.18,0.005,,0.51,,,12.6,,,
17/04/2012 00:00,,,,,,,,,,,,,,6.9,6.1,,,,
11/05/2012 00:00,7.9,84.3,18,7.23,,,9.58,0.015,0.039,0.22,0.01,,0.59,,,13.1,,,
11/05/2012 00:00,,,,,,,,0.014,0.038,0.22,0.01,,0.58,,,13.2,,,
11/05/2012 00:00,,,,,,,,,,,,,,,,,,,
11/05/2012 00:00,,,,,,,,,,,,,,,,,,,
01/06/2012 00:00,10.1,101.7,15.7,7.72,,,7.58,0.007,0.026,0.13,0.01,,0.51,,,26.6,,,
01/06/2012 00:00,,,,,,,,0.008,0.026,0.14,0.01,,0.52,,,27.1,,,
20/06/2012 00:00,9.3,89.6,13.2,7.44,,,16.4,0.025,0.053,0.54,0.08,,0.96,,,9.1,,,
20/06/2012 00:00,,,,,,,,0.025,0.052,0.53,0.08,,0.95,,,8.8,,,
10/07/2012 00:00,10.2,95.5,12,7.84,,,10.7,0.012,0.037,0.43,0.01,,0.74,,,15.9,,,
10/07/2012 00:00,,,,,,,,0.012,0.034,0.43,0.01,,0.72,,,10.8,,,
01/08/2012 00:00,12.3,115.2,12.1,7.93,,,5.47,0.007,0.027,0.33,0.005,,0.75,,,48.1,,,
01/08/2012 00:00,,,,,,,,0.006,0.028,0.34,0.005,,0.74,,,50.1,,,
02/08/2012 00:00,,,,,,,,,,,,,,,,,,,
02/08/2012 00:00,,,,,,,,,,,,,,,,,,,
21/08/2012 00:00,11.5,109.5,12.7,7.93,,,8.42,0.005,0.03,0.14,0.01,,0.48,,,29.6,,,
21/08/2012 00:00,,,,,,,,0.005,0.031,0.14,0.01,,0.49,,,28.8,,,
13/09/2012 00:00,11.1,115.9,16.3,8.08,,,4.07,0.004,0.017,0.01,0.005,,0.33,,,16.4,,,
13/09/2012 00:00,,,,,,,,0.004,0.017,0.01,0.005,,0.32,,,15.8,,,
04/10/2012 00:00,8.9,97.5,19.3,7.51,,,7.16,0.005,0.026,0.005,0.01,,0.29,,,17.8,,,
04/10/2012 00:00,,,,,,,,0.005,0.025,0.005,0.005,,0.31,,,17.8,,,
24/10/2012 00:00,8.4,94.9,21,7.49,,,6.72,0.005,0.023,0.01,0.005,,0.34,,,16.9,,,
24/10/2012 00:00,,,,,,,,0.005,0.024,0.01,0.005,,0.34,,,15.3,,,
13/11/2012 00:00,7.8,94.8,23.1,7.4,,,8.9,0.006,0.022,0.005,0.005,,0.28,,,13,,,
13/11/2012 00:00,,,,,,,,0.006,0.023,0.005,0.005,,0.29,,,13,,,
07/12/2012 00:00,7.6,93.6,25.1,7.34,,,7.9,0.005,0.019,0.005,0.005,,0.29,,,13.1,,,
07/12/2012 00:00,,,,,,,,0.005,0.017,0.005,0.005,,0.28,,,13.3,,,
18/12/2012 00:00,7.2,88.4,24.9,7.29,,,5.47,0.005,0.013,0.02,0.01,,0.28,,,7.1,,,
18/12/2012 00:00,7.2,88.4,24.9,7.29,,,5.47,0.005,0.012,0.02,0.01,,0.26,,,7.3,,,
17/01/2013 00:00,6.7,86.2,27.2,7.22,,,4.54,0.005,0.016,0.02,0.005,,0.26,,,9.5,,,
17/01/2013 00:00,,,,,,,,0.005,0.018,0.02,0.005,,0.26,,,12.6,,,
08/02/2013 00:00,5.2,62.4,24.3,7.01,,,12.3,0.023,0.041,0.54,0.09,,1.04,,,6,,,
08/02/2013 00:00,,,,,,,,0.023,0.039,0.54,0.09,,1.02,,,5.4,,,
01/03/2013 00:00,7,80.2,22.1,6.74,,,18.2,0.016,0.034,0.21,0.04,,0.64,,,2.4,,,
01/03/2013 00:00,,,,,,,,0.016,0.034,0.21,0.04,,0.65,,,3.2,,,
19/03/2013 00:00,6,70.7,23.9,7.31,,,4.5,0.015,0.025,0.2,0.03,,0.56,,,6.6,,,
19/03/2013 00:00,,,,,,,,0.014,0.024,0.2,0.03,,0.54,,,5.9,,,
11/04/2013 00:00,6.8,80.2,23.4,7.11,,,4.68,0.015,0.026,0.11,0.03,,0.43,,,6.4,,,
11/04/2013 00:00,,,,,,,,0.014,0.026,0.11,0.03,,0.42,,,6.3,,,
01/05/2013 00:00,8.9,101.6,21.5,7.62,,,5.57,0.009,0.023,0.01,0.005,,0.35,,,19.4,,,
01/05/2013 00:00,,,,,,,,0.008,0.022,0.01,0.005,,0.36,,,19.1,,,
23/05/2013 00:00,8.2,87.2,17.3,7.46,,,3.33,0.005,0.019,0.01,0.005,,0.29,,,14,,,
23/05/2013 00:00,,,,,,,,0.006,0.021,0.01,0.005,,0.29,,,13.9,,,
14/06/2013 00:00,10.2,103,15.5,7.7,,,4.6,0.003,0.02,0.02,0.005,,0.38,,,28,,,
14/06/2013 00:00,,,,,,,,0.003,0.02,0.02,0.005,,0.38,,,29.6,,,
05/07/2013 00:00,9.9,95.6,13.7,7.35,,,15,0.024,0.048,0.28,0.03,,0.66,,,1.8,,,
05/07/2013 00:00,,,,,,,,0.023,0.047,0.29,0.04,,0.65,,,1.7,,,
25/07/2013 00:00,9.5,91.1,13.4,7.32,,,7.8,0.008,0.024,0.28,0.01,,0.62,,,11.9,,,
25/07/2013 00:00,,,,,,,,0.008,0.022,0.27,0.005,,0.62,,,11.4,,,
16/08/2013 00:00,10.5,101.5,13.8,7.68,,,8,0.006,0.018,0.17,0.005,,0.5,,,20.5,,,
16/08/2013 00:00,,,,,,,,0.005,0.017,0.17,0.005,,0.5,,,20.3,,,
02/09/2013 00:00,9.8,99.5,15.8,7.68,,,4.5,0.004,0.014,0.13,0.01,,0.39,,,8.6,,,
02/09/2013 00:00,,,,,,,,0.004,0.015,0.12,0.01,,0.38,,,8.7,,,
24/09/2013 00:00,8.8,95.5,18.8,7.49,,,12,0.005,0.02,0.06,0.01,,0.33,,,11.8,,,
24/09/2013 00:00,,,,,,,,0.005,0.02,0.06,0.01,,0.34,,,11.1,,,
17/10/2013 00:00,9.1,106.9,21.5,7.45,,,4.4,0.002,0.02,0.005,0.005,,0.28,,,12.1,,,
17/10/2013 00:00,,,,,,,,0.003,0.021,0.005,0.005,,0.28,,,12.6,,,
08/11/2013 00:00,7.7,91.9,22.6,7.2,,,3.4,0.004,0.011,0.01,0.01,,0.26,,,9.7,,,
08/11/2013 00:00,,,,,,,,0.003,0.011,0.01,0.01,,0.27,,,8.3,,,
28/11/2013 00:00,9.8,117,24,7.97,,,6.6,0.005,0.03,0.02,0.005,,0.5,,,31.4,,,
28/11/2013 00:00,,,,,,,,0.005,0.033,0.01,0.005,,0.48,,,32.4,,,
19/12/2013 00:00,7.7,95.6,25.9,7.47,,,18,0.005,0.038,0.005,0.005,,0.41,,,26.7,,,
19/12/2013 00:00,,,,,,,,0.006,0.04,0.005,0.005,,0.47,,,27,,,
09/01/2014 00:00,5.7,71.7,26.6,7.08,,,11,0.004,0.028,0.02,0.04,,0.38,,,17.4,,,
09/01/2014 00:00,,,,,,,,0.005,0.031,0.02,0.04,,0.4,,,17.4,,,
30/01/2014 00:00,6.9,89.2,26.6,7.29,11.4,,11,0.009,0.033,0.02,0.005,,0.39,,,20.9,,,
30/01/2014 00:00,,,,,,,,0.006,0.026,0.02,0.01,,0.37,,,20.5,,,
21/02/2014 00:00,4.6,58.7,26.3,6.92,3.2,,4.3,0.008,0.019,0.04,0.07,,0.37,,,4.2,,,
21/02/2014 00:00,,,,,,,,0.009,0.016,0.04,0.07,,0.36,,,3.7,,,
13/03/2014 00:00,7.1,88.8,25.4,7.47,,,5.5,0.006,0.026,0.01,0.005,,0.32,,,21.7,,,
13/03/2014 00:00,,,,,,,,0.007,0.037,0.01,0.005,,0.37,,,29.8,,,
03/04/2014 00:00,8.8,104.6,23.8,7.64,,,7.3,0.006,0.033,0.005,0.005,,0.33,,,44.9,,,
03/04/2014 00:00,,,,,,,,0.005,0.033,0.005,0.005,,0.33,,,44.1,,,
30/04/2014 00:00,8.1,90.7,20.4,7.2,,,16,0.01,0.04,0.27,0.01,,0.59,,,26.1,,,
30/04/2014 00:00,,,,,,,,0.01,0.035,0.27,0.01,,0.59,,,22.5,,,
14/05/2014 00:00,7.6,82.9,18.5,7.41,,,7.7,0.006,0.024,0.18,0.01,,0.48,,,11.9,,,
14/05/2014 00:00,,,,,,,,0.006,0.027,0.18,0.01,,0.49,,,13.2,,,
05/06/2014 00:00,8.4,87.9,17.4,7.73,,,6.5,0.005,0.021,0.09,0.01,,0.34,,,15.4,,,
05/06/2014 00:00,,,,,,,,0.005,0.021,0.08,0.01,,0.34,,,15.7,,,
24/06/2014 00:00,,,,,,,,,,,,,,,,,,,
24/06/2014 00:00,,,,,,,,,,,,,,,,,,,
26/06/2014 00:00,9,90.9,14.9,7.54,5.2,,9.7,0.004,0.018,0.06,0.005,,0.33,,,12.5,,,
26/06/2014 00:00,,,,,,,,0.004,0.019,0.06,0.005,,0.34,,,13.2,,,
15/07/2014 00:00,9.3,89.3,12.4,7.94,,,12,0.005,0.02,0.04,0.02,,0.29,,,10,,,
15/07/2014 00:00,,,,,,,,0.005,0.023,0.04,0.02,,0.29,,,9.5,,,
05/08/2014 00:00,10.5,100.8,12.8,7.75,,,6.7,0.001,0.016,0.03,0.01,,0.26,,,16,,,
05/08/2014 00:00,,,,,,,,0.001,0.015,0.03,0.01,,0.25,,,16.4,,,
26/08/2014 00:00,9.9,97.2,14.6,7.68,,,10,0.008,0.027,0.36,0.005,,0.66,,,20,,,
26/08/2014 00:00,,,,,,,,0.004,0.027,0.35,0.005,,0.66,,,25.5,,,
16/09/2014 00:00,,,,,,,,0.018,0.033,0.51,0.04,,0.78,,,16,,,
16/09/2014 00:00,8.4,87.5,16.9,7.26,,,14,0.017,0.035,0.52,0.04,,0.77,,,18.3,,,
08/10/2014 00:00,7,79,20.7,7.22,,,31,0.011,0.058,0.49,0.03,,0.83,,,6.5,,,
08/10/2014 00:00,,,,,,,,0.011,0.05,0.49,0.04,,0.84,,,6.1,,,
28/10/2014 00:00,9.3,108.7,22.9,8.07,,,7.4,0.007,0.037,0.04,0.005,,0.46,,,26.5,,,
28/10/2014 00:00,,,,,,,,0.006,0.026,0.04,0.005,,0.41,,,16,,,
19/11/2014 00:00,7.5,92.8,24.7,7.31,,,4.6,0.004,0.012,0.08,0.01,,0.34,,,10.9,,,
19/11/2014 00:00,,,,,,,,0.004,0.022,0.07,0.01,,0.4,,,15.1,,,
11/12/2014 00:00,,,,,,,,0.008,0.037,0.005,0.01,,0.43,,,21.7,,,
11/12/2014 00:00,6.1,76.8,26.8,7.16,,,9.7,0.009,0.041,0.005,0.01,,0.45,,,26.9,,,
08/01/2015 00:00,6.4,83.9,28.3,7.24,,,18,0.01,0.076,0.2,0.005,,0.63,,,,,,
08/01/2015 00:00,,,,,,,,0.011,0.04,0.19,0.005,,0.62,,,23.9,,,
21/01/2015 00:00,5.6,72.7,27.6,7.12,,,36,0.009,0.066,0.13,0.03,,0.68,,,21.3,,,
21/01/2015 00:00,,,,,,,,0.009,0.066,0.13,0.03,,0.68,,,19.5,,,
13/02/2015 00:00,,,,,,,,0.006,0.027,0.005,0.005,,0.35,,,20.4,,,
13/02/2015 00:00,8.1,100.3,26.1,7.52,,,11,0.006,0.027,0.005,0.005,,0.39,,,19.4,,,
03/03/2015 00:00,7.4,92,26.2,7.48,,,10,0.009,0.041,0.005,0.005,,0.41,,,25.1,,,
03/03/2015 00:00,,,,,,,,0.008,0.046,0.005,0.005,,0.45,,,28.7,,,
27/03/2015 00:00,6.7,80.9,24.7,7.43,,,6.7,0.007,0.028,0.005,0.005,,0.37,,,18.7,,,
27/03/2015 00:00,,,,,,,,0.008,0.03,0.005,0.005,,0.36,,,18.9,,,
16/04/2015 00:00,8.3,95,21.6,7.37,,,8.1,0.006,0.032,0.005,0.01,,0.36,,,26.3,,,
16/04/2015 00:00,,,,,,,,0.006,0.03,0.005,0.01,,0.35,,,26.5,,,
08/05/2015 00:00,7.7,80.7,17.3,6.89,,,23,0.033,0.06,0.43,0.07,,0.93,,,0.9,,,
08/05/2015 00:00,,,,,,,,0.033,0.058,0.43,0.07,,0.92,,,0.8,,,
29/05/2015 00:00,6.8,69.6,16.1,7.26,,,9.6,0.026,0.056,0.29,0.04,,0.78,,,2.1,,,
29/05/2015 00:00,,,,,,,,0.026,0.051,0.29,0.04,,0.73,,,2.1,,,
25/06/2015 00:00,9.7,94.9,14.2,7.51,,,7.8,0.01,0.028,0.5,0.01,,0.84,,,16.2,,,
25/06/2015 00:00,,,,,,,,0.01,0.031,0.5,0.01,,0.83,,,18.4,,,
07/08/2015 00:00,10.2,95.8,12.5,7.86,,,7.6,0.01,0.029,0.4,0.02,,0.75,,,8.3,,,
07/08/2015 00:00,,,,,,,,0.01,0.03,0.4,0.02,,0.77,,,8.2,,,
27/08/2015 00:00,10.6,104.5,14.6,7.83,,,5.1,0.006,0.021,0.32,0.01,,0.73,,,14.6,,,
27/08/2015 00:00,,,,,,,,0.006,0.024,0.32,0.01,,0.74,,,15.3,,,
18/09/2015 00:00,11.2,111,17.4,7.96,,,9.6,0.006,0.019,0.13,0.01,,0.44,,,10.2,,,
18/09/2015 00:00,,,,,,,,0.006,0.023,0.13,0.01,,0.46,,,9.9,,,
14/10/2015 00:00,8.2,93.7,21,7.29,,,7.3,0.005,0.023,0.08,0.01,,0.4,,,17.7,,,
14/10/2015 00:00,,,,,,,,0.006,0.022,0.08,0.01,,0.41,,,11.4,,,
26/10/2015 00:00,8.1,97,22.9,7.38,,,14,0.013,0.019,0.04,0.005,,0.34,,,15.4,,,
26/10/2015 00:00,,,,,,,,0.011,0.023,0.04,0.01,,0.34,,,17,,,
16/11/2015 00:00,8.7,102.6,23.4,7.83,,,8.6,0.005,0.024,0.01,0.005,,0.37,,,24.9,,,
16/11/2015 00:00,,,,,,,,0.004,0.028,0.01,0.005,,0.42,,,24.7,,,
08/12/2015 00:00,8,100,25.8,7.83,,,6.5,0.004,0.024,0.005,0.005,,0.34,,,16.9,,,
08/12/2015 00:00,,,,,,,,0.005,0.023,0.005,0.005,,0.34,,,18.2,,,
08/01/2016 00:00,7.4,81.3,20.2,6.61,,,39,0.033,0.062,0.21,0.01,,0.68,,,1.5,,,
08/01/2016 00:00,,,,,,,,0.034,0.064,0.21,0.01,,0.68,,,1.3,,,
20/01/2016 00:00,4.6,56,26.6,6.51,,,12,0.038,0.062,0.26,0.05,,0.79,,,6.3,,,
20/01/2016 00:00,,,,,,,,0.037,0.06,0.26,0.05,,0.78,,,5.1,,,
20/01/2016 00:00,4.5,56.4,26.2,6.67,,,12,0.038,0.064,0.26,0.05,,0.78,,,8.2,,,
11/02/2016 00:00,4.8,59.8,26.3,6.88,,,24,0.033,0.076,0.34,0.04,,0.86,,,22.4,,,
11/02/2016 00:00,,,,,,,,0.033,0.074,0.34,0.04,,0.85,,,21.1,,,
11/02/2016 00:00,4.8,59,26.1,6.95,,,24,0.032,0.073,0.35,0.04,,0.86,,,20.6,,,
02/03/2016 00:00,5.4,69.2,28.1,7.14,,,9.8,0.025,0.049,0.22,0.02,,0.74,,,12.7,,,
02/03/2016 00:00,,,,,,,,0.025,0.049,0.22,0.02,,0.75,,,12.7,,,
02/03/2016 00:00,,,,,,,,,,,,,,,,,,,
21/03/2016 00:00,5.5,69.2,25.8,7.04,,,13,0.014,0.026,0.26,0.01,,0.67,,,11.3,,,
21/03/2016 00:00,,,,,,,,0.016,0.022,0.26,0.01,,0.65,,,11.5,,,
21/03/2016 00:00,,,,,,,,,,,,,,,,,,,
15/04/2016 00:00,6.2,74.3,23.7,7.08,,,13,0.008,0.045,0.11,0.02,,0.59,,,13,,,
15/04/2016 00:00,,,,,,,,0.008,0.043,0.11,0.02,,0.57,,,13,,,
15/04/2016 00:00,,,,,,,,,,,,,,,,,,,
04/05/2016 00:00,7.7,90.3,21.4,7.41,,,6.3,0.006,0.021,0.12,0.005,,0.48,,,17.6,,,
04/05/2016 00:00,,,,,,,,0.005,0.02,0.12,0.005,,0.45,,,14.9,,,
04/05/2016 00:00,,,,,,,,,,,,,,,,,,,
26/05/2016 00:00,8.2,90,17.9,7.45,,,12,0.004,0.024,0.03,0.02,,0.4,,,16.1,,,
26/05/2016 00:00,,,,,,,,0.003,0.021,0.03,0.02,,0.38,,,12.3,,,
26/05/2016 00:00,,,,,,,,,,,,,,,,,,,
16/06/2016 00:00,6.3,62.8,14.5,6.83,,,68,0.06,0.115,0.71,0.12,,1.21,,,1.1,,,
16/06/2016 00:00,,,,,,,,0.06,0.116,0.7,0.12,,1.25,,,0.9,,,
07/07/2016 00:00,8.4,79.3,12.4,7.4,,,28,0.021,0.049,0.71,0.09,,1.05,,,1.9,,,
07/07/2016 00:00,,,,,,,,0.02,0.045,0.72,0.09,,1.03,,,1.8,,,
27/07/2016 00:00,8.9,86.3,13.7,7.44,,,21,0.034,0.063,0.75,0.08,,1.23,,,7.3,,,
27/07/2016 00:00,,,,,,,,0.033,0.064,0.75,0.08,,1.22,,,7.9,,,
16/08/2016 00:00,9.9,96,14.1,7.48,,,7.1,0.008,0.021,0.36,0.01,,0.67,,,9.5,,,
16/08/2016 00:00,,,,,,,,0.008,0.02,0.36,0.01,,0.67,,,6.2,,,
16/08/2016 00:00,,,14.3,,,5,,,,,,,,,,,,1,4
08/09/2016 00:00,9.5,97.8,16.4,7.5,,,22,0.009,0.023,0.33,0.01,,0.73,,,3.6,,,
08/09/2016 00:00,,,,,,,,0.009,0.023,0.33,0.01,,0.72,,,2.9,,,
08/09/2016 00:00,,,16.3,,,12,,,,,,,,,,,,55,79
27/09/2016 00:00,8.9,94.6,17.8,7.51,,,11,0.01,0.025,0.2,0.01,,0.51,,,8.6,,,
27/09/2016 00:00,,,,,,,,0.009,0.027,0.2,0.01,,0.52,,,7.2,,,
27/09/2016 00:00,,,17.8,,,10,,,,,,,,,,,,3,1
19/10/2016 00:00,8.4,92.8,19.5,7.58,,,14,0.008,0.04,0.11,0.02,,0.49,,,14.4,,,
19/10/2016 00:00,,,,,,,,0.008,0.037,0.11,0.02,,0.48,,,14.7,,,
19/10/2016 00:00,,,19.5,,,18,,,,,,,,,,,,1,2
15/11/2016 00:00,6.9,82.7,23.2,7.29,,,18,0.007,0.028,0.01,0.02,,0.32,,,12.5,,,
15/11/2016 00:00,,,,,,,,0.008,0.024,0.01,0.02,,0.32,,,12,,,
15/11/2016 00:00,,,23.2,,,10,,,,,,,,,,,,3,3
02/12/2016 00:00,6.4,80.2,26.1,7.22,,,12,0.011,0.048,0.03,0.04,,0.37,,,9.1,,,
02/12/2016 00:00,,,,,,,,0.01,0.032,0.02,0.04,,0.33,,,8.7,,,
02/12/2016 00:00,,,26.1,,,20,,,,,,,,,,,,8,6
22/12/2016 00:00,6.2,78.5,26.3,7.31,,,12,0.006,0.029,0.01,0.01,,0.29,,,13.8,,,
22/12/2016 00:00,,,,,,,,0.006,0.025,0.01,0.01,,0.28,,,13.8,,,
22/12/2016 00:00,,,26.3,,,8,,,,,,,,,,,,10,6
13/01/2017 00:00,6.7,87.7,28.5,7.31,7.7,,23,0.008,0.051,0.01,0.005,,0.38,,,20.6,,,
13/01/2017 00:00,,,,,,,,0.01,0.046,0.01,0.005,,0.37,,,21,,,
13/01/2017 00:00,,,28.4,,,31,,,,,,,,,,,,13,16
27/01/2017 00:00,5.2,72.6,27.4,7.09,12.4,,18,0.013,0.027,0.08,0.005,,0.31,,,4,,,
27/01/2017 00:00,,,,,,,,0.008,0.022,0.08,0.005,,0.34,,,5.3,,,
27/01/2017 00:00,,,27.4,,,17,,,,,,,,,,,,10,32
17/02/2017 00:00,6.4,84.7,29.6,7.4,3.2,,5.7,0.009,0.023,0.08,0.005,,0.35,,,7.7,,,
17/02/2017 00:00,,,,,,,,0.009,0.021,0.08,0.005,,0.33,,,8.2,,,
17/02/2017 00:00,,,29.6,,,5,,,,,,,,,,,,2,6
17/03/2017 00:00,6,70.7,23.4,7.32,,,22,,,0.41,0.04,,0.41,,,10.7,,,
17/03/2017 00:00,,,,,,,,,,0.41,0.04,,0.41,,,13.8,,,
17/03/2017 00:00,,,23.3,,,,,,,,,,,,,,,41,66
