Date_Time,DO_mg/L,DOsat,Temp _DegC,pH,Cond_uS/cm,TSS_mg/L,Turbidity_ntu,FP_mg/L,TP_mg/L,NOx_mg/L,NH_mg/L,TKN_mg/L,TN_mg/L,TOC_mg/L,DOC_mg/L,Chla_mg/m3,SiO2_mg/L,ENT_cfu/100mL,FC_cfu/100mL
25/09/1996,,,,,,8,,0.009,0.039,0.66,0.03,,0.95,,,9.4,1.15,,50
25/09/1996,,,,,,,,,,,,,,,,,,,
08/10/1996,,,,,,1,,,,,,,,,,,1.13,,
08/10/1996,,,,,,,,,,,,,,,,,,,
22/10/1996,,,,,,5,,0.005,0.052,0.39,0.01,,0.81,,,9.5,1.04,,5
22/10/1996,,,,,,,,,,,,,,,,,,,
06/11/1996,,,,,,,,0.014,0.036,0.28,0.01,,0.76,,,,,230,10000
06/11/1996,,100.3,22.4,8.31,19.4,,,0.018,0.038,0.29,0.01,,0.62,,,,,230,12000
14/11/1996,,,,,,2,,,,,,,,,,,0.92,,
29/11/1996,,,,,,5,,0.005,0.024,0.1,0.01,,0.6,,,26.3,0.31,,24
29/11/1996,,,,,,,,,,,,,,,,,,,
11/12/1996,,,,,,1,,,,,,,,,,,0.82,,
11/12/1996,,,,,,,,,,,,,,,,,,,
18/12/1996,,,,,,1,,0.004,0.011,0.14,0.01,,0.39,,,4.2,0.9,,22
14/01/1997,,,,,,3,,,,,,,,,,,1.35,,
14/01/1997,,,,,,,,,,,,,,,,,,,
29/01/1997,,,,,,2,,0.006,0.015,0.18,0.03,,0.56,,,4.3,1.23,300,660
29/01/1997,,,,,,1,,0.006,0.018,0.18,0.03,,0.56,,,4.7,1.24,420,500
31/01/1997,,,,,,,,0.024,0.06,0.37,0.06,,0.9,,,,,320,170
31/01/1997,,57,21.7,7.37,14.8,,,0.023,0.044,0.31,0.05,,0.73,,,,,300,500
12/02/1997,,,,,,,,,,,,,,,,,3.3,,
12/02/1997,,,,,,,,,,,,,,,,,,,
24/02/1997,,,,,,424,,0.014,0.082,0.07,0.04,,0.77,,,37.3,3.9,66,54
24/02/1997,,,,,,,,,,,,,,,,,,,
13/03/1997,,,,,,,,,0.008,,,,,5.7,,7.9,,,
13/03/1997,,,,,,,,,,,,,,5.1,,,,,
13/03/1997,,,,,,4,,,,,,,,,,,1.88,,
13/03/1997,,,,,,,,,,,,,,,,,,,
24/03/1997,,,,,,,,,0.014,,,,,4.3,,6.8,,,
24/03/1997,,,,,,,,,,,,,,2.5,,,,,
24/03/1997,,,,,,,,,,,,,,7.7,,,,,
24/03/1997,,,,,,,,,,,,,,6,,,,,
24/03/1997,,,,,,6,,0.01,0.039,0.08,0.04,,1.02,,,7.2,1.31,20,28
24/03/1997,,,,,,,,,,,,,,,,,,,
07/04/1997,,,,,,,,,,,,,,,,,,,
07/04/1997,,,,,,,,,,,,,,,,,,,
14/04/1997,,,,,,2,,,,,,,,,,,1.99,,
22/04/1997,,,,,,,,,0.011,,,,,4.7,,5.7,,,
22/04/1997,,,,,,,,,0.016,,,,,4.8,,,,,
22/04/1997,,,,,,,,,,,,,,4.3,,,,,
22/04/1997,,,,,,,,,,,,,,4.4,,,,,
22/04/1997,,,,,,4,,0.008,0.018,0.24,0.005,,0.6,,,6.1,1.72,54,220
22/04/1997,,,,,,,,,,,,,,,,,,,
14/05/1997,,,,,,8,,,,,,,,,,,1.36,,
28/05/1997,,,,,,1,,0.003,0.011,0.58,0.01,,0.82,,,3.4,1.02,57,240
19/06/1997,,,,,,1,,,,,,,,,,,1.08,,
24/06/1997,,,,,,2,,0.008,0.014,0.6,0.02,,0.84,,,7.5,0.86,43,6
24/06/1997,,,,,,,,,,,,,,,,,,,
08/07/1997,,,,,,1,,0.006,0.015,0.84,0.01,,1.09,,,4.1,0.77,29,8
25/07/1997,,,,,,1,,,,,,,,,,,1.5,,
25/07/1997,,,,,,,,,,,,,,,,,,,
12/08/1997,,,,,,11,,,,,,,,,,,0.56,,
12/08/1997,,,,,,,,,,,,,,,,,,,
25/08/1997,,,,,,7,,0.001,0.02,0.51,0.01,,0.77,,,6.4,0.53,17,4
25/08/1997,,,,,,,,,,,,,,,,,,,
11/09/1997,,,,,,1,,,,,,,,,,,0.52,,
24/09/1997,,,,,,3,,0.001,0.014,0.65,0.05,,0.89,,,3.2,0.65,210,200
08/10/1997,,105,19.2,5.42,33.6,,,0.007,0.022,0.63,0.02,,0.85,,,,,200,1200
08/10/1997,,,,,,,,0.01,0.019,0.63,0.02,,0.86,,,,,190,740
17/10/1997,,,,,,5,,,,,,,,,,,1.24,,
17/10/1997,,,,,,,,,,,,,,,,,,,
27/10/1997,,,,,,5,,0.015,0.038,0.15,0.04,,2.16,,,6.5,0.75,480,1600
27/10/1997,,,,,,,,,,,,,,,,,,,
10/11/1997,,,,,,1,,,,,,,,,,,0.99,,
26/11/1997,,,,,,3,,0.008,0.016,0.03,0.03,,0.44,,,9.2,0.79,110,400
26/11/1997,,,,,,,,,,,,,,,,,,,
10/12/1997,,136.5,25.3,9,31.1,,,0.013,0.018,0.04,0.01,,0.41,,,4.1,,530,520
10/12/1997,,,,,,,,0.016,0.018,0.04,0.01,,0.38,,,3.4,,600,520
12/12/1997,,,,,,13,,0.02,0.04,0.02,0.01,,0.56,,,54.1,0.89,480,120
12/12/1997,,,,,,,,,,,,,,,,,,,
22/12/1997,,,,,,1,,0.009,0.019,0.03,0.03,,0.36,,,3.4,1.14,960,120
08/01/1998,,,,,,2,,0.011,0.029,0.03,0.02,,0.55,,,3,1.19,140,1700
21/01/1998,,,,,,1,,,,,,,,,,,1.84,,
21/01/1998,,,,,,,,,,,,,,,,,,,
27/01/1998,,127,29.9,8.3,26.4,,2.05,0.011,0.027,0.08,0.01,,0.41,,,,,150,180
27/01/1998,,,,,,,,0.008,0.023,0.09,0.01,,0.5,,,,,140,210
03/02/1998,,,,,,3,,0.015,0.021,0.05,0.04,,0.49,,,6.3,1.69,150,1200
03/02/1998,,,,,,,,,,,,,,,,,,,
20/02/1998,,,,,,2,,,,,,,,,,,2.02,,
20/02/1998,,,,,,,,,,,,,,,,,,,
04/03/1998,,,,,,5,,0.01,0.024,0.01,0.005,,0.46,,,25.2,1.57,130,460
04/03/1998,,,,,,,,,,,,,,,,,,,
16/03/1998,,,,,,1,,,,,,,,,,,1.39,,
16/03/1998,,,,,,,,,,,,,,,,,,,
16/03/1998,,,,,,,,,,,,,,,,,,,
09/04/1998,,,,,,7,,,,,,,,,,,0.61,,
09/04/1998,,,,,,,,,,,,,,,,,,,
09/04/1998,,,,,,,,,,,,,,,,,,,
11/04/1998,,,,,,,,0.009,0.017,0.05,0.01,,0.42,,,,,71,400
11/04/1998,,107.8,23.3,7.85,28.7,,,0.011,0.012,0.05,0.01,,0.4,,,,,80,900
23/04/1998,,,,,,1,,0.001,0.016,0.1,0.02,,0.37,,,6.4,0.85,110,120
23/04/1998,,,,,,,,,,,,,,,,,,,
15/05/1998,,,,,,1,,,,,,,,,,,3,,
15/05/1998,,,,,,,,,,,,,,,,,,,
26/05/1998,,,,,,1,,0.004,0.011,0.24,0.01,,0.48,,,3.1,3.6,11,39
02/06/1998,,,,,,1,,,,,,,,,,,2.8,,
18/06/1998,,,,,,2,,0.007,0.019,0.43,0.02,,0.65,,,4.1,2.78,1,12
02/07/1998,,,,,,2,,0.015,0.024,0.69,0.01,,0.87,,,2.5,1.94,0.5,10
14/07/1998,,,,,,1,,0.008,0.022,0.28,0.01,,0.48,,,4.3,1.65,4,13
06/08/1998,,,,,,1,1.3,0.005,0.011,0.52,0.01,,0.73,,,4.4,0.89,7,36
07/08/1998,,,,,,,,0.011,0.027,0.51,0.02,,0.82,,,,,340,240
07/08/1998,,76,11.7,7.6,25.1,,5.53,0.011,0.027,0.51,0.01,,0.83,,,,,300,360
25/08/1998,,,,,,16,,0.01,0.035,0.23,0.07,,0.55,,,1.8,3.54,34,60
03/09/1998,,,,7.03,,13,,0.01,0.039,0.47,0.01,,0.78,,,1.7,4.09,23,38
24/09/1998,,,,,,5,,0.012,0.05,0.31,0.01,,0.88,,,17.4,4.18,19,19
24/09/1998,,,,,,,,,,,,,,,,,,,
06/10/1998,,,,,,16,,0.012,0.038,0.62,0.04,,0.97,,,4.5,4.36,87,340
22/10/1998,,,,,,4,,0.007,0.022,0.25,0.02,,0.68,,,15.2,3.43,24,54
22/10/1998,,,,,,,,,,,,,,,,,,,
11/11/1998,,,,,,5,,0.015,0.033,0.57,0.11,,3.45,,,5.4,1.8,150,1100
11/11/1998,,,,,,,,,,,,,,,,,,,
23/11/1998,,,,,,1,,0.009,0.016,0.36,0.03,,0.7,,,2.8,1.7,210,8300
17/12/1998,,,,,,11,,0.012,0.032,0.11,0.03,,0.48,,,5.1,0.85,520,4400
17/12/1998,,,,,,,,,,,,,,,,,,,
30/12/1998,,,,,,6,,0.011,0.021,0.04,0.01,,0.35,,,4.8,0.72,530,600
05/01/1999,,,,,,1,,0.007,0.016,0.06,0.02,,0.41,,,5,0.81,430,120
05/01/1999,,,,,,,,,,,,,,,,,,,
22/01/1999,,,,,,2,,0.01,0.02,0.05,0.02,,0.39,,,11,1.33,140,110
22/01/1999,,,,,,,,,,,,,,,,,,,
09/02/1999,,,,,,10,,0.017,0.047,0.19,0.04,,0.67,,,12.2,2.7,220,800
09/02/1999,,,,,,,,,,,,,,,,,,,
15/02/1999,,105.3,28.3,7.48,12.3,,4.3,0.009,0.049,0.2,0.022,,0.55,,,9.2,,170,180
15/02/1999,,,,,,,,0.013,0.062,0.19,0.032,,0.63,,,12,,250,140
22/02/1999,,,,,,1,,0.011,0.023,0.05,0.02,,0.39,,,7,3.06,48,52
22/02/1999,,,,,,,,,,,,,,,,,,,
02/03/1999,,,,,,4,4.2,0.017,0.032,0.22,0.04,,0.57,,,8.3,3.12,42,1000
02/03/1999,,,,,,,,,,,,,,,,,,,
17/03/1999,,,,,,5,,0.022,0.047,0.24,0.04,,0.75,,,9.2,2.75,460,3600
17/03/1999,,,,,,,,,,,,,,,,,,,
06/04/1999,,,,,,2,,0.012,0.023,0.2,0.03,,0.43,,,2.1,3,120,110
22/04/1999,,,,,,3,,0.007,0.016,0.17,0.01,,0.44,,,5,2.58,87,110
22/04/1999,,,,,,,,,,,,,,,,,,,
04/05/1999,,,,,,8,,0.016,0.04,0.8,0.05,,1.15,,,7.9,2.91,54,180
04/05/1999,,,,,,,,,,,,,,,,,,,
18/05/1999,,,,,,2,,0.008,0.013,0.32,0.01,,0.6,,,3.4,1.79,59,100
02/06/1999,7.22,,,6.95,,2,1.46,0.004,0.012,0.35,0.01,,0.59,,,4.3,1.87,29,68
15/06/1999,,,,,,11,,0.008,0.025,0.39,0.01,,0.67,,,7.9,2.04,56,350
15/06/1999,,,,,,,,,,,,,,,,,,,
09/07/1999,,,,,,3,,0.008,0.015,0.64,0.02,,0.92,,,6.2,1.58,28,230
09/07/1999,,,,,,,,,,,,,,,,,,,
15/07/1999,,,,,,,,0.027,0.089,0.5,0.048,,0.89,,,,,1100,1400
15/07/1999,,83.6,13.3,6.95,17.75,,19.21,0.028,0.098,0.49,0.048,,0.87,,,,,2000,1300
20/07/1999,,,,,,3,,0.009,0.023,0.34,0.005,,0.66,,,3.2,2.9,72,66
03/08/1999,,,,,,8,,0.008,0.022,0.67,0.01,,0.86,,,23.6,2.69,14,91
03/08/1999,,,,,,,,,,,,,,,,,,,
26/08/1999,,,,,,4,,0.008,0.031,0.45,0.02,,0.97,,,5.6,2,10,350
26/08/1999,,,,,,,,,,,,,,,,,,,
13/09/1999,,,,,,1,,0.008,0.018,0.43,0.03,,0.76,,,3.2,1.54,190,140
27/09/1999,,,,,,1,,0.007,0.014,0.44,0.02,,0.69,,,3.6,1.46,160,200
06/10/1999,,,,,,4,,0.017,0.026,0.3,0.02,,0.53,,,3.4,3.24,320,540
20/10/1999,,,,,,2,,0.009,0.029,0.21,0.02,,0.47,,,7.8,2.91,62,170
20/10/1999,,,,,,,,,,,,,,,,,,,
25/10/1999,,,,,,,,0.005,0.15,0.31,0.043,,0.89,,,12,,2100,660
25/10/1999,,90.4,18.6,7.04,19.87,,75.4,0.006,0.12,0.31,0.044,,0.83,,,11,,2100,660
02/11/1999,,,,,,14,,0.019,0.046,0.25,0.02,,0.5,,,4,2.77,110,170
18/11/1999,,,,,,9,,0.014,0.036,0.26,0.02,,0.61,,,12.5,2.95,49,82
18/11/1999,,,,,,,,,,,,,,,,,,,
06/12/1999,,,,,,12,,0.012,0.029,0.22,0.04,,1.43,,,10.2,2.17,150,3500
06/12/1999,,,,,,,,,,,,,,,,,,,
20/12/1999,,,,,,3,,0.0133,0.0348,0.15,0.05,,1.07,,,4.3,1.7,27,73
05/01/2000,,,,,,4,,0.011,0.021,0.2,0.03,,0.52,,,6.1,3,78,130
05/01/2000,,,,,,,,,,,,,,,,,,,
17/01/2000,,,,7.21,,2,,0.009,0.022,0.17,0.03,,0.44,,,5.3,2.37,180,330
10/02/2000,,,,,,,,,,,,,,,,,,,
10/02/2000,,,,,,5,,,,,,,,,,7.4,2.03,,
10/02/2000,,,,,,,,,,,,,,,,,,,
22/02/2000,,,,,,1,,0.005,0.025,0.05,0.02,,0.36,,,8,1.93,40,37
22/02/2000,,,,,,,,,,,,,,,,,,,
07/03/2000,6,72.2,24.11,7.33,269,2,1.15,0.017,0.024,0.12,0.03,,0.44,,,6.12,2.13,390,350
07/03/2000,,,,,,,,,,,,,,,,,,,
09/03/2000,,,,,,,,0.005,0.023,0.24,0.069,,0.55,,,,,180,210
09/03/2000,,77.8,24.5,7.18,25.7,,5.54,0.006,0.027,0.23,0.068,,0.54,,,,,230,170
23/03/2000,8.44,92.7,19.8,6.54,95.1,19,18.6,,,,,,,,,2.3,3.68,,
04/04/2000,6.91,78.6,21.6,6.72,122.9,2,3.62,0.015,0.022,0.15,0.03,,0.41,,,10.2,4.31,220,200
04/04/2000,,,,,,,,,,,,,,,,,,,
18/04/2000,9,100.5,20.71,7.3,194,29,21,0.013,0.051,0.49,0.03,,0.79,,,12.4,4.03,140,200
18/04/2000,,,,,,,,,,,,,,,,,,,
10/05/2000,8.2,85.9,18.8,7.48,218,9,4.65,,,,,,,,,4.7,3.19,,
24/05/2000,9.99,99.9,15.8,7.49,252,27,10,0.008,0.035,0.37,0.03,,0.7,,,10.7,2.86,53,17
24/05/2000,,,,,,,,,,,,,,,,,,,
06/06/2000,11,105.6,13.45,7.41,221,2,1.33,0.009,0.016,0.48,0.01,,0.73,,,4.5,2.5,14,6
21/06/2000,10.62,103.4,15.3,7.5,312,2,3.8,,,,,,,,,6.8,1.93,,
21/06/2000,,,,,,,,,,,,,,,,,,,
03/07/2000,12.83,124.5,13.3,7.45,286,15,3.28,,,,,,,,,6.2,1.39,,
03/07/2000,,,,,,,,,,,,,,,,,,,
18/07/2000,11.6,110.9,13.3,7.45,271,8,5.69,0.007,0.02,0.55,0.03,,0.92,,,7.2,1.49,110,130
18/07/2000,11.6,110.9,13.27,7.45,271,,,,,,,,,,,,,,
18/07/2000,,,,,,,,,,,,,,,,,,,
08/08/2000,11.9,114.7,13.35,7.57,268,1,1.61,,,,,,,,,2.8,1.43,,
22/08/2000,11.6,113.3,14.2,8.02,273,5,4.19,0.006,0.016,0.61,0.02,,0.84,,,4.56,1.23,6,14
07/09/2000,9.57,95,14.2,7.47,282,3,10.5,,,,,,,,,3.5,1.01,,
19/09/2000,10.3,109.5,18.2,7.75,275,1,1.7,0.008,0.016,0.47,0.01,,0.75,,,2.4,0.68,7,21
04/10/2000,10.91,117.2,22.7,9.12,279,1,1.9,0.006,0.012,0.43,0.005,,0.67,,,1.8,0.69,39,29
19/10/2000,12,137.1,21.8,8.3,275,1,1.4,,,,,,,,,2.5,1.19,,
06/11/2000,13.3,160.4,24.5,9.3,272,4,3.6,,,,,,,,,5.5,1.09,,
06/11/2000,,,,,,,,,,,,,,,,,,,
22/11/2000,9.8,112.2,21.8,7.1,167,2,6.3,0.016,0.025,0.26,0.03,,0.69,,,1.3,3.39,100,72
06/12/2000,9.6,122,27.5,7.8,217,4,4.8,,,,,,,,,5.15,2.58,,
06/12/2000,,,,,,,,,,,,,,,,,,,
20/12/2000,6.2,77.8,26.9,7.7,243,2,1.6,0.01,0.018,0.11,0.02,,0.45,,,2.64,1.99,43,58
11/01/2001,8.8,112.7,27.9,7.8,283,4,4.4,,,,,,,,,18.27,1.97,,
11/01/2001,,,,,,,,,,,,,,,,,,,
24/01/2001,9,121.5,31,8.6,310,3,2.8,0.005,0.025,0.03,0.02,,0.43,,,9.6,1.61,100,120
24/01/2001,,,,,,,,,,,,,,,,,,,
06/02/2001,7,81.3,22.8,7.2,71,7,14.8,0.022,0.037,0.12,0.02,,0.45,,,1.6,4.06,5400,1600
22/02/2001,8.2,99.1,27.8,7.3,245,3,4.3,,,,,,,,,9.94,4.78,,
22/02/2001,,,,,,,,,,,,,,,,,,,
06/03/2001,7.1,88.4,25.7,6,69,8,12.8,,,,,,,,,2.8,3.24,,
06/03/2001,,,,,,,,,,,,,,,,,,,
21/03/2001,7.8,92.8,22.9,6.73,129,4,10.4,0.014,0.031,0.1,0.02,,0.38,,,15.3,4.75,140,300
21/03/2001,,,,,,,,,,,,,,,,,,,
05/04/2001,7.1,89.1,22.9,6.7,140,3,2.85,,,,,,,,,5.2,4.6,,
05/04/2001,,,,,,,,,,,,,,,,,,,
18/04/2001,9,105.2,22.68,6.999,75,1,2.15,0.009,0.019,0.2,0.005,,0.47,,,9.6,4.05,72,32
18/04/2001,,,,,,,,,,,,,,,,,,,
02/05/2001,8.7,96.9,19.9,7.1,186,3,2.9,0.011,0.021,0.4,0.02,,0.06,,,10.2,3.2,230,29
02/05/2001,,,,,,,,,,,,,,,,,,,
17/05/2001,9.3,99.6,17.8,7.15,185,29,13.6,,,,,,,,,6.8,3.45,,
17/05/2001,,,,,,,,,,,,,,,,,,,
04/06/2001,10.5,106.4,16.01,7.26,204,1,2.38,,,,,,,,,4.5,3.31,,
19/06/2001,10.3,103.5,15.22,7.27,236,3,2.78,0.007,0.032,0.53,0.01,,0.82,,,4.3,2.81,14,55
04/07/2001,,,,,,,,0.004,0.018,0.6,0.013,,0.86,,,8.6,,15,6
04/07/2001,,103.9,14.65,7.42,25.5,,12.5,0.002,0.03,0.61,0.016,,0.85,,,10,,26,40
07/08/2001,,110.5,14.5,7.55,24.9,,2.25,0.002,0.014,0.71,0.011,,0.96,,,6.1,,26,24
07/08/2001,,,,,,,,0.002,0.014,0.7,0.012,,0.97,,,6.1,,20,22
06/09/2001,,106,16.8,7.74,32.6,,2.6,0.003,0.013,0.59,0.012,,0.82,,,6.6,,5,6
06/09/2001,,,,,,,,0.002,0.017,0.58,0.012,,0.83,,,7,,4,2
18/10/2001,,,,,,,,0.002,0.019,0.41,0.019,,0.77,,,3.8,,210,20
18/10/2001,,123.6,23.6,8.21,27.5,,5.93,0.002,0.021,0.44,0.017,,0.75,,,3.6,,180,26
05/11/2001,,,,,,,,0.004,0.016,0.24,0.028,,0.74,,,3.1,,44,7
05/11/2001,,108.7,24.2,9.25,70.8,,1.78,0.004,0.017,0.24,0.03,,0.74,,,2.7,,29,18
05/12/2001,,,,,,,,0.003,0.013,0.082,0.007,,0.38,,,2.2,,260,30
05/12/2001,,105.9,23.4,8.4,32.3,,8.3,0.002,0.012,0.099,0.008,,0.39,,,1.4,,100,8
10/01/2002,,110.2,27.3,8.7,33.8,,2.3,0.002,0.012,0.002,0.008,,0.3,,,4.5,,190,16
10/01/2002,,,,,,,,0.002,0.011,0.002,0.008,,0.32,,,3.8,,170,22
05/02/2002,,,,,,,,0.009,0.03,0.14,0.045,,0.54,,,0,,1800,850
05/02/2002,,64.7,24.1,7.19,36.5,,6.5,0.009,0.029,0.13,0.044,,0.54,,,0,,3100,600
15/02/2002,,104.7,23.9,7,16.2,,5.6,0.009,0.024,0.34,0.024,,0.8,,,16,,130,8
15/02/2002,,,,,,,,0.008,0.025,0.16,0.023,,0.58,,,16,,52,4
05/03/2002,,,,,,,,0.002,0.016,0.12,0.012,,0.41,,,3.5,,40,11
05/03/2002,,98.2,23.3,7.5,26.2,,2.8,0.002,0.017,0.12,0.015,,0.44,,,3.5,,16,26
31/03/2002,,86.8,20.21,6.72,11.3,,40.3,0.005,0.053,0.2,0.049,,0.69,,,0,,1400,300
31/03/2002,,,,,,,,0.006,0.044,0.22,0.052,,0.67,,,0,,1200,300
10/04/2002,,,,,,,,0.014,0.028,0.25,0.02,,0.54,,,5.7,,85,16
10/04/2002,,,,,,,,0.013,0.026,0.24,0.02,,0.54,,,5.8,,75,19
10/05/2002,,,,,,,,0.002,0.015,0.24,0.012,,0.54,,,3.6,,170,150
10/05/2002,,109.2,21.9,7.24,20.4,,2.87,0.002,0.015,0.25,0.009,,0.55,,,3.6,,150,100
03/06/2002,,,,,,,,0.002,0.011,0.45,0.009,,0.67,,,4.5,,66,19
03/06/2002,,104.6,16.7,7.73,19.3,,1.3,0.002,0.009,0.45,0.008,,0.64,,,4.5,,68,16
15/07/2002,11,105,13.14,7.71,224,,1.84,0.004,0.009,0.6,0.01,,0.83,,,3,,12,7
15/07/2002,,,,,,,,0.004,0.011,0.59,0.02,,0.81,,,2.8,,13,5
14/08/2002,12.2,120,14.2,7.6,262,,1.4,0.003,0.009,0.73,0.02,,0.92,,,5.9,,13,5
14/08/2002,,,,,,,,0.007,0.011,0.75,0.02,,0.94,,,5.7,,8,7
13/09/2002,11.2,122.2,19.3,8.1,281,,2.67,0.005,0.014,0.63,0.01,,0.95,,,11.1,,7,9
13/09/2002,,,,,,,,0.005,0.017,0.62,0.01,,0.94,,,11.84,,9,3
13/09/2002,,,,,,,,,,,,,,,,,,,
25/10/2002,11.7,121.6,24.71,9.47,309,,2.17,0.005,0.013,0.25,0.02,,0.54,,,3.95,,21,11
25/10/2002,,,,,,,,0.006,0.013,0.25,0.02,,0.54,,,3.77,,26,28
12/11/2002,9.9,101.2,26,9.1,356,,2.33,0.008,0.017,0.15,0.03,,0.6,,,0.68,,16,21
12/11/2002,,,,,,,,0.007,0.013,0.16,0.02,,0.57,,,0.54,,55,10
12/12/2002,10.2,116.1,25.2,9,386,,3.9,0.007,0.016,0.01,0.01,,0.43,,,5.25,,150,150
12/12/2002,,,,,,,,0.007,0.017,0.01,0.01,,0.43,,,6.68,,220,220
23/01/2003,8.2,102.5,26.2,8.74,349,,3.39,0.007,0.022,0.005,0.01,,0.33,,,10.89,,24,8
23/01/2003,,,,,,,,0.008,0.023,0.005,0.01,,0.34,,,11.31,,20,10
23/01/2003,,,,,,,,,,,,,,,,,,,
10/02/2003,8.2,98.3,27.9,8.3,352,,3.14,0.01,0.022,0.005,0.02,,0.41,,,5.11,,340,820
10/02/2003,,,,,,,,0.01,0.022,0.005,0.02,,0.41,,,7.11,,1400,810
22/02/2003,8.85,103.7,26.5,8,333,,2.58,0.009,0.019,0.02,0.02,,0.48,,,,,150,60
22/02/2003,,,,,,,,0.009,0.018,0.02,0.01,,0.42,,,,,160,98
06/03/2003,8.8,106,24.9,7.88,184,,3.6,0.009,0.016,0.12,0.02,,0.37,,,1.36,,24,54
06/03/2003,,,,,,,,0.009,0.018,0.12,0.02,,0.4,,,4.38,,20,52
23/04/2003,13.7,157.8,22.1,8.86,177,,1.15,0.007,0.013,0.07,0.01,,0.31,,,3.38,,30,56
23/04/2003,,,,,,,,0.007,0.013,0.07,0.01,,0.35,,,5.41,,44,46
17/05/2003,8.7,91.8,17.6,7.1,190,,3.6,0.009,0.016,0.42,0.02,,0.64,,,,,140,150
17/05/2003,,,,,,,,0.008,0.017,0.42,0.02,,0.65,,,,,120,140
