Date_Time,DO_mg/L,DOsat,Temp _DegC,pH,Cond_uS/cm,TSS_mg/L,Turbidity_ntu,FP_mg/L,TP_mg/L,NOx_mg/L,NH_mg/L,Total Kjedahl Nitrogen,TN_mg/L,TOC_mg/L,DOC,Chla_mg/m3,SiO2_mg/L,ENT_cfu/100mL,FC_cfu/100mL
10/06/1991 00:00,,,,6.7,12,24,280,0.015,0.065,,0.01,0.48,0.48,, ,,5.561497326,,
10/06/1991 00:00,,,,7.8,20,54,120,0.013,0.046,,0.04,0.28,0.28,, ,,3.20855615,,
10/06/1991 00:00,,,,8.1,23,18,72,0.006,0.043,,0.05,0.24,0.24,, ,,3.636363636,,
10/06/1991 00:00,,,14,6.8,18,15,65,0.011,0.06,,0.04,0.22,0.22,, ,,4.919786096,,
10/06/1991 00:00,,,14.8,8,18,13,76,0.011,0.038,,0.03,0.26,0.26,, ,,4.064171123,,
10/06/1991 00:00,,,14.8,7.6,18,9,67,0.005,0.065,,0.03,0.27,0.27,, ,,3.636363636,,
10/06/1991 00:00,,,,7.2,23,,21,0.003,0.007,,, ,,, ,,4.705882353,,
10/06/1991 00:00,,,14.533,7.4571,18.857,,,0.009,,,, ,0.528,, ,,,,
11/06/1991 00:00,,,,6.8,14,293,200,0.015,0.17,,0.01,0.89,0.89,, ,,6.417112299,,
11/06/1991 00:00,,,15.2,7.2,18,182,200,0.02,0.27,,0.01,0.8,0.8,, ,,6.417112299,,
11/06/1991 00:00,,,15.2,7.1,22,68,200,0.022,0.315,,0.01,0.9,0.9,, ,,6.417112299,,
11/06/1991 00:00,,,15.5,6.9,23,116,200,0.02,0.315,,0.03,0.92,0.92,, ,,6.417112299,,
11/06/1991 00:00,,,15.3,7,19.25,,,0.019,,,, ,1.62,, ,,,,
12/06/1991 00:00,,,15,7,9,491,340,0.035,0.07,,0.02,0.51,0.51,, ,,6.631016043,,
12/06/1991 00:00,,,15,7.8,9,191,380,0.021,0.049,,0.01,0.62,0.62,, ,,6.631016043,,
12/06/1991 00:00,,,15,6.6,10,35,400,0.016,0.042,,0.04,0.52,0.52,, ,,6.417112299,,
12/06/1991 00:00,,,14.875,7.275,9.25,,,0.021,,,, ,1.083,, ,,,,
12/06/1991 00:00,,97,14.5,7.7,9,259,230,0.011,0.2,0.48,0.06,0.88,1.36,, ,,5.77540107,,
18/06/1991 00:00,,,14,6.9,12,,,0.01,,,, ,0.68,, ,2,,,
18/06/1991 00:00,,94,14,6.9,12,20,28,0.01,0.018,0.42,0.04,0.26,0.68,, ,2,7.272727273,,
26/06/1991 00:00,,,13.1,6.8,13,,,0.002,,,, ,0.23,, ,2.5,,,
26/06/1991 00:00,,90,13.1,6.8,13,2,13,0.001,0.005,0.12,0.04,0.11,0.23,, ,2.5,5.561497326,,
02/07/1991 00:00,,,12,7,14,,,0.003,,,, ,0.83,, ,3,,,
02/07/1991 00:00,,93,12,7,14,3,13,0.003,0.004,0.56,0.08,0.27,0.83,, ,3,5.561497326,,
08/07/1991 00:00,,,12.1,7,15,,,0.01,,,, ,0.99,, ,3.2,,,
08/07/1991 00:00,,89,12.1,7,15,12,11,0.01,0.016,0.58,0.04,0.41,0.99,, ,3.2,7.058823529,,
17/07/1991 00:00,,,11.9,7.3,15,,,0.005,,,, ,0.57,, ,3.3,,,
17/07/1991 00:00,,101,11.9,7.3,15,,12,0.005,0.015,0.2,0.02,0.37,0.57,, ,3.3,8.770053476,,
25/07/1991 00:00,,,11.7,7.7,15,,,0.009,,,, ,0.62,, ,0.9,,,
25/07/1991 00:00,,100,11.7,7.7,15,2,9,0.009,0.016,0.28,0.01,0.34,0.62,, ,0.9,9.839572193,,
01/08/1991 00:00,,,10.6,7.6,14,,,0.009,,,, ,0.52,, ,1.1,,,
01/08/1991 00:00,,98,10.6,7.6,14,5,12,0.009,0.016,0.3,0.04,0.22,0.52,, ,1.1,8.342245989,,
08/08/1991 00:00,,,12.6,7.5,14,,,0.009,,,, ,1.27,, ,1.6,,,
08/08/1991 00:00,,110,12.6,7.5,14,1,11,0.009,0.022,0.5,0.05,0.77,1.27,, ,1.6,4.49197861,,
13/08/1991 00:00,,,12.1,7.6,15,,,0.005,,,, ,0.93,, ,4.3,,,
13/08/1991 00:00,,99,12.1,7.6,15,6,11,0.005,0.018,0.48,0.04,0.45,0.93,, ,4.3,6.631016043,,
22/08/1991 00:00,,,12.5,7.6,12,,,0.009,,,, ,0.61,, ,1.2,,,
22/08/1991 00:00,,106,12.5,7.6,12,,7,0.009,0.014,0.33,0.02,0.28,0.61,, ,1.2,10.26737968,,
27/08/1991 00:00,,,12.6,7.3,17,,,0.005,,,, ,0.62,, ,4.8,,,
27/08/1991 00:00,,78,12.6,7.3,17,1,8,0.005,0.015,0.26,0.01,0.36,0.62,, ,4.8,4.919786096,,
06/09/1991 00:00,,,13.1,7.5,14,,,0.007,,,, ,0.57,, ,2.8,,,
06/09/1991 00:00,,101,13.1,7.5,14,1,6,0.007,0.014,0.27,0.01,0.3,0.57,, ,2.8,9.839572193,,
09/09/1991 00:00,,,,,,,,,,,, ,,, ,,,,
18/09/1991 00:00,,,,,,,,,,,, ,,, ,,,,
24/09/1991 00:00,,,,,,,,,,,, ,,, ,,,,
03/10/1991 00:00,,,18,8.1,15,,,0.023,,,, ,0.63,, ,4.2,,,
03/10/1991 00:00,,110,18,8.1,15,1,3,0.023,0.033,0.35,0.01,0.28,0.63,, ,4.2,10.48128342,,
08/10/1991 00:00,,,21.6,7.8,16,,,0.006,,,, ,0.29,, ,3.6,,,
08/10/1991 00:00,,99,21.6,7.8,16,3,3,0.006,0.021,0.08,0.02,0.21,0.29,, ,3.6,9.839572193,,
15/10/1991 00:00,,,20.9,7.1,17,,,0.004,,,, ,0.66,, ,1.2,,,
15/10/1991 00:00,,,20.9,7.1,17,1,2,0.004,0.01,0.3,0.02,0.36,0.66,, ,1.2,10.48128342,,
22/10/1991 00:00,,,20.8,8,18,,,0.004,,,, ,0.64,, ,2.8,,,
22/10/1991 00:00,,,20.8,8,18,4,2,0.004,0.008,0.22,0.03,0.42,0.64,, ,2.8,8.770053476,,
29/10/1991 00:00,,,20.4,7.8,18,,,0.007,,,, ,0.55,, ,4.8,,,
29/10/1991 00:00,,93,20.4,7.8,18,1,3,0.007,0.017,0.21,0.03,0.34,0.55,, ,4.8,9.625668449,,
05/11/1991 00:00,,,,,,,,,,,, ,,, ,,,,
15/11/1991 00:00,,,20.8,7.8,18,,,0.005,,,, ,0.43,, ,3.2,,,
15/11/1991 00:00,,84,20.8,7.8,18,1,2,0.005,0.01,0.16,0.01,0.27,0.43,, ,3.2,6.203208556,,
19/11/1991 00:00,,,21.4,7.7,,,,0.006,,,, ,0.83,, ,3.5,,,
19/11/1991 00:00,,102,21.4,7.7,,1,2,0.006,0.012,0.38,0.03,0.45,0.83,, ,3.5,3.20855615,,
28/11/1991 00:00,,,22.6,7.6,,,,0.005,,,, ,0.94,, ,3.6,,,
28/11/1991 00:00,,95,22.6,7.6,,2,3,0.005,0.008,0.46,0.05,0.48,0.94,, ,3.6,1.92513369,,
02/12/1991 00:00,,,,7.7,39,,,0.005,,,, ,0.93,, ,2.7,,,
02/12/1991 00:00,,,,7.7,39,1,2,0.005,0.009,0.54,0.02,0.39,0.93,, ,2.7,2.139037433,,
11/12/1991 00:00,,,23.3,7.6,,,,0.006,,,, ,0.75,, ,2.8,,,
11/12/1991 00:00,,96,23.3,7.6,,2,2,0.006,0.011,0.41,0.04,0.34,0.75,, ,2.8,,,
16/12/1991 00:00,,,21.2,7,32,,,0.005,,,, ,1.13,, ,1.2,,,
16/12/1991 00:00,,82,21.2,7,32,19,31,0.005,0.042,0.53,0.03,0.6,1.13,, ,1.2,4.705882353,,
30/12/1991 00:00,,,,,,,,,,,, ,,, ,,,,
07/01/1992 00:00,,,,,,,,,,,, ,,, ,,,,
13/01/1992 00:00,,,24.2,8.5,11,,,0.003,,,, ,0.32,, ,,,,
13/01/1992 00:00,,91,24.2,8.5,11,1,10,0.003,0.013,0.1,0.01,0.22,0.32,, ,,6.203208556,,
15/01/1992 00:00,,,,,,,,,,,, ,,, ,,,,
21/01/1992 00:00,,,32,7.4,15,,,0.002,,,, ,0.31,, ,3.2,,,
21/01/1992 00:00,,116,32,7.4,15,27,5,0.002,0.012,0.14,0.01,0.17,0.31,, ,3.2,5.77540107,,
29/01/1992 00:00,,,25,7.4,17,,,0.003,,,, ,0.38,, ,3.2,,,
29/01/1992 00:00,,86,25,7.4,17,9,8,0.003,0.011,0.13,0.01,0.25,0.38,, ,3.2,5.347593583,,
06/02/1992 00:00,,,25.5,7.4,15,,,0.002,,,, ,0.29,, ,3.2,,,
06/02/1992 00:00,,93,25.5,7.4,15,14,3,0.002,0.013,0.07,0.01,0.22,0.29,, ,3.2,5.77540107,,
14/02/1992 00:00,,,22,5.2,11,,,0.004,,,, ,0.59,, ,1.4,,,
14/02/1992 00:00,,108,22,5.2,11,14,19,0.004,0.019,0.23,0.01,0.36,0.59,, ,1.4,8.770053476,,
18/02/1992 00:00,,,24.3,7.9,12,,,0.003,,,, ,0.52,, ,1.1,,,
18/02/1992 00:00,,97,24.3,7.9,12,,8,0.003,0.015,0.22,0.01,0.3,0.52,, ,1.1,8.556149733,,
24/02/1992 00:00,,,22.2,6.6,17,,,0.003,,,, ,0.62,, ,1.6,,,
24/02/1992 00:00,,92,22.2,6.6,17,16,15,0.003,0.012,0.24,0.03,0.38,0.62,, ,1.6,8.983957219,,
04/03/1992 00:00,,,24,,13,,,0.003,,,, ,0.5,, ,4.8,,,
04/03/1992 00:00,,109,24,,13,15,6,0.003,0.009,0.2,0.01,0.3,0.5,, ,4.8,7.914438503,,
12/03/1992 00:00,,,24.3,,14,,,0.003,,,, ,0.65,, ,2.1,,,
12/03/1992 00:00,,105,24.3,,14,12,4,0.003,0.011,0.23,0.05,0.42,0.65,, ,2.1,8.983957219,,
20/03/1992 00:00,,,24.2,7.5,15,,,0.003,,,, ,0.32,, ,3,,,
20/03/1992 00:00,,94,24.2,7.5,15,6,4,0.003,0.007,0.01,0.06,0.31,0.32,, ,3,10.05347594,,
23/03/1992 00:00,,,23.8,7.4,14,,,0.003,,,, ,0.51,, ,3.2,,,
23/03/1992 00:00,,91,23.8,7.4,14,6,9,0.003,0.009,0.24,0.01,0.27,0.51,, ,3.2,8.556149733,,
31/03/1992 00:00,,,25.5,6.8,16,,,0.002,,,, ,0.63,, ,2.5,,,
31/03/1992 00:00,,99,25.5,6.8,16,5,3,0.002,0.006,0.32,0.01,0.31,0.63,, ,2.5,7.914438503,,
08/04/1992 00:00,,,21.8,7.6,14,,,0.002,,,, ,0.42,, ,2.3,,,
08/04/1992 00:00,,100,21.8,7.6,14,2,3,0.002,0.004,0.27,0.01,0.15,0.42,, ,2.3,7.058823529,,
16/04/1992 00:00,,,23.3,7.3,12,,,0.002,,,, ,0.4,, ,2.1,,,
16/04/1992 00:00,,106,23.3,7.3,12,,2,0.002,0.006,0.18,0.01,0.22,0.4,, ,2.1,7.272727273,,
24/04/1992 00:00,,,19.6,7.9,13,,,0.002,,,, ,0.3,, ,2.3,,,
24/04/1992 00:00,,,19.6,7.9,13,6,2,0.002,0.002,0.18,0.02,0.12,0.3,, ,2.3,7.700534759,,
27/04/1992 00:00,,,20,7.9,13,,,0.003,,,, ,0.35,, ,1.9,,,
27/04/1992 00:00,,107,20,7.9,13,1,2,0.003,0.006,0.16,0.01,0.19,0.35,, ,1.9,7.700534759,,
05/05/1992 00:00,,,18.9,7.9,13,,,0.002,,,, ,0.34,, ,1.6,,,
05/05/1992 00:00,,98,18.9,7.9,13,1,4,0.002,0.008,0.17,0.01,0.17,0.34,, ,1.6,8.128342246,,
13/05/1992 00:00,,,18.4,,12,,,0.002,,,, ,0.33,, ,1,,,
13/05/1992 00:00,,95,18.4,,12,1,3,0.002,0.006,0.13,0.01,0.2,0.33,, ,1,7.914438503,,
20/05/1992 00:00,,,17.6,6.9,18,,,0.002,,,, ,0.51,, ,1.8,,,
20/05/1992 00:00,,106,17.6,6.9,18,2,2,0.002,0.005,0.26,0.03,0.25,0.51,, ,1.8,8.128342246,,
27/05/1992 00:00,,,16.3,8.1,19,,,0.002,,,, ,0.52,, ,1.1,,,
27/05/1992 00:00,,99,16.3,8.1,19,1,2,0.002,0.005,0.32,0.01,0.2,0.52,, ,1.1,8.342245989,,
01/06/1992 00:00,,,15.6,7.6,22,,,0.002,,,, ,0.61,, ,0.7,,,
01/06/1992 00:00,,101,15.6,7.6,22,2,2,0.002,0.005,0.41,0.01,0.2,0.61,, ,0.7,7.914438503,,
09/06/1992 00:00,,,14.3,7.5,23,,,0.002,,,, ,0.66,, ,,,,
09/06/1992 00:00,,101,14.3,7.5,23,2,2,0.002,0.003,0.51,0.01,0.15,0.66,, ,,6.844919786,,
17/06/1992 00:00,,,12.8,7,25,,,0.002,,,, ,0.79,, ,1.4,,,
17/06/1992 00:00,,102,12.8,7,25,1,2,0.002,0.005,0.64,0.01,0.15,0.79,, ,1.4,9.197860963,,
25/06/1992 00:00,,,12.3,8.8,25,,,0.002,,,, ,0.84,, ,1.6,,,
25/06/1992 00:00,,105,12.3,8.8,25,1,2,0.002,0.006,0.69,0.02,0.15,0.84,, ,1.6,7.914438503,,
30/06/1992 00:00,,,13.2,8.4,24,,,0.002,,,, ,0.82,, ,0.4,,,
30/06/1992 00:00,,101,13.2,8.4,24,,2,0.002,0.006,0.67,0.01,0.15,0.82,, ,0.4,8.128342246,,
07/07/1992 00:00,,,,,,,,,,,, ,,, ,,,,
17/07/1992 00:00,,,,,,,,,,,, ,,, ,,,,
20/07/1992 00:00,,,,,,,,,,,, ,,, ,,,,
28/07/1992 00:00,,,,,,,,,,,, ,,, ,,,,
05/08/1992 00:00,,,,,,,,,,,, ,,, ,,,,
10/08/1992 00:00,,,,,,,,,,,, ,,, ,,,,
21/08/1992 00:00,,,,,,,,,,,, ,,, ,,,,
25/08/1992 00:00,,,,,,,,,,,, ,,, ,,,,
01/09/1992 00:00,,,,,,,,,,,, ,,, ,,,,
09/09/1992 00:00,,,,,,,,,,,, ,,, ,,,,
17/09/1992 00:00,,,,,,,,,,,, ,,, ,,,,
24/09/1992 00:00,,,,,,,,,,,, ,,, ,,,,
28/09/1992 00:00,,,,,,,,,,,, ,,, ,,,,
09/10/1992 00:00,,,,,,,,,,,, ,,, ,,,,
16/10/1992 00:00,,106,20.3,8,25,,2,0.003,0.025,,0.01,0.45,0.45,, ,2.5,3.636363636,,
16/10/1992 00:00,,,20.3,8,25,,,0.003,,,, ,0.68,, ,2.5,,,
20/10/1992 00:00,,,,,,,,,,,, ,,, ,,,,
27/10/1992 00:00,,,,,,,,,,,, ,,, ,,,,
04/11/1992 00:00,,110,22.5,8.2,23,,1,0.002,0.005,,0.08,0.19,0.19,, ,1.2,3.20855615,,
04/11/1992 00:00,,,22.5,8.2,23,,,0.002,,,, ,0.33,, ,1.2,,,
12/11/1992 00:00,,,,,,,,,,,, ,,, ,,,,
18/11/1992 00:00,,,,,,,,,,,, ,,, ,,,,
26/11/1992 00:00,,,,,,,,,,,, ,,, ,,,,
02/12/1992 00:00,,,,,,,,,,,, ,,, ,,,,
09/12/1992 00:00,,,,,,,,,,,, ,,, ,,,,
15/12/1992 00:00,,,,,,,,,,,, ,,, ,,,,
22/12/1992 00:00,,,,,,,,,,,, ,,, ,,,,
31/12/1992 00:00,,,,,,,,,,,, ,,, ,,,,
06/01/1993 00:00,,,,,,,,,,,, ,,, ,,,,
15/01/1993 00:00,,,,,,,,,,,, ,,, ,,,,
20/01/1993 00:00,,,,,,,,,,,, ,,, ,,,,
27/01/1993 00:00,,,,,,,,,,,, ,,, ,,,,
03/02/1993 00:00,,,,,,,,,,,, ,,, ,,,,
10/02/1993 00:00,,,,,,,,,,,, ,,, ,,,,
16/02/1993 00:00,,,,,,,,,,,, ,,, ,,,,
22/02/1993 00:00,,,25.2,8,27,,,0.002,,,, ,0.42,, ,2.3,,,
22/02/1993 00:00,,,25.2,8,27,2,4,0.002,0.007,0.07,0.03,0.35,0.42,, ,2.3,7.486631016,,
03/03/1993 00:00,,,,,,,,,,,, ,,, ,,,,
10/03/1993 00:00,,,,,,,,,,,, ,,, ,,,,
17/03/1993 00:00,,,,,,,,,,,, ,,, ,,,,
24/03/1993 00:00,,,,,,,,,,,, ,,, ,,,,
01/04/1993 00:00,,,,,,,,,,,, ,,, ,,,,
06/04/1993 00:00,,,,,,,,,,,, ,,, ,,,,
15/04/1993 00:00,,,,,,,,,,,, ,,, ,,,,
21/04/1993 00:00,,,,,,,,,,,, ,,, ,,,,
29/04/1993 00:00,,,,,,,,,,,, ,,, ,,,,
06/05/1993 00:00,,,,,,,,,,,, ,,, ,,,,
13/05/1993 00:00,,,,,,,,,,,, ,,, ,,,,
20/05/1993 00:00,,,,,,,,,,,, ,,, ,,,,
27/05/1993 00:00,,,16.4,7.9,34,,,0.002,,,, ,0.35,, ,1,,,
27/05/1993 00:00,,94,16.4,7.9,34,2,3,0.002,0.006,0.17,0.07,0.18,0.35,, ,1,6.417112299,,
02/06/1993 00:00,,,,,,,,,,,, ,,, ,,,,
07/06/1993 00:00,,,15.5,7.5,33,,,0.003,,,, ,0.39,, ,1.6,,,
07/06/1993 00:00,,98,15.5,7.5,33,1,2,0.003,0.006,0.19,0.02,0.2,0.39,, ,1.6,6.844919786,,
17/06/1993 00:00,,,,,,,,,,,, ,,, ,,,,
25/06/1993 00:00,,,,,,,,,,,, ,,, ,,,,
30/06/1993 00:00,,,,,,,,,,,, ,,, ,,,,
09/07/1993 00:00,,,,,,,,,,,, ,,, ,,,,
14/07/1993 00:00,,,,,,,,,,,, ,,, ,,,,
19/07/1993 00:00,,,,,,,,,,,, ,,, ,,,,
28/07/1993 00:00,,,,,,,,,,,, ,,, ,,,,
06/08/1993 00:00,,,,,,,,,,,, ,,, ,,,,
11/08/1993 00:00,,,,,,,,,,,, ,,, ,,,,
19/08/1993 00:00,,,14.8,7.9,28,,,0.005,,,, ,0.26,, ,0.8,,,
19/08/1993 00:00,,,14.8,7.9,28,,4,0.005,0.008,0.14,0.03,0.12,0.26,, ,0.8,6.417112299,,
20/08/1993 00:00,,,,,,,,,,,, ,,, ,,,,
26/08/1993 00:00,,,,,,,,,,,, ,,, ,,,,
31/08/1993 00:00,,,,,,,,,,,, ,,, ,,,,
09/09/1993 00:00,,,,,,,,,,,, ,,, ,,,,
16/09/1993 00:00,,,,,,,,,,,, ,,, ,,,,
20/09/1993 00:00,,,17.7,8.1,31,,,0.002,,,, ,0.44,, ,0.5,,,
20/09/1993 00:00,,,17.7,8.1,31,,4,0.002,0.008,0.22,0.03,0.22,0.44,, ,0.5,4.919786096,,
27/09/1993 00:00,,,,,,,,,,,, ,,, ,,,,
05/10/1993 00:00,,,,,,,,,,,, ,,, ,,,,
06/10/1993 00:00,,,20.3,8.1,33,,,0.002,,,, ,0.71,, ,1,,,
06/10/1993 00:00,,,20.3,8.1,33,,1,0.002,0.005,0.23,0.01,0.48,0.71,, ,1,3.85026738,,
11/10/1993 00:00,,,,,,,,,,,, ,,, ,,,,
20/10/1993 00:00,,,21.2,8,41,,,0.013,,,, ,0.7,, ,1.6,,,
20/10/1993 00:00,,,21.2,8,41,,2,0.013,0.02,0.3,0.05,0.4,0.7,, ,1.6,1.28342246,,
25/10/1993 00:00,,,,,,,,,,,, ,,, ,,,,
01/11/1993 00:00,,,,,,,,,,,, ,,, ,,,,
12/11/1993 00:00,,,,,,,,,,,, ,,, ,,,,
19/11/1993 00:00,,,,,,,,,,,, ,,, ,,,,
22/11/1993 00:00,,,,,,,,,,,, ,,, ,,,,
01/12/1993 00:00,,,,,,,,,,,, ,,, ,,,,
06/12/1993 00:00,,,,,,,,,,,, ,,, ,,,,
13/12/1993 00:00,,,,,,,,,,,, ,,, ,,,,
20/12/1993 00:00,,,,,,,,,,,, ,,, ,,,,
30/12/1993 00:00,,,,,,,,,,,, ,,, ,,,,
07/01/1994 00:00,,,,,,,,,,,, ,,, ,,,,
13/01/1994 00:00,,,,,,,,,,,, ,,, ,,,,
21/01/1994 00:00,,,,,,,,,,,, ,,, ,,,,
27/01/1994 00:00,,,,,,,,,,,, ,,, ,,,,
03/02/1994 00:00,,,26,8.6,30,,,0.006,,,, ,0.28,, ,12,,,
03/02/1994 00:00,,,26,8.6,30,7,3,0.006,0.013,0.01,0.01,0.27,0.28,, ,12,1.497326203,,
08/02/1994 00:00,,,,,,,,,,,, ,,, ,,,,
14/02/1994 00:00,,,,,,,,,,,, ,,, ,,,,
22/02/1994 00:00,,,25.2,8,21,,,0.004,,,, ,0.22,, ,3.8,,,
22/02/1994 00:00,,,25.2,8,21,2,2,0.004,0.008,0.01,0.01,0.21,0.22,, ,3.8,5.347593583,,
23/02/1994 00:00,,,,,,,,,,,, ,,, ,,,,
04/03/1994 00:00,,,,,,,,,,,, ,,, ,,,,
08/03/1994 00:00,,,,,,,,,,,, ,,, ,,,,
24/03/1994 00:00,,,,,,,,,,,, ,,, ,,,,
28/03/1994 00:00,,,,,,,,,,,, ,,, ,,,,
04/04/1994 00:00,,,,,,,,,,,, ,,, ,,,,
07/04/1994 00:00,,,,,,,,,,,, ,,, ,,,,
11/04/1994 00:00,,,,,,,,,,,, ,,, ,,,,
21/04/1994 00:00,,,,,,,,,,,, ,,, ,,,,
28/04/1994 00:00,,,,,,,,,,,, ,,, ,,,,
04/05/1994 00:00,,,19.4,7.5,24,,,0.01,,,, ,0.23,, ,4.8,,,
04/05/1994 00:00,,,19.4,7.5,24,3,3,0.01,0.01,0.01,0.01,0.22,0.23,, ,4.8,4.278074866,,
12/05/1994 00:00,,,,,,,,,,,, ,,, ,,,,
17/05/1994 00:00,,,,,,,,,,,, ,,, ,,,,
27/05/1994 00:00,,,,,,,,,,,, ,,, ,,,,
02/06/1994 00:00,,,,,,,,,,,, ,,, ,,,,
10/06/1994 00:00,,,,,,,,,,,, ,,, ,,,,
13/06/1994 00:00,,,,,,,,,,,, ,,, ,,,,
14/06/1994 00:00,,,14.4,7,33,,,0.002,,,, ,0.22,, ,2.5,,,
14/06/1994 00:00,,,14.4,7,33,4,2,0.002,0.01,0.04,0.01,0.18,0.22,, ,2.5,4.705882353,,
22/06/1994 00:00,,,,,,,,,,,, ,,, ,,,,
27/06/1994 00:00,,,,,,,,,,,, ,,, ,,,,
08/07/1994 00:00,,,,,,,,,,,, ,,, ,,,,
13/07/1994 00:00,,,,,,,,,,,, ,,, ,,,,
19/07/1994 00:00,,,,,,,,,,,, ,,, ,,,,
26/07/1994 00:00,,,,,,,,,,,, ,,, ,,,,
02/08/1994 00:00,,,,,,,,,,,, ,,, ,,,,
09/08/1994 00:00,,,,,,,,,,,, ,,, ,,,,
16/08/1994 00:00,,,,,,,,,,,, ,,, ,,,,
24/08/1994 00:00,,,14.6,7.91,28.9,,,0.005,,,, ,0.28,, ,0.9,,,
24/08/1994 00:00,,,14.6,7.91,28.9,4,2.1,0.005,0.005,0.01,0.01,0.27,0.28,, ,0.9,2.909090909,,
31/08/1994 00:00,,,15.9,8.21,28.1,,,0.003,,,, ,0.2,, ,3,,,
31/08/1994 00:00,,,15.9,8.21,28.1,2,1,0.003,0.006,0.01,0.01,0.19,0.2,, ,3,2.459893048,,
06/09/1994 00:00,,,,,,,,,,,, ,,, ,,,,
13/09/1994 00:00,,,,,,,,,,,, ,,, ,,,,
20/09/1994 00:00,,,16.4,8.1,26,,,0.003,,,, ,0.27,, ,4.6,,,
20/09/1994 00:00,,,16.4,8.1,26,5,4,0.003,0.011,0.01,0.01,0.26,0.27,, ,4.6,1.304812834,,
27/09/1994 00:00,,,16.7,8,31,,,0.004,,,, ,0.22,, ,3.3,,,
27/09/1994 00:00,,,16.7,8,31,4,3,0.004,0.01,0.01,0.01,0.21,0.22,, ,3.3,1.347593583,,
04/10/1994 00:00,,,18.4,7.8,29,,,0.004,,,, ,0.23,, ,1.6,,,
04/10/1994 00:00,,,18.4,7.8,29,2,2,0.004,0.008,0.01,0.01,0.22,0.23,, ,1.6,1.43315508,,
11/10/1994 00:00,,,18.7,7.8,31,,,0.004,,,, ,0.83,, ,2.7,,,
11/10/1994 00:00,,,18.7,7.8,31,2,3,0.004,0.017,0.01,0.01,0.82,0.83,, ,2.7,1.796791444,,
18/10/1994 00:00,,,20.9,8.1,30,,,0.002,,,, ,0.19,, ,0.5,,,
18/10/1994 00:00,,,20.9,8.1,30,2,2,0.002,0.007,0.01,0.01, ,0.19,, ,0.5,2.117647059,,
25/10/1994 00:00,,,19.2,7.9,32,,,0.005,,,, ,0.27,, ,0.5,,,
25/10/1994 00:00,,,19.2,7.9,32,2,2,0.005,0.006,0.01,0.01, ,0.27,, ,0.5,2.395721925,,
01/11/1994 00:00,,,21.9,8.2,30,,,0.002,,,, ,0.2,, ,0.5,,,
01/11/1994 00:00,,,21.9,8.2,30,2,2,0.002,0.01,0.01,0.01, ,0.2,, ,0.5,2.780748663,,
08/11/1994 00:00,,,19.1,8.1,30,,,0.002,,,, ,0.32,, ,0.7,,,
08/11/1994 00:00,,,19.1,8.1,30,2,3,0.002,0.008,0.01,0.01, ,0.32,, ,0.7,2.994652406,,
15/11/1994 00:00,,,23.4,8.3,27,,,0.004,,,, ,0.19,, ,0.2,,,
15/11/1994 00:00,,,23.4,8.3,27,2,1,0.004,0.006,0.01,0.01, ,0.19,, ,0.2,3.165775401,,
22/11/1994 00:00,,,23,8.1,30,,,0.004,,,, ,0.23,, ,1,,,
22/11/1994 00:00,,,23,8.1,30,2,1,0.004,0.006,0.01,0.01, ,0.23,, ,1,3.828877005,,
29/11/1994 00:00,,,25,8.1,28,,,0.004,,,, ,0.37,, ,0.7,,,
29/11/1994 00:00,,,25,8.1,28,2,2,0.004,0.011,0.02,0.02, ,0.37,, ,0.7,2.759358289,,
06/12/1994 00:00,,,24.2,8.2,22,,,0.002,,,, ,0.24,, ,0.7,,,
06/12/1994 00:00,,,24.2,8.2,22,2,2,0.002,0.004,0.01,0.01, ,0.24,, ,0.7,4.49197861,,
13/12/1994 00:00,,,26.8,8.1,25,,,0.003,,,, ,0.29,, ,0.7,,,
13/12/1994 00:00,,,26.8,8.1,25,2,2,0.003,0.008,0.01,0.02, ,0.29,, ,0.7,4.64171123,,
22/12/1994 00:00,,,28.7,8.6,25,,,0.006,,,, ,0.49,, ,1.2,,,
22/12/1994 00:00,,,28.7,8.6,25,2,1,0.006,0.011,0.01,0.02, ,0.49,, ,1.2,4.983957219,,
03/01/1995 00:00,,,24.1,7.9,25,,,0.008,,,, ,0.35,, ,2.9,,,
03/01/1995 00:00,,,24.1,7.9,25,2,3,0.008,0.014,0.01,0.01, ,0.35,, ,2.9,5.946524064,,
10/01/1995 00:00,,,23.7,7.5,24,,,0.003,,,, ,0.28,, ,2.3,,,
10/01/1995 00:00,,,23.7,7.5,24,2,2,0.003,0.005,0.01,0.01, ,0.28,, ,2.3,6.010695187,,
17/01/1995 00:00,,,26.5,8.6,23,,,0.003,,,, ,0.24,, ,1.4,,,
17/01/1995 00:00,,,26.5,8.6,23,2,2,0.004,0.003,0.01,0.01, ,0.24,, ,1.4,5.582887701,,
24/01/1995 00:00,,,22.5,7.2,16,,,0.005,,,, ,0.29,, ,2.3,,,
24/01/1995 00:00,,,22.5,7.2,16,2,6,0.005,0.01,0.02,0.01, ,0.29,, ,2.3,6.695187166,,
31/01/1995 00:00,,,24.9,8,17,,,0.005,,,, ,0.24,, ,2.5,,,
31/01/1995 00:00,,,24.9,8,17,2,2,0.005,0.009,0.01,0.02, ,0.24,, ,2.5,6.374331551,,
07/02/1995 00:00,,,24.2,7.9,16,,,0.002,,,, ,0.5,, ,1,,,
