Date_Time,DO_mg/L,DOsat,Temp _DegC,pH,Cond_uS/cm,TSS_mg/L,Turbidity_ntu,FP_mg/L,TP_mg/L,NH_mg/L,NOx_mg/L,TKN_mg/L,TN_mg/L,TOC_mg/L,DOC_mg/L,Chla_mg/m3,SiO2_mg/L,ENT_cfu/100mL,FC_cfu/100mL
25/08/1998,,,,,,10,,0.006,0.02,0.04,0.29,,0.48,, ,1.1,2.53,20,66
27/08/1998,,,,,,6,,0.005,0.022,0.04,0.29,,0.54,, ,1.5,1.41,20,46
03/09/1998,,,,,,5,,0.002,0.011,0.05,0.38,,0.55,, ,1.4,2.66,10,19
08/09/1998,,,,,,4,,0.004,0.017,0.05,0.4,,0.75,, ,,2.66,19,26
08/09/1998,,,,,,,,,,,,,,, ,,,,
23/09/1998,,,,,,3,,0.004,0.014,0.02,0.36,,0.53,, ,6.4,2.15,8,12
23/09/1998,,,,,,,,,,,,,,, ,,,,
24/09/1998,,,,,,4,,0.004,0.013,0.02,0.41,,0.61,, ,6.4,2.14,9,15
24/09/1998,,,,,,,,,,,,,,, ,,,,
02/10/1998,,,,,,2,,0.003,0.019,0.01,0.32,,0.54,, ,8.2,2.25,32,19
02/10/1998,,,,,,,,,,,,,,, ,,,,
06/10/1998,,,,,,3,,0.005,0.017,0.005,0.35,,0.58,, ,14.8,2.02,12,10
06/10/1998,,,,,,,,,,,,,,, ,,,,
12/10/1998,,,,,,2,,0.007,0.03,0.02,0.81,,0.96,, ,15.4,2.07,13,16
12/10/1998,,,,,,2,,0.007,0.03,0.02,0.79,,0.95,, ,14.5,2.08,8,17
12/10/1998,,,,,,,,,,,,,,, ,,,,
22/10/1998,,,,,,2,,0.019,0.064,0.03,1.82,,2.33,, ,29.6,2.38,17,7
22/10/1998,,,,,,,,,,,,,,, ,,,,
27/10/1998,,,,,,4,,0.007,0.028,0.02,0.65,,1.07,, ,43.7,1.6,60,29
27/10/1998,,,,,,,,,,,,,,, ,,,,
05/11/1998,,,,,,3,,0.005,0.023,0.01,1.5,,1.88,, ,22.3,1.65,4,9
05/11/1998,,,,,,,,,,,,,,, ,,,,
11/11/1998,,,,,,1,,0.005,0.023,0.1,1.78,,2.04,, ,12.8,1.7,5,10
11/11/1998,,,,,,,,,,,,,,, ,,,,
17/11/1998,,,,,,3,,0.012,0.024,0.005,0.46,,1.1,, ,14.1,1.37,40,61
17/11/1998,,,,,,3,,0.015,0.024,0.005,0.46,,1.05,, ,13.6,1.36,43,63
17/11/1998,,,,,,,,,,,,,,, ,,,,
23/11/1998,,,,,,1,,0.007,0.022,0.02,1.16,,1.45,, ,12.2,1.47,17,28
23/11/1998,,,,,,,,,,,,,,, ,,,,
03/12/1998,,,,,,3,,0.006,0.024,0.03,1.61,,2,, ,12,1.03,43,16
03/12/1998,,,,,,,,,,,,,,, ,,,,
11/12/1998,,,,,,3,,0.004,0.021,0.005,1.012,,1.368,, ,13.2,0.74,240,500
11/12/1998,,,,,,,,,,,,,,, ,,,,
17/12/1998,,,,,,4,,0.006,0.032,0.01,1.49,,1.94,, ,28.7,0.62,170,150
17/12/1998,,,,,,,,,,,,,,, ,,,,
22/12/1998,,,,,,6,,0.008,0.034,0.01,2.3,,2.77,, ,33,0.62,74,220
22/12/1998,,,,,,,,,,,,,,, ,,,,
30/12/1998,,,,,,6,,0.008,0.029,0.02,2.36,,3.01,, ,30.5,0.05,61,18
30/12/1998,,,,,,,,,,,,,,, ,,,,
05/01/1999,,,,,,1,,0.007,0.017,0.01,2.21,,3.33,, ,17,0.05,57,38
05/01/1999,,,,,,,,,,,,,,, ,,,,
12/01/1999,,,,,,5,,0.008,0.023,0.005,2.31,,2.86,, ,27.7,0.14,84,41
12/01/1999,,,,,,,,,,,,,,, ,,,,
22/01/1999,,,,,,3,,0.006,0.025,0.07,2.4,,2.6,, ,24.3,0.52,120,37
22/01/1999,,,,,,,,,,,,,,, ,,,,
28/01/1999,,,,,,2,,0.005,0.021,0.03,3.6,,4.09,, ,16.9,0.49,56,28
28/01/1999,,,,,,1,,0.005,0.021,0.03,3.6,,3.94,, ,17.1,0.49,52,14
28/01/1999,,,,,,,,,,,,,,, ,,,,
02/02/1999,,,,,,1,,0.005,0.022,0.08,1.9,,3.31,, ,20,0.49,64,35
02/02/1999,,,,,,,,,,,,,,, ,,,,
09/02/1999,,,,,,4,,0.008,0.023,0.08,1.59,,2.19,, ,19.9,1.73,110,60
09/02/1999,,,,,,,,,,,,,,, ,,,,
15/02/1999,,,,,,2,,0.004,0.016,0.02,0.17,,0.47,, ,10.6,1.6,78,54
15/02/1999,,,,,,,,,,,,,,, ,,,,
22/02/1999,,,,,,2,,0.005,0.015,0.005,0.76,,1.08,, ,16.1,1.7,72,46
22/02/1999,,,,,,3,,0.006,0.016,0.005,0.75,,1.02,, ,11.4,1.71,94,28
22/02/1999,,,,,,,,,,,,,,, ,,,,
02/03/1999,,,,,,3,1.75,0.005,0.018,0.03,1.68,,2.14,, ,13.6,1.83,34,12
02/03/1999,,,,,,,,,,,,,,, ,,,,
09/03/1999,,,,,,3,,0.006,0.018,0.02,1.17,,1.62,, ,12.9,1.94,25,68
09/03/1999,,,,,,,,,,,,,,, ,,,,
17/03/1999,,,,,,4,,0.005,0.017,0.01,0.94,,1.26,, ,14.8,1.6,25,19
17/03/1999,,,,,,,,,,,,,,, ,,,,
24/03/1999,,,,,,3,,0.005,0.019,0.07,1.19,,1.56,, ,15,1.47,42,60
24/03/1999,,,,,,,,,,,,,,, ,,,,
31/03/1999,,,,,,1,,0.009,0.021,0.04,2.4,,3.15,, ,20.9,1.15,22,40
31/03/1999,,,,,,4,,0.008,0.023,0.04,2.3,,3.18,, ,19.9,1.12,18,28
31/03/1999,,,,,,,,,,,,,,, ,,,,
06/04/1999,,,,,,3,,0.004,0.018,0.04,3.4,,3.95,, ,23,1.58,38,37
06/04/1999,,,,,,,,,,,,,,, ,,,,
13/04/1999,,,,,,3,,0.007,0.018,0.02,2.5,,2.93,, ,18.9,1.4,12,23
13/04/1999,,,,,,,,,,,,,,, ,,,,
22/04/1999,,,,,,2,,0.005,0.019,0.01,1.9,,2.4,, ,14.4,1.73,25,48
22/04/1999,,,,,,,,,,,,,,, ,,,,
27/04/1999,,,,,,3,,0.004,0.015,0.01,0.46,,0.67,, ,7.8,0.97,9,37
28/04/1999,,,,,,,,,,,,,,, ,,,,
04/05/1999,,,,,,2,,0.002,0.011,0.01,0.3,,0.56,, ,4.5,0.98,12,50
12/05/1999,,,,,,1,,0.004,0.01,0.02,0.38,,0.74,, ,2.2,1.06,49,86
12/05/1999,,,,,,1,,0.003,0.008,0.02,0.37,,0.69,, ,2.2,1.05,53,80
18/05/1999,,,,,,3,,0.004,0.007,0.01,0.23,,0.42,, ,2.6,1.32,45,47
25/05/1999,,,,,,2,,0.003,0.01,0.02,0.4,,0.55,, ,3.3,1.28,140,160
02/06/1999,,,,,,3,,0.005,0.011,0.01,1,,1.17,, ,6.3,1.53,21,43
02/06/1999,,,,,,,,,,,,,,, ,,,,
09/06/1999,,,,,,2,3.9,0.004,0.013,0.005,1.74,,1.91,, ,10.7,1.76,42,36
09/06/1999,,,,,,,,,,,,,,, ,,,,
15/06/1999,,,,,,2,,0.002,0.014,0.005,2.5,,2.66,, ,8.4,2.23,30,88
15/06/1999,,,,,,,,,,,,,,, ,,,,
22/06/1999,,,,,,2,,0.003,0.013,0.005,1.84,,2.22,, ,9,2.16,42,47
22/06/1999,,,,,,,,,,,,,,, ,,,,
29/06/1999,,,,,,2,,0.005,0.017,0.02,2.5,,2.6,, ,8.4,2.2,29,43
29/06/1999,,,,,,,,,,,,,,, ,,,,
09/07/1999,,,,,,4,,0.004,0.019,0.005,1.19,,1.33,, ,9.6,1.67,46,73
09/07/1999,,,,,,,,,,,,,,, ,,,,
14/07/1999,,,,,,84,,0.038,0.118,0.1,0.41,,0.99,, ,8,2.28,4400,31000
14/07/1999,,,,,,,,,,,,,,, ,,,,
15/07/1999,,,,,,,,,0.16,0.083,0.67,,1.4,, ,,,10000,13000
15/07/1999,,103.3,12.3,7.35,27.3,,115,,0.16,0.084,0.64,,1.4,, ,,,13000,13000
20/07/1999,,,,,,14,,0.036,0.05,0.08,0.56,,1.18,, ,2,3.33,10,270
27/07/1999,,,,,,6,,0.012,0.031,0.22,0.9,,1.39,, ,3.7,3.4,18,68
27/07/1999,,,,,,5,,0.012,0.029,0.22,0.88,,1.41,, ,3.2,3.4,6,42
03/08/1999,,,,,,7,,0.009,0.019,0.04,1.5,,1.99,, ,8.5,3.28,11,11
03/08/1999,,,,,,,,,,,,,,, ,,,,
10/08/1999,10.69,,,,,5,,0.008,0.022,0.01,2.5,,2.62,, ,16.2,2.86,18,13
10/08/1999,,,,,,,,,,,,,,, ,,,,
17/08/1999,9.22,,,6.98,,5,,0.009,0.027,0.02,4.4,,6.5,, ,38.8,3,19,33
17/08/1999,,,,,,6,,0.009,0.028,0.02,4.4,,6.15,, ,39.7,3.1,19,26
17/08/1999,,,,,,,,,,,,,,, ,,,,
26/08/1999,,,,,,7,,0.006,0.028,0.01,1.81,,2.48,, ,26.6,1.9,10,24
26/08/1999,,,,,,,,,,,,,,, ,,,,
31/08/1999,,,,,,3,,0.006,0.019,0.005,2.75,,3.02,, ,20,1.98,41,20
31/08/1999,,,,,,,,,,,,,,, ,,,,
07/09/1999,,,,7.23,,4,,0.007,0.019,0.005,3.4,,4.05,, ,13.2,1.91,9,29
07/09/1999,,,,,,,,,,,,,,, ,,,,
13/09/1999,,,,,,4,,0.006,0.018,0.02,2.2,,2.75,, ,9.3,1.38,16,35
13/09/1999,,,,,,,,,,,,,,, ,,,,
21/09/1999,,,,,,3,,0.007,0.018,0.005,4.7,,4.96,, ,12.3,1.49,26,25
21/09/1999,,,,,,,,,,,,,,, ,,,,
27/09/1999,,,,,,3,,0.005,0.017,0.01,1.29,,1.61,, ,17.1,0.43,200,280
27/09/1999,,,,,,,,,,,,,,, ,,,,
06/10/1999,,,,,,3,2.3,0.007,0.024,0.005,1.83,,2.54,, ,14.5,0.94,76,150
06/10/1999,,,,,,,,,,,,,,, ,,,,
11/10/1999,,,,,,1,,0.007,0.016,0.01,1.41,,1.89,, ,7.9,0.88,27,26
11/10/1999,,,,,,,,,,,,,,, ,,,,
20/10/1999,,,,,,3,,0.005,0.017,0.005,2.6,,3.46,, ,8.3,1.45,100,310
20/10/1999,,,,,,,,,,,,,,, ,,,,
25/10/1999,,,,,,,,,0.092,0.02,0.21,,0.61,, ,4.4,,2300,1400
25/10/1999,,78.4,17.3,7.42,9.69,,52,,0.083,0.022,0.2,,0.59,, ,4.6,,2600,1100
26/10/1999,,,,,,17,,0.006,0.03,0.03,0.22,,0.59,, ,4.5,2.02,490,860
02/11/1999,,,,,,8,,0.022,0.052,0.03,0.31,,0.66,, ,5.6,2.14,140,160
02/11/1999,,,,,,9,,0.022,0.053,0.03,0.32,,0.67,, ,5.8,2.1,130,150
02/11/1999,,,,,,,,,,,,,,, ,,,,
08/11/1999,,,,,,7,,0.009,0.035,0.03,0.45,,1.06,, ,15.2,2.87,42,56
08/11/1999,,,,,,,,,,,,,,, ,,,,
18/11/1999,,,,,,3,,0.007,0.018,0.01,0.46,,0.76,, ,6.6,2.68,58,46
18/11/1999,,,,,,,,,,,,,,, ,,,,
23/11/1999,,,,,,2,,0.0066,0.0183,0.01,0.49,,0.75,, ,6.8,2.38,27,63
23/11/1999,,,,,,,,,,,,,,, ,,,,
01/12/1999,,,,,,2,,0.006,0.017,0.005,0.63,,0.88,, ,5,2.04,37,40
01/12/1999,,,,,,,,,,,,,,, ,,,,
06/12/1999,,,,,,5,,0.005,0.016,0.005,0.7,,0.92,, ,5.7,2.03,26,59
06/12/1999,,,,,,,,,,,,,,, ,,,,
13/12/1999,,,,,,4,,0.01,0.024,0.02,2.1,,2.82,, ,13.2,2.12,43,96
13/12/1999,,,,,,,,,,,,,,, ,,,,
20/12/1999,,,,,,5,,0.006,0.024,0.01,1.3,,1.67,, ,23.2,1.74,23,22
20/12/1999,,,,,,5,,0.007,0.025,0.01,1.33,,1.65,, ,23.1,1.66,14,29
20/12/1999,,,,,,,,,,,,,,, ,,,,
29/12/1999,,,,,,6,,0.006,0.03,0.03,0.32,,0.76,, ,8.6,1.86,220,380
29/12/1999,,,,,,,,,,,,,,, ,,,,
05/01/2000,,,,,,4,,0.002,0.011,0.01,0.14,,0.44,, ,6.1,1.55,38,45
05/01/2000,,,,,,,,,,,,,,, ,,,,
11/01/2000,,,,,,2,,0.0082,0.0245,0.01,0.55,,0.78,, ,12,1.5,24,50
17/01/2000,,,,,,2,,0.01,0.018,0.01,1.04,,1.46,, ,10.1,1.33,74,110
27/01/2000,,,,,,3,,0.005,0.013,0.01,1.91,,2.38,, ,12.8,1.14,61,100
27/01/2000,,,,,,3,,0.003,0.015,0.01,1.9,,2.42,, ,13,1.1,39,48
02/02/2000,,,,,,2,,0.007,0.02,0.01,3.8,,5,, ,14.6,0.68,30,68
02/02/2000,,,,,,,,,,,,,,, ,,,,
10/02/2000,,,,,,,,,,,,,,, ,,,,
10/02/2000,,,,,,5,,,,,,,,, ,14.4,0.61,,
10/02/2000,,,,,,,,,,,,,,, ,,,,
16/02/2000,,,,,,6,,0.005,0.02,0.07,2,,3.2,, ,14.1,0.37,46,65
16/02/2000,,,,,,6,,0.004,0.017,0.06,2,,3.02,, ,13.7,0.38,46,60
16/02/2000,,,,,,,,,,,,,,, ,,,,
22/02/2000,,,,,,4,,0.015,0.018,0.01,3.1,,3.61,, ,16.4,0.13,68,44
22/02/2000,,,,,,,,,,,,,,, ,,,,
01/03/2000,,,,,,3,,0.005,0.019,0.01,2.5,,3.81,, ,14.6,0.05,75,54
01/03/2000,,,,,,,,,,,,,,, ,,,,
07/03/2000,6,71.1,23.48,7.5,713,4,3.87,0.001,0.019,0.09,2.5,,3.75,, ,15.2,0.29,100,62
07/03/2000,,,,,,,,,,,,,,, ,,,,
09/03/2000,,85,23,7.52,76.8,,5.76,,0.026,0.071,5.1,,5.6,, ,,,120,1300
09/03/2000,,,,,,,,,0.025,0.075,5,,5.6,, ,,,90,900
15/03/2000,9.2,109.1,23.63,7.74,408,2,8.91,0.026,0.045,0.01,0.09,,0.6,, ,19.59,1.65,130,120
15/03/2000,,,,,,,,,,,,,,, ,,,,
23/03/2000,7.63,88.2,22.1,7.33,413,22,52.7,,,,,,,, ,6.5,3.76,,
23/03/2000,,,,,,,,,,,,,,, ,,,,
29/03/2000,9.6,113.7,23.52,8.11,412,5,8.49,0.019,0.044,0.02,0.12,,0.73,, ,22.8,2.06,66,154
29/03/2000,,,,,,,,,,,,,,, ,,,,
04/04/2000,7.64,87.6,22.2,7.32,386,4,4.32,,,,,,,, ,11.1,2.35,,
04/04/2000,,,,,,,,,,,,,,, ,,,,
11/04/2000,8.4,94.2,20.55,7.31,292,3,4.61,0.012,0.025,0.02,0.45,,0.88,, ,10.7,2.72,34,42
11/04/2000,,,,,,4,,0.011,0.024,0.03,0.46,,0.89,, ,9.8,2.72,36,59
11/04/2000,,,,,,,,,,,,,,, ,,,,
18/04/2000,7.1,81.6,21.4,7.47,257,3,4.6,0.011,0.025,0.02,0.6,,0.94,, ,7.2,2.85,36,41
26/04/2000,7.98,84.2,18.4,7.17,352,3,4.06,0.012,0.016,0.03,1.13,,1.32,, ,3.8,2.6,19,31
03/05/2000,8,90.7,18.88,7.3,278,1,2.6,0.01,0.02,0.01,1.05,,1.25,, ,9.2,2.41,70,290
03/05/2000,8,90.7,18.88,7.3,278,1,2.6,0.01,0.019,0.01,1.05,,1.24,, ,9.2,2.31,110,230
03/05/2000,,,,,,,,,,,,,,, ,,,,
10/05/2000,8.97,94,17.9,7.23,361,6,10.2,,,,,,,, ,5.8,2.41,,
10/05/2000,,,,,,,,,,,,,,, ,,,,
17/05/2000,9.2,94.2,16.45,7.62,280,3,3.68,0.008,0.016,0.02,1.38,,1.81,, ,5.5,2.16,8,28
17/05/2000,,,,,,,,,,,,,,, ,,,,
24/05/2000,10.3,103.9,15.59,7.64,250,1,2.87,0.007,0.013,0.01,1.01,,1.17,, ,4.2,1.68,5,20
30/05/2000,9.8,94.2,13.2,7.79,222,3,3.76,0.007,0.014,0.01,1.38,,1.63,, ,5.2,1.68,29,25
30/05/2000,,,,,,,,,,,,,,, ,,,,
06/06/2000,13.51,125.1,11.7,7.44,415,1,2.54,0.01,0.019,0.005,2.6,,3.16,, ,3.9,2.08,5,8
14/06/2000,9.9,91.5,11.57,7.5,337,1,1.89,0.007,0.013,0.01,2.1,,2.54,, ,2.5,1.71,20,25
14/06/2000,9.9,91.5,11.57,7.5,337,1,2.15,0.006,0.012,0.01,2.1,,2.48,, ,2.9,1.61,30,29
21/06/2000,10.37,98.9,13.3,7.5,395,4,1.96,,,,,,,, ,3.8,1.98,,
27/06/2000,9.8,89.3,10.89,7.56,435,2,2.72,0.032,0.041,0.01,2.6,,3.46,, ,2,1.97,6,19
03/07/2000,10.46,98.4,12.9,7.4,514,2,3.3,,,,,,,, ,7.1,2.09,,
03/07/2000,,,,,,,,,,,,,,, ,,,,
11/07/2000,11.1,103.2,11.7,7.6,474,3,3.29,0.014,0.034,0.01,1.54,,1.75,, ,17.1,1.48,16,8
11/07/2000,,,,,,,,,,,,,,, ,,,,
18/07/2000,12.2,,11.4,8.08,571,3,2.92,0.051,0.093,0.005,1.52,,2.3,, ,43.2,1.68,12,2
18/07/2000,,,,,,,,,,,,,,, ,,,,
25/07/2000,14.8,141.4,13.1,8.82,640,2,3.2,0.031,0.072,0.01,2.5,,3.9,, ,58.25,1.35,0,0
25/07/2000,,,,,,,,,,,,,,, ,,,,
01/08/2000,13.68,123.5,10.9,7.68,662,5,2.96,0.015,0.062,0.1,3.55,,4.4,, ,21.8,1.43,2,4
01/08/2000,13.68,123.5,10.9,7.68,662,5,2.96,0.015,0.061,0.1,3.55,,4.23,, ,20.8,1.43,2,2
01/08/2000,,,,,,,,,,,,,,, ,,,,
08/08/2000,12.1,116.7,13.5,8.34,720,,3.73,,,,,,,, ,18.8,1.78,,
08/08/2000,,,,,,,,,,,,,,, ,,,,
15/08/2000,10.94,102.3,12,8.12,632,3,2.62,0.008,0.023,0.02,2.1,,2.91,, ,12.9,1.24,6,19
15/08/2000,,,,,,,,,,,,,,, ,,,,
22/08/2000,11.5,110.5,13.3,7.78,584,1,2.81,0.007,0.02,0.01,1.52,,1.99,, ,5.49,0.92,1,19
22/08/2000,,,,,,,,,,,,,,, ,,,,
29/08/2000,10.88,106.1,13.6,8.23,603,1,2.11,0.008,0.045,0.01,2.4,,2.58,, ,7.6,1.19,2,5
29/08/2000,,,,,,,,,,,,,,, ,,,,
07/09/2000,11.64,116,13.7,7.97,651,3,2.21,,,,,,,, ,16.1,1.42,,
07/09/2000,,,,,,,,,,,,,,, ,,,,
12/09/2000,11.2,103.1,14.4,7.9,678,3,3.32,0.007,0.021,0.01,2.8,,3.65,, ,11.82,1.56,6,5
12/09/2000,,,,,,,,,,,,,,, ,,,,
19/09/2000,10.9,117.1,18.4,8.1,664,5,3.6,0.008,0.021,0.01,3.15,,3.35,, ,11.3,1.36,10,13
19/09/2000,10.9,117.1,18.4,8.1,664,5,3.6,0.01,0.02,0.01,3.15,,3.26,, ,10.1,1.34,5,13
19/09/2000,,,,,,,,,,,,,,, ,,,,
26/09/2000,10.1,108.5,18.5,8.5,669,2,3.3,0.006,0.016,0.01,2.4,,3,, ,14.11,1.43,22,15
26/09/2000,,,,,,,,,,,,,,, ,,,,
04/10/2000,16.8,184,20.5,7.9,674,1,2.4,0.005,0.015,0.005,3.1,,3.39,, ,5.4,1.52,8,16
04/10/2000,,,,,,,,,,,,,,, ,,,,
10/10/2000,10,112.2,20.6,8.1,735,1,1.8,0.006,0.016,0.03,2.9,,3.56,, ,5.7,1.63,13,11
10/10/2000,,,,,,,,,,,,,,, ,,,,
19/10/2000,8.1,88.8,19.2,7.4,686,1,3,,,,,,,, ,2.6,1.06,,
23/10/2000,8.9,101.1,21.38,7.92,525,1,1.7,0.006,0.012,0.1,0.83,,1.09,, ,3.17,0.78,30,14
31/10/2000,8.2,91.3,20.1,7.7,617,1,1.7,0.009,0.013,0.05,2.9,,3.64,, ,3.3,1.3,2,2
06/11/2000,8.5,98.1,21.9,7.8,496,1,1.7,,,,,,,, ,2.6,0.8,,
06/11/2000,8.5,98.1,21.9,7.8,496,1,1.7,0.006,0.012,0.02,1.66,,1.87,, ,2.64,0.73,45,38
16/11/2000,7.9,86.7,19.4,7.5,461,13,25.3,0.029,0.059,0.04,0.29,,0.64,, ,2.63,1.67,1700,2900
22/11/2000,7.5,85,20.7,7.9,574,7,12.6,0.022,0.037,0.09,0.63,,1.1,, ,8.7,2.49,60,61
22/11/2000,,,,,,,,,,,,,,, ,,,,
30/11/2000,8.5,105.4,26,7.9,357,3,3.1,0.009,0.03,0.02,0.7,,1.09,, ,24.7,3.14,18,32
30/11/2000,,,,,,,,,,,,,,, ,,,,
06/12/2000,8.6,112.1,28.5,7.8,362,3,4.4,,,,,,,, ,15.93,3.33,,
06/12/2000,,,,,,,,,,,,,,, ,,,,
12/12/2000,8.4,106.2,26.5,8,449,3,3.4,0.012,0.025,0.005,1.25,,1.72,, ,8.8,2.82,54,130
12/12/2000,,,,,,,,,,,,,,, ,,,,
20/12/2000,8.1,104.3,28.4,7.6,482,1,2.4,0.008,0.015,0.01,1.9,,2.35,, ,4.05,2.63,28,130
28/12/2000,8.7,119.5,26.7,8.3,608,2,2.6,0.014,0.026,0.005,3.5,,4.59,, ,12.7,2.25,66,60
28/12/2000,8.7,119.5,26.7,8.3,608,3,2.6,0.014,0.026,0.005,3.5,,4.48,, ,12.7,2.32,89,53
28/12/2000,,,,,,,,,,,,,,, ,,,,
04/01/2001,8.7,109.2,26.5,7.69,665,2,2.7,0.01,0.02,0.005,3.5,,4.43,, ,7.47,1.69,32,36
04/01/2001,,,,,,,,,,,,,,, ,,,,
11/01/2001,8.6,106.4,26.1,7.9,664,2,3.3,,,,,,,, ,8.76,1.12,,
11/01/2001,,,,,,,,,,,,,,, ,,,,
17/01/2001,8.6,105.5,25.2,7.7,710,3,3.1,0.009,0.019,0.01,3,,3.85,, ,13.12,0.89,150,300
17/01/2001,,,,,,,,,,,,,,, ,,,,
24/01/2001,7.8,93,29.8,8,427,2,2.5,0.008,0.016,0.01,0.51,,0.88,, ,5.69,1.2,44,160
24/01/2001,,,,,,,,,,,,,,, ,,,,
30/01/2001,8,100.7,26.8,7.2,481,2,3,0.01,0.016,0.03,1.25,,1.81,, ,8.4,1.3,55,120
30/01/2001,8,100.7,26.8,7.2,481,2,3,0.009,0.018,0.03,1.18,,1.84,, ,8.4,1.28,69,86
30/01/2001,,,,,,,,,,,,,,, ,,,,
06/02/2001,6.3,77.1,25,7.1,378,3,11.3,0.013,0.023,0.07,0.29,,0.65,, ,5.7,2.03,180,160
06/02/2001,,,,,,,,,,,,,,, ,,,,
14/02/2001,8.4,105.3,26.4,7.5,308,3,5,0.007,0.024,0.01,0.22,,0.71,, ,19.66,2.48,50,24
14/02/2001,,,,,,,,,,,,,,, ,,,,
22/02/2001,8.8,111,26.9,7.9,392,4,4.8,,,,,,,, ,19.12,3.13,,
22/02/2001,,,,,,,,,,,,,,, ,,,,
28/02/2001,8.4,107.4,28.1,8.06,400,3,2.73,0.007,0.018,0.02,0.76,,1.37,, ,13.66,2.79,50,120
28/02/2001,,,,,,,,,,,,,,, ,,,,
06/03/2001,7.2,89.6,26.1,6.8,547,3,2.95,,,,,,,, ,9.31,2.94,,
06/03/2001,,,,,,,,,,,,,,, ,,,,
12/03/2001,6.7,78.3,22.94,7.57,422,30,60.3,0.028,0.082,0.1,0.32,,1.16,, ,5.5,4.42,1600,2900
12/03/2001,,,,,,,,,,,,,,, ,,,,
21/03/2001,8.4,99.1,23.3,7.53,333,4,5.1,0.011,0.024,0.01,1.25,,1.53,, ,12.1,3.35,40,42
21/03/2001,,,,,,,,,,,,,,, ,,,,
29/03/2001,7.6,87.7,23.1,7.28,405,4,4.02,0.008,0.02,0.03,1.87,,2.16,, ,7.1,3.35,14,18
29/03/2001,,,,,,,,,,,,,,, ,,,,
05/04/2001,7.6,88.2,22.3,7.93,461,2,4.46,,,,,,,, ,5.8,3.25,,
05/04/2001,,,,,,,,,,,,,,, ,,,,
11/04/2001,7.55,87.2,22.1,7.37,530,1,2.52,0.01,0.015,0.05,2.6,,3.54,, ,0.9,3.68,36,13
18/04/2001,9.3,109,23.07,7.5,414,2,3.21,0.009,0.019,0.01,2.3,,2.9,, ,5.7,3.07,23,25
18/04/2001,9.3,109,23.07,7.5,414,2,3.21,0.009,0.018,0.01,2.3,,2.81,, ,5.5,3.07,10,30
18/04/2001,,,,,,,,,,,,,,, ,,,,
24/04/2001,5.83,59.9,19.3,7.4,383,10,26.2,0.014,0.041,0.04,0.32,,0.68,, ,2.3,2.83,400,360
02/05/2001,8.7,94.6,19,7.37,304,3,5.21,0.007,0.017,0.02,0.81,,1.09,, ,5.7,2.8,20,53
02/05/2001,,,,,,,,,,,,,,, ,,,,
09/05/2001,8.6,96.4,17.42,7.54,356,4,5.66,0.008,0.018,0.03,1.33,,1.49,, ,2.6,3.18,29,49
17/05/2001,9.8,101.2,16.91,7.73,379,3,5.01,,,,,,,, ,6,2.47,,
17/05/2001,,,,,,,,,,,,,,, ,,,,
23/05/2001,9.3,94.9,15.2,7.74,390,3,4.76,0.005,0.014,0.02,1.3,,1.5,, ,3,2.02,18,80
29/05/2001,10.4,103.6,14.89,7.76,370,3,4.25,0.005,0.013,0.01,1.43,,1.62,, ,2.4,1.54,15,39
29/05/2001,10.4,103.6,14.89,7.76,370,3,4.25,0.005,0.012,0.02,1.45,,1.64,, ,2.7,1.59,20,33
04/06/2001,10.3,101.2,14.5,7.75,361,1,3.55,,,,,,,, ,2.3,1.37,,
13/06/2001,10.7,105.7,14.38,7.82,322,3,4.49,0.004,0.016,0.06,1.2,,1.42,, ,2.9,1.28,21,48
19/06/2001,10.5,98.3,12.2,7.77,180,2,3,0.01,0.015,0.01,0.07,,1.53,, ,2.5,1.19,2,40
25/06/2001,11.44,105.5,12,7.4,398,3,4.47,0.016,0.021,0.01,1.8,,2.18,, ,3.1,1.37,12,31
04/07/2001,,,,,,,,,0.011,0.01,1.1,,1.3,, ,3.2,,1,15
04/07/2001,,107.3,13.16,7.84,28.2,,2.1,,0.011,0.012,1.1,,1.2,, ,3.7,,0,12
26/07/2001,12,114.3,13,8.14,493,2,3.96,0.013,0.042,0.005,2.15,,2.8,3.1,3.1,22.4,1.52,31,40
07/08/2001,,113,14.2,7.9,46.3,,10.9,,0.03,0.009,1.5,,2,, ,15,,14,22
07/08/2001,,,,,,,,,0.022,0.009,1.4,,1.9,, ,8,,15,12
23/08/2001,11.9,113.7,13.3,8.2,631,5,4.8,0.009,0.03,0.01,3.6,,4.86,3.6,3,42.8,1.73,1,12
06/09/2001,,130.6,15.6,8.71,57.7,,4.88,,0.052,0.008,2.9,,3.5,, ,52,,2,8
06/09/2001,,,,,,,,,0.05,0.008,2.8,,3.4,, ,61,,1,6
20/09/2001,11.1,126.2,20.9,8.3,466,2,3.8,0.005,0.025,0.02,1.33,,1.94,, ,9.5,0.54,9,6
18/10/2001,9.8,111.3,21.2,8.02,585,1,2.2,0.005,0.012,0.02,0.6,,0.94,4.6,4.3,2.31,0.6,18,25
05/02/2002,,66.8,21.8,7.08,56.3,,73.9,,0.13,0.095,0.36,,1.1,, ,0,,6200,7000
05/02/2002,,,,,,,,,0.13,0.1,0.36,,1.1,, ,0,,8000,7400
15/02/2002,,,,,,,,,0.05,0.11,0.48,,1,, ,25,,22,34
