ID,X,Y,Z
5502,298971.3363,6300382.848,-1.548156381
5503,304561.6046,6294072.171,-8.905892372
5504,304550.4265,6294120.408,-6.595499992
5505,304539.6204,6294168.736,-4.570918083
5506,304528.811,6294217.064,-2.921600342
5507,298927.8216,6300476.854,-0.944271386
5508,298886.4639,6300435.989,-1.610065341
5509,304460.7654,6294071.61,-8.791560173
5510,304449.9606,6294123.485,-6.932260036
5511,304439.4287,6294175.43,-5.045879841
5512,304428.8981,6294227.379,-3.278991938
5513,298846.2714,6300529.881,-1.030915618
5514,298809.1994,6300490.1,-1.638467073
5515,304361.4855,6294074.734,-6.930609703
5516,304351.1636,6294130.449,-6.707346916
5517,304341.016,6294186.217,-5.072196007
5518,304330.8652,6294241.986,-3.449215412
5519,298762.5056,6300584.555,-1.543333411
5520,298729.1427,6300546.902,-1.450438738
5521,304261.5254,6294083.833,-5.406001568
5522,304251.6775,6294141.698,-6.467360973
5523,304241.8999,6294199.604,-5.119513035
5524,304232.1252,6294257.51,-3.917058468
5525,298678.8702,6300638.415,-2.863897085
5526,298646.5172,6300601.505,-1.253076315
5527,304163.399,6294099.66,-4.714399815
5528,304153.7011,6294157.746,-6.12252903
5529,304143.9706,6294215.854,-5.11073494
5530,304134.2371,6294273.963,-4.25432539
5531,298597.9446,6300692.629,-3.607657194
5532,298570.384,6300658.917,-1.541702509
5533,304065.3411,6294121.416,-4.331062794
5534,304055.5476,6294178.043,-5.499948025
5535,304045.6213,6294234.672,-4.955287933
5536,304035.6995,6294291.299,-4.569981575
5537,298512.8039,6300749.17,-3.646631956
5538,298486.9982,6300719.96,-1.775625587
5539,303967.8131,6294144.976,-4.059229851
5540,303958.0398,6294200.731,-4.851294041
5541,303948.0336,6294256.474,-4.922399998
5542,303938.0229,6294312.216,-4.775672436
5543,298424.8741,6300802.588,-4.902520657
5544,298394.4732,6300774.32,-1.674638033
5545,303871.2213,6294172.324,-4.117114544
5546,303861.4777,6294227.398,-5.144473076
5547,303851.3944,6294282.442,-5.357915878
5548,303841.3137,6294337.485,-4.911927223
5549,298332.9088,6300846.548,-3.46918273
5550,298295.2011,6300819.232,-1.739692926
5551,303775.8794,6294202.606,-4.244488716
5552,303765.9277,6294256.311,-5.489256859
5553,303755.5354,6294309.965,-5.854918957
5554,303745.1429,6294363.619,-4.99902916
5555,298235.4928,6300877.044,-2.916934967
5556,298191.0397,6300846.919,-1.662601709
5557,303681.3459,6294236.026,-4.404653072
5558,303670.8966,6294287.47,-5.781641006
5559,303659.9068,6294338.844,-6.508817196
5560,303648.915,6294390.216,-5.065929413
5561,298136.6156,6300894.258,-3.041549206
5562,298116.402,6300862.11,-2.38903904
5563,298039.4821,6300854.557,-1.487875938
5564,303586.1521,6294268.235,-4.45675993
5565,303575.3348,6294317.771,-5.880042076
5566,303563.8701,6294367.218,-7.319966793
5567,303552.4069,6294416.662,-5.22588253
5568,298063.167,6300907.553,-2.944493055
5569,297989.3485,6300896.774,-4.112187862
5570,297937.7283,6300846.736,-1.325902104
5571,297891.5532,6300879.933,-3.894871712
5572,303490.613,6294298.858,-4.498058796
5573,303479.5751,6294346.933,-5.94426918
5574,303467.7888,6294394.901,-7.375551224
5575,303456.0061,6294442.868,-5.590007782
5576,297830.6353,6300812.939,-1.585141659
5577,297796.3789,6300843.548,-3.235674381
5578,303394.359,6294327.782,-4.559375763
5579,303383.2243,6294374.805,-6.203005791
5580,303371.2508,6294421.7,-7.582979202
5581,303359.2718,6294468.594,-7.469237804
5582,297748.1173,6300741.822,-1.519985676
5583,297717.3517,6300780.658,-3.685305357
5584,303298.2611,6294356.093,-4.626650333
5585,303287.0573,6294402.09,-6.178340912
5586,303274.9007,6294447.938,-7.59530592
5587,303262.7459,6294493.783,-6.603264809
5588,297686.6112,6300652.002,-1.693698168
5589,297653.3373,6300698.203,-3.27646184
5590,303202.4035,6294385.747,-4.294125557
5591,303190.9968,6294430.288,-5.952141762
5592,303178.5346,6294474.661,-7.612092972
5593,303166.0745,6294519.036,-6.416547298
5594,297638.9678,6300547.932,-1.864994287
5595,297601.0809,6300604.111,-2.941530704
5596,303105.3954,6294412.509,-4.172855854
5597,303094.0034,6294456.439,-5.98758316
5598,303081.4745,6294500.178,-7.81381321
5599,303068.9398,6294543.921,-4.553649902
5600,297626.963,6300441.408,-1.291586757
5601,297576.7194,6300499.099,-3.006614208
5602,303007.4208,6294432.611,-4.271045208
5603,302996.1874,6294476.148,-6.76134491
5604,302983.7049,6294519.473,-8.428923607
5605,302971.2261,6294562.798,-4.3839674
5606,297643.055,6300338.682,-0.903119504
5607,297585.7857,6300397.019,-3.488916636
5608,302907.6565,6294444.801,-3.935257435
5609,302896.5552,6294487.982,-6.635817051
5610,302884.1144,6294530.932,-8.944491386
5611,302871.6736,6294573.882,-4.834468842
5612,297658.894,6300267.71,-1.582525849
5613,297703.2313,6300193.593,-1.436389208
5614,297594.7077,6300325.3,-1.889972687
5615,297626.9145,6300253.721,-2.955926418
5616,302807.241,6294450.259,-3.902150393
5617,302796.3978,6294494.433,-6.996317863
5618,302784.1197,6294538.366,-9.905535698
5619,302771.8456,6294582.299,-5.34657383
5620,297675.9437,6300162.052,-3.282680988
5621,297759.2243,6300100.647,-1.444807768
5622,297733.7103,6300073.453,-3.054220676
5623,302707.8117,6294446.375,-4.177523136
5624,302697.3292,6294490.641,-7.687065125
5625,302685.316,6294534.643,-11.10078335
5626,302673.2996,6294578.645,-5.903655052
5627,297819.2682,6300017.496,-1.098631382
5628,297790.6886,6299990.295,-2.921365023
5629,302619.0655,6294435.375,-4.324958324
5630,302606.014,6294476.949,-8.283374786
5631,302591.4581,6294518.274,-12.15744209
5632,302577.0134,6294559.551,-6.351229191
5633,297878.8051,6299943.63,-0.899886131
5634,297848.1755,6299917.947,-2.884490967
5635,302543.9692,6294418.137,-4.15538168
5636,302524.8781,6294456.355,-8.907038689
5637,302504.388,6294494.357,-13.12488556
5638,302484.1275,6294532.209,-6.03384304
5639,297946.5627,6299872.719,-1.00576973
5640,297914.4545,6299852.772,-1.824746609
5641,302472.6849,6294390.009,-3.26454401
5642,302447.5233,6294425.386,-8.845232964
5643,302421.0546,6294460.563,-14.45301628
5644,302394.9422,6294495.496,-5.318185329
5645,298026.3559,6299808.496,-1.133662343
5646,297991.6783,6299793.737,-2.195867062
5647,302408.2359,6294357.82,-2.55950737
5648,302377.1326,6294387.411,-8.291652679
5649,302344.8533,6294416.827,-14.58666325
5650,302313.059,6294445.918,-5.79257822
5651,298104.4118,6299746.993,-1.234406948
5652,298070.0141,6299735.704,-2.331305981
5653,302348.6737,6294317.73,-1.868507028
5654,302313.3008,6294339.854,-7.157070637
5655,302276.8399,6294361.804,-13.40137672
5656,302240.9861,6294383.336,-7.23096323
5657,298179.6989,6299681.721,-1.543506503
5658,298143.26,6299672.822,-2.271281481
5659,302292.129,6294266.854,-1.327157497
5660,302254.7966,6294283.436,-6.275687218
5661,302216.4816,6294299.854,-12.67869949
5662,302178.8736,6294315.749,-7.985087872
5663,298252.1915,6299616.12,-1.924859762
5664,298211.6319,6299606.768,-1.98893261
5665,302253.2799,6294209.921,-1.03925848
5666,302213.4536,6294222.043,-5.958144665
5667,302172.7484,6294234.001,-12.91139984
5668,302132.8266,6294245.32,-9.41650486
5669,298329.1077,6299551.183,-2.364890099
5670,298281.8715,6299543.564,-1.794431806
5671,302238.0042,6294140.114,-0.970426857
5672,302195.3966,6294146.976,-6.069307327
5673,302152.0298,6294153.671,-13.10814095
5674,302109.5514,6294159.634,-9.426901817
5675,298400.8,6299486.315,-2.876043797
5676,298350.3203,6299481.969,-1.581032515
5677,302248.791,6294062.51,-1.114867568
5678,302201.3949,6294063.065,-6.181625843
5679,302153.4104,6294063.451,-12.9272356
5680,302106.4559,6294062.941,-6.886357307
5681,298457.4018,6299410.022,-3.310220242
5682,298412.2492,6299405.216,-1.949655652
5683,302277.3362,6293995.066,-1.245996714
5684,302226.2325,6293988.98,-6.078213692
5685,302174.631,6293982.774,-12.47763634
5686,302124.1521,6293975.591,-5.763147354
5687,298494.3158,6299318.607,-2.561050177
5688,298454.6233,6299310.124,-2.154622555
5689,302312.6931,6293933.618,-1.410876036
5690,302262.8685,6293919.616,-6.116597652
5691,302212.6536,6293905.515,-11.77213097
5692,302163.6713,6293890.33,-4.874387741
5693,298505.0303,6299219.469,-4.194019794
5694,298464.4472,6299209.819,-2.143692493
5695,302350.0203,6293871.943,-1.721902132
5696,302303.4904,6293851.725,-6.444591045
5697,302256.6874,6293831.429,-11.32130814
5698,302211.2248,6293809.953,-4.308917046
5699,298498.4893,6299121.16,-4.164951801
5700,298457.6374,6299112.693,-2.08216095
5701,302386.153,6293808.177,-2.314912319
5702,302344.829,6293784.202,-6.889938831
5703,302303.3504,6293760.173,-8.781496048
5704,302263.3251,6293734.855,-5.016547203
5705,298481.8721,6299023.767,-4.563637733
5706,298439.2398,6299018.443,-1.706837654
5707,302425.232,6293745.224,-3.316566944
5708,302391.7048,6293717.452,-6.797133923
5709,302358.1438,6293689.648,-7.370369434
5710,302326.1626,6293660.436,-4.789746761
5711,298454.0497,6298929.927,-3.518221855
5712,298409.2265,6298919.993,-1.099284649
5713,302479.7469,6293681.502,-3.387207985
5714,302450.8171,6293653.05,-6.823237896
5715,302421.8848,6293624.599,-7.071183205
5716,302394.5002,6293594.816,-4.729917526
5717,298417.3934,6298832.045,-2.479898214
5718,298369.7427,6298823.989,-0.818569899
5719,302547.1476,6293616.525,-3.46848917
5720,302518.454,6293590.1,-7.950575829
5721,302489.7632,6293563.669,-7.399534225
5722,302462.4184,6293536.083,-4.867787361
5723,298366.3273,6298747.538,-1.490243554
5724,298336.368,6298763.247,-0.772096276
5725,298268.0276,6298730.463,-0.054798339
5726,302614.388,6293551.498,-2.938254118
5727,302585.7396,6293526.861,-9.189831734
5728,302557.0913,6293502.224,-8.004337311
5729,302529.5822,6293476.608,-4.937580109
5730,298286.9711,6298689.908,-1.039006948
5731,298170.6869,6298715.01,-0.13190034
5732,298193.7249,6298669.224,-0.282931209
5733,302679.7331,6293484.434,-2.624932051
5734,302650.8927,6293461.291,-10.53147125
5735,302622.0496,6293438.154,-8.527342796
5736,302594.1518,6293414.211,-4.956284523
5737,298076.4814,6298727.066,-0.401331991
5738,298094.9389,6298675.285,-0.401248991
5739,302740.995,6293413.906,-2.392110348
5740,302711.8892,6293392.108,-12.75466537
5741,302682.786,6293370.304,-8.968063354
5742,302654.4208,6293347.879,-5.018146038
5743,297983.5,6298754.455,-0.593418002
5744,298000.9019,6298699.515,-0.593551993
5745,302799.8789,6293341.555,-2.168029547
5746,302771.0314,6293321.537,-13.81525993
5747,302742.1828,6293301.517,-9.591226578
5748,302713.8677,6293281.049,-5.40959692
5749,297898.95,6298789.029,-0.799520612
5750,297912.7555,6298737.954,-0.670628965
5751,302858.3902,6293267.695,-2.243156195
5752,302828.9466,6293248.808,-13.81585312
5753,302799.5021,6293229.919,-9.529399872
5754,302770.3973,6293210.749,-5.503997803
5755,297812.1584,6298827.713,-0.904618442
5756,297826.1844,6298779.635,-0.682507038
5757,302910.5231,6293190.827,-3.986296654
5758,302879.6368,6293172.297,-12.90481377
5759,302848.7506,6293153.77,-9.243047714
5760,302818.0013,6293135.129,-5.485236645
5761,297731.507,6298872.05,-0.90411061
5762,297745.4796,6298822.517,-0.725527287
5763,302950.0931,6293107.082,-5.730154514
5764,302918.9117,6293090.908,-11.88085842
5765,302887.7305,6293074.734,-8.676563263
5766,302856.5483,6293058.563,-5.329419136
5767,297650.7516,6298915.939,-0.902706802
5768,297662.7802,6298868.374,-0.770593405
5769,302978.7711,6293016.907,-7.852629662
5770,302947.3635,6293004.615,-11.04376507
5771,302915.9565,6292992.325,-8.294679642
5772,302884.5493,6292980.031,-5.403884888
5773,297567.2132,6298960.011,-0.757010937
5774,297576.108,6298914.966,-0.756900012
5775,303001.707,6292925.168,-9.089658737
5776,302969.1171,6292916.436,-10.44773579
5777,302936.5279,6292907.705,-7.933575153
5778,302903.9391,6292898.974,-5.512206554
5779,297485.1907,6299005.239,-0.691604018
5780,297487.8242,6298962.78,-0.691604972
5781,303017.2091,6292832.469,-8.896842003
5782,302983.626,6292827.287,-9.865121841
5783,302950.0425,6292822.105,-7.566775799
5784,302916.4601,6292816.926,-5.302328587
5785,297406.2576,6299052.399,-0.636177719
5786,297403.6206,6299010.401,-0.95695585
5787,303022.0808,6292738.408,-9.694899559
5788,302988.0172,6292736.926,-9.215312958
5789,302953.9546,6292735.444,-6.953721046
5790,302919.892,6292733.961,-4.71650362
5791,297329.9858,6299099.699,-0.569662809
5792,297321.9676,6299059.268,-1.007445455
5793,303021.193,6292643.414,-9.509512901
5794,302985.3415,6292645.841,-8.450171471
5795,302949.4879,6292648.267,-5.951407909
5796,302913.6325,6292650.694,-3.313887596
5797,297247.9381,6299150.051,-0.475865394
5798,297235.4594,6299112.859,-0.687215388
5799,303017.8795,6292549.048,-9.422849655
5800,302978.2913,6292555.658,-7.877630234
5801,302938.6984,6292562.274,-5.139915943
5802,302899.1021,6292568.886,-2.465384722
5803,297164.6684,6299200.301,-0.387916088
5804,297152.6327,6299165.173,-0.472177505
5805,303006.0651,6292456.47,-9.003172874
5806,302963.0036,6292467.459,-7.395698071
5807,302919.94,6292478.452,-4.491463184
5808,302876.8753,6292489.44,-1.919421196
5809,297082.8007,6299250.04,-0.391563654
5810,297068.7884,6299216.318,-0.381480306
5811,302978.3627,6292367.572,-8.742383003
5812,302934.1022,6292382.77,-6.753266811
5813,302889.8423,6292397.967,-3.78592205
5814,302845.5821,6292413.164,-1.422694802
5815,297002.2489,6299299.198,-0.83938843
5816,296984.8418,6299265.571,-0.101595186
5817,302939.6371,6292281.294,-8.8245821
5818,302895.0664,6292300.855,-5.957429886
5819,302850.4954,6292320.418,-3.331737995
5820,302805.9235,6292339.983,-1.718104005
5821,302895.8368,6292197.832,-7.336407185
5822,302850.5197,6292222.194,-6.522943974
5823,302805.202,6292246.559,-3.681205034
5824,302759.8834,6292270.925,-1.460745931
5825,302847.4122,6292116.874,-6.190313816
5826,302801.2219,6292146.358,-7.391404152
5827,302755.0307,6292175.838,-4.688504219
5828,302708.8379,6292205.32,-1.992732763
5829,302792.3447,6292041.118,-5.26846838
5830,302746.3623,6292075.103,-6.206850052
5831,302700.3805,6292109.087,-5.376194
5832,302654.3993,6292143.068,-2.70314002
5833,302729.2124,6291971.699,-4.241235256
5834,302686.1822,6292008.059,-5.133662224
5835,302643.1509,6292044.417,-5.680096149
5836,302600.1198,6292080.773,-4.069798946
5837,302662.6916,6291904.629,-3.252333879
5838,302623.9091,6291942.172,-4.06394577
5839,302585.1263,6291979.718,-4.975384235
5840,302546.3445,6292017.265,-4.680113792
5841,302591.8636,6291842.174,-3.745849848
5842,302556.8243,6291881.231,-4.985423088
5843,302521.7869,6291920.293,-6.267808914
5844,302486.7478,6291959.349,-6.003369808
5845,302528.4433,6291792.734,-4.204059601
5846,302495.0675,6291831.365,-5.996045113
5847,302461.6914,6291869.994,-7.93636179
5848,302428.3155,6291908.621,-7.158917904
5849,302473.2586,6291756.878,-4.601519108
5850,302440.3547,6291791.86,-6.924413204
5851,302407.4532,6291826.843,-9.323281288
5852,302374.5541,6291861.823,-8.026210785
5853,302415.6627,6291723.328,-5.19682312
5854,302383.1961,6291754.573,-7.973609924
5855,302350.7278,6291785.818,-10.834198
5856,302318.2595,6291817.062,-9.098895073
5857,302362.9376,6291682.422,-5.37136507
5858,302329.0539,6291712.482,-8.714783669
5859,302295.171,6291742.545,-12.23014355
5860,302261.2884,6291772.612,-10.77608299
5861,302312.0666,6291640.047,-5.229097843
5862,302276.1634,6291669.782,-8.850435257
5863,302240.2613,6291699.523,-13.47702408
5864,302204.357,6291729.26,-10.80881786
5865,302260.3989,6291598.426,-2.633446455
5866,302223.5808,6291626.669,-7.342376232
5867,302186.7626,6291654.909,-13.87869358
5868,302149.944,6291683.149,-8.938246727
5869,302221.3585,6291554.581,-1.030164123
5870,302180.977,6291578.469,-5.905155182
5871,302140.5733,6291602.369,-13.63484001
5872,302100.1556,6291626.278,-8.760383606
5873,302200.257,6291508.299,-1.350021362
5874,302153.2056,6291525.131,-6.258979797
5875,302106.1281,6291541.974,-13.08236599
5876,302059.0351,6291558.817,-10.585639
5877,302189.4142,6291458.809,-1.395722985
5878,302137.0391,6291467.516,-6.234170914
5879,302084.6376,6291476.227,-12.46312714
5880,302032.2156,6291484.942,-11.76780224
5881,302188.6455,6291407.847,-1.307163954
5882,302134.2992,6291407.528,-6.007994175
5883,302079.9157,6291407.209,-12.09425831
5884,302025.5117,6291406.891,-10.49061298
5885,302198.6324,6291358.207,-1.012864947
5886,302147.9775,6291349.672,-5.248783112
5887,302097.3096,6291341.136,-11.16937256
5888,302046.6294,6291332.596,-10.47066498
5889,302217.482,6291310.985,-0.560045719
5890,302174.7308,6291296.039,-4.490837097
5891,302131.9699,6291281.09,-10.7986412
5892,302089.2018,6291266.142,-11.41871071
5893,302242.5991,6291266.3,-0.348143965
5894,302208.0717,6291245.553,-3.910548925
5895,302173.5291,6291224.796,-9.655007362
5896,302138.9766,6291204.033,-14.32377625
5897,302273.2833,6291226.065,-0.303506643
5898,302246.4104,6291198.39,-3.402158976
5899,302219.5086,6291170.689,-8.941257477
5900,302192.5907,6291142.966,-15.23774052
5901,302308.5674,6291192.091,-0.018062508
5902,302289.6311,6291157.049,-2.77341795
5903,302270.677,6291121.97,-8.514950752
5904,302251.7085,6291086.869,-15.04952431
5905,302348.1265,6291163.87,0.322678506
5906,302338.7615,6291124.087,-1.570255041
5907,302329.3845,6291084.261,-7.251294136
5908,302320.0025,6291044.407,-14.81296921
5909,302394.2301,6291148.765,0.275597304
5910,302395.4846,6291105.911,-1.394446969
5911,302396.738,6291063.02,-6.597205162
5912,302397.9935,6291020.106,-13.51435947
5913,302442.6575,6291149.308,-0.313708156
5914,302454.8101,6291103.458,-2.800060987
5915,302466.9733,6291057.574,-7.156658173
5916,302479.1441,6291011.67,-11.71653461
5917,302489.0045,6291161.665,-0.900607347
5918,302512.0411,6291116.024,-3.836433887
5919,302535.1006,6291070.339,-6.631937981
5920,302558.1731,6291024.627,-6.861671448
5921,302538.9187,6291191.195,-2.214531422
5922,302568.8222,6291148.118,-2.549577951
5923,302598.7321,6291105.051,-3.061187983
5924,302628.642,6291061.985,-3.439033031
5925,302592.7615,6291232.182,-2.602371931
5926,302625.7417,6291191.373,-2.425493002
5927,302658.735,6291150.587,-2.991687059
5928,302691.7293,6291109.799,-3.455134869
5929,302642.3001,6291278.266,-2.74460721
5930,302678.8152,6291239.256,-2.498924017
5931,302715.3515,6291200.282,-2.714188099
5932,302751.8877,6291161.304,-2.496008158
5933,302688.9332,6291327.117,-2.902031422
5934,302729.0659,6291289.866,-2.581618071
5935,302769.2285,6291252.664,-2.542015076
5936,302809.3922,6291215.461,-2.411329269
5937,302734.6467,6291377.019,-2.716708899
5938,302778.2986,6291341.68,-2.689440966
5939,302821.9888,6291306.4,-2.263025999
5940,302865.6797,6291271.12,-1.747675419
5941,302780.4465,6291426.356,-2.954455137
5942,302826.8298,6291393.683,-2.962999105
5943,302873.2599,6291361.08,-2.301440954
5944,302919.6906,6291328.477,-1.199317813
5945,302835.6095,6291492.385,-3.105791092
5946,302882.5484,6291460.93,-3.049846888
5947,302929.5388,6291429.549,-2.55845499
5948,302976.529,6291398.169,-0.823317647
5949,302897.3439,6291570.254,-3.237036467
5950,302944.101,6291539.119,-2.69967103
5951,302990.9054,6291508.056,-2.872282028
5952,303037.711,6291476.993,-0.586468518
5953,302955.9219,6291646.901,-3.055769205
5954,303003.5463,6291616.482,-2.547035933
5955,303051.2161,6291586.136,-2.213840008
5956,303098.8853,6291555.786,-0.743702829
5957,303014.2956,6291726.659,-2.825812578
5958,303062.8394,6291695.919,-2.225483894
5959,303111.4247,6291665.24,-2.615046978
5960,303160.0108,6291634.565,-1.062116504
5961,303074.507,6291806.502,-2.890043736
5962,303123.4711,6291775.437,-2.711987972
5963,303172.475,6291744.43,-2.770905972
5964,303221.4789,6291713.423,-1.737021089
5965,303141.4065,6291889.72,-3.088513613
5966,303188.7881,6291857.335,-3.110961914
5967,303236.2059,6291825.002,-2.249233961
5968,303283.6234,6291792.666,-2.379789352
5969,303203.7235,6291968.857,-3.094273567
5970,303251.0837,6291936.38,-3.212039948
5971,303298.478,6291903.952,-2.521075964
5972,303345.8724,6291871.524,-2.511007309
5973,303259.6403,6292043.07,-2.709281921
5974,303308.5554,6292011.838,-3.159147978
5975,303357.501,6291980.652,-2.889388084
5976,303406.4467,6291949.467,-2.448421717
5977,303322.8026,6292120.587,-2.706087589
5978,303371.2964,6292089.696,-2.835225105
5979,303419.818,6292058.85,-2.877366066
5980,303468.3393,6292027.999,-1.909885645
5981,303385.9036,6292198.143,-2.745634317
5982,303433.9931,6292167.584,-2.345931053
5983,303482.1066,6292137.059,-2.898319006
5984,303530.2197,6292106.53,-1.764539123
5985,303449.0055,6292275.704,-2.817679405
5986,303496.6893,6292245.469,-2.865938902
5987,303544.3949,6292215.265,-3.246758938
5988,303592.1008,6292185.063,-2.24159646
5989,303512.1065,6292353.262,-3.189493656
5990,303559.3858,6292323.353,-2.754164934
5991,303606.6834,6292293.474,-3.244345903
5992,303653.9815,6292263.598,-2.966935158
5993,303575.1683,6292430.825,-3.302134991
5994,303621.9877,6292401.288,-2.73191309
5995,303668.8237,6292371.776,-3.171531916
5996,303715.6588,6292342.262,-2.37249589
5997,303638.1326,6292508.436,-2.994262934
5998,303684.3261,6292479.394,-2.833184958
5999,303730.5329,6292450.374,-2.960988045
6000,303776.7399,6292421.353,-3.109740019
6001,303701.0599,6292586.12,-3.352471828
6002,303746.5069,6292557.669,-2.335103989
6003,303791.9649,6292529.237,-2.921853065
6004,303837.4226,6292500.801,-3.010929108
6005,303763.8897,6292663.817,-3.642145157
6006,303808.4559,6292636.062,-3.538537025
6007,303853.0292,6292608.315,-4.007947922
6008,303897.6022,6292580.565,-3.291705847
6009,303826.6858,6292741.606,-5.208044529
6010,303870.2412,6292714.636,-5.159936905
6011,303913.8007,6292687.668,-3.943285942
6012,303957.3604,6292660.705,-3.045486927
6013,303888.9408,6292819.43,-5.470949173
6014,303930.8294,6292793.677,-7.433835983
6015,303972.7207,6292767.928,-5.089801788
6016,304014.6115,6292742.181,-3.513491631
6017,303949.1901,6292896.253,-9.999689102
6018,303986.0673,6292868.067,-9.297369003
6019,304022.9371,6292839.888,-7.390665054
6020,304059.9005,6292811.7,-3.530449629
6021,304013.9448,6292964.372,-16.99984741
6022,304042.732,6292930.175,-15.79077053
6023,304071.5159,6292895.987,-9.276024818
6024,304100.5585,6292861.663,-3.817745924
6025,304088.1999,6293017.548,-22.99902725
6026,304109.4709,6292978.076,-21.15307808
6027,304130.7433,6292938.605,-12.19183826
6028,304152.4397,6292898.852,-3.023486614
6029,304167.421,6293059.252,-14.99963379
6030,304179.784,6293014.31,-12.56879044
6031,304192.1448,6292969.389,-11.44807339
6032,304205.0336,6292924.122,-2.727747917
6033,304245.7683,6293088.257,-9.999875069
6034,304249.6847,6293037.91,-7.292840958
6035,304253.617,6292987.55,-3.11449194
6036,304258.2273,6292936.669,-3.327969551
6037,304322.3008,6293095.207,-6.999733448
6038,304322.4535,6293040.374,-5.578619957
6039,304322.6091,6292985.536,-2.420144796
6040,304323.6154,6292930.033,-2.792943001
6041,304400.7214,6293065.933,-4.999609947
6042,304396.784,6293011.334,-2.918188095
6043,304392.8436,6292956.742,-2.550611019
6044,304389.8974,6292901.355,-3.573264837
6045,304475.1631,6293006.83,-5.23544693
6046,304464.7821,6292958.172,-4.342061043
6047,304454.3985,6292909.525,-3.53395915
6048,304445.1609,6292859.964,-4.440349102
6049,304543.2128,6292940.699,-5.210918427
6050,304526.3459,6292899.544,-4.762549877
6051,304509.4814,6292858.397,-3.765919209
6052,304493.9132,6292816.215,-3.889921427
6053,304609.7745,6292872.644,-5.374822617
6054,304586.4223,6292839.022,-8.169662476
6055,304563.0741,6292805.412,-5.772880077
6056,304541.1787,6292770.645,-3.211781025
6057,304677.6851,6292802.916,-5.545325279
6058,304651.4988,6292773.747,-9.410852432
6059,304625.5386,6292744.628,-4.8306036
6060,304600.9425,6292714.721,-2.431612968
6061,304749.1266,6292732.888,-5.643416882
6062,304725.5381,6292705.354,-11.38753605
6063,304702.372,6292678.181,-11.23005772
6064,304680.2454,6292650.9,-1.951872349
6065,304819.4052,6292672.172,-5.407002926
6066,304797.1307,6292643.45,-10.90719128
6067,304775.3957,6292615.465,-15.09596157
6068,304754.5473,6292587.967,-4.527876854
6069,304895.7263,6292624.848,-3.313401699
6070,304871.7358,6292592.078,-6.740544796
6071,304848.5522,6292560.414,-17.01780319
6072,304825.9554,6292529.958,-8.885736465
6073,304974.4744,6292579.655,-3.411822796
6074,304950.5812,6292545.887,-5.000755787
6075,304927.6178,6292513.53,-8.094136238
6076,304904.9834,6292482.967,-11.77062988
6077,305041.6539,6292515.063,-3.151221514
6078,305018.3743,6292484.025,-4.338759899
6079,304996.1777,6292454.511,-5.60964489
6080,304974.1317,6292427.184,-5.558487415
6081,305101.5547,6292432.124,-2.576599836
6082,305076.722,6292400.172,-3.561923742
6083,305053.2116,6292370.065,-3.420784712
6084,305029.6667,6292342.815,-5.00825882
6085,305152.7163,6292357.446,-2.767687559
6086,305125.1638,6292319.848,-3.094333887
6087,305099.2567,6292284.666,-3.101452351
6088,305073.2198,6292253.232,-3.514867544
6089,305200.4791,6292282.173,-2.975230455
6090,305171.6155,6292240.537,-3.324713469
6091,305144.4984,6292201.699,-3.154604197
6092,305117.249,6292166.936,-3.302392483
6093,305253.1354,6292202.498,-3.057961464
6094,305224.8038,6292161.184,-2.914928436
6095,305198.1776,6292122.569,-3.502976179
6096,305171.4225,6292087.848,-3.332676411
6097,305309.2374,6292124.544,-3.11240077
6098,305281.8487,6292084.637,-2.780910969
6099,305256.0738,6292047.226,-3.854687929
6100,305230.1367,6292013.503,-3.485829353
6101,305366.8833,6292046.776,-3.155234575
6102,305340.7892,6292006.346,-2.999999762
6103,305316.2022,6291968.337,-2.88920331
6104,305291.4073,6291933.902,-3.386701345
6105,305425.4418,6291969.466,-3.567661762
6106,305400.7109,6291928.036,-3.037827492
6107,305377.3875,6291888.986,-3.412386894
6108,305353.8013,6291853.409,-3.487567425
6109,305483.9278,6291893.364,-3.044310093
6110,305460.661,6291852.387,-3.310598612
6111,305438.7046,6291813.669,-3.45775938
6112,305416.4374,6291778.256,-3.887725592
6113,305542.4172,6291816.923,-2.869222164
6114,305519.4833,6291777.113,-3.503535271
6115,305497.8178,6291739.42,-4.010806561
6116,305475.825,6291704.817,-4.295548916
6117,305600.2383,6291741.132,-2.698259115
6118,305577.9747,6291702.299,-4.010468483
6119,305556.9158,6291665.408,-4.351153851
6120,305535.5386,6291631.45,-4.700545311
6121,305659.2545,6291665.089,-2.512279034
6122,305638.8426,6291627.659,-5.490626335
6123,305619.5221,6291592.019,-4.830524921
6124,305599.811,6291559.098,-5.128065109
6125,305717.4922,6291590.792,-2.341883898
6126,305700.6301,6291556.3,-8.227422714
6127,305684.6817,6291523.366,-14.82135201
6128,305668.2311,6291492.942,-14.63287735
6129,305788.0168,6291523.921,-2.096167564
6130,305773.2027,6291492.445,-5.872843266
6131,305759.1789,6291462.336,-15.75396538
6132,305744.5829,6291434.434,-18.80158043
6133,305854.7256,6291454.034,-2.228003979
6134,305837.9182,6291420.63,-3.213783026
6135,305821.9498,6291388.585,-6.542105198
6136,305805.4541,6291358.722,-7.466541767
6137,305928.0455,6291388.776,-2.256328821
6138,305910.3152,6291351.254,-3.295736551
6139,305893.4021,6291315.13,-3.455498219
6140,305876.0766,6291281.133,-3.498551607
