Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL
31/03/2009 00:00,,,,,0.02,0.21,0.54,0.023,,0.013,,,,3.7,,
22/04/2009 00:00,,19.2,,9.6,0.01,0.19,0.46,0.017,,0.012,,,,2,,
22/04/2009 00:00,,,,,0.01,0.19,0.47,0.019,,0.012,,,,1.8,,
13/05/2009 00:00,,15.8,,9.2,0.01,0.31,0.61,0.011,,0.007,,,,2.6,,
13/05/2009 00:00,,,,,0.01,0.31,0.62,0.011,,0.006,,,,2.5,,
03/06/2009 00:00,,15.6,,7.4,0.03,0.26,0.51,0.021,,0.012,,,,3.3,,
03/06/2009 00:00,,,,,0.03,0.26,0.52,0.022,,0.012,,,,3.4,,
24/06/2009 00:00,,13,,8.8,0.02,0.48,0.72,0.028,,0.008,,,,6,,
24/06/2009 00:00,,,,,0.02,0.45,0.73,0.027,,0.008,,,,7.7,,
16/07/2009 00:00,,11.6,,10.4,0.01,0.31,0.56,0.013,,0.005,,,,4.4,,
16/07/2009 00:00,,,,,0.01,0.31,0.58,0.014,,0.005,,,,3.8,,
05/08/2009 00:00,,13.6,,12.6,0.01,0.29,0.59,0.014,,0.005,,,,3.7,,
05/08/2009 00:00,,,,,0.01,0.27,0.55,0.014,,0.005,,,,5.2,,
26/08/2009 00:00,,15.8,,10,0.01,0.24,0.6,0.016,,0.006,,,,3.9,,
26/08/2009 00:00,,,,,0.01,0.24,0.56,0.016,,0.006,,,,3.7,,
16/09/2009 00:00,,18.8,,10.3,0.01,0.09,0.41,0.015,,0.006,,,,3.2,,
16/09/2009 00:00,,,,,0.01,0.08,0.43,0.014,,0.005,,,,4,,
08/10/2009 00:00,,18.5,,12,0.03,0.28,0.67,0.022,,0.009,,,,3,,
08/10/2009 00:00,,,,,0.02,0.29,0.7,0.022,,0.009,,,,2.7,,
28/10/2009 00:00,,18.9,,8,0.02,0.25,0.59,0.019,,0.01,,,,2.3,,
28/10/2009 00:00,,,,,0.02,0.27,0.61,0.02,,0.011,,,,2.6,,
18/11/2009 00:00,,25.4,,8.8,0.01,0.02,0.33,0.014,,0.008,,,,1.7,,
18/11/2009 00:00,,,,,0.01,0.02,0.33,0.014,,0.008,,,,1.2,,
09/12/2009 00:00,,25.2,,6.9,0.01,0.03,0.42,0.02,,0.011,,,,5.1,,
09/12/2009 00:00,,,,,0.01,0.03,0.42,0.02,,0.01,,,,9.5,,
23/12/2009 00:00,,25.4,,7.7,0.01,0.04,0.43,0.027,,0.015,,,,6.4,,
23/12/2009 00:00,,,,,0.01,0.05,0.46,0.026,,0.016,,,,3.5,,
20/01/2010 00:00,,23.5,,8.3,0.01,0.1,0.43,0.017,,0.011,,,,2,,
20/01/2010 00:00,,,,,0.01,0.11,0.46,0.017,,0.01,,,,2.1,,
12/02/2010 00:00,,26.3,,5.8,0.02,0.07,0.43,0.026,,0.013,,,,2,,
12/02/2010 00:00,,,,,0.02,0.07,0.42,0.026,,0.013,,,,2.3,,
02/03/2010 00:00,,21.5,,5.6,0.02,0.28,0.67,0.025,,0.016,,,,2.8,,
02/03/2010 00:00,,,,,0.02,0.28,0.65,0.027,,0.016,,,,3.4,,
23/03/2010 00:00,,24,,6.6,0.02,0.1,0.47,0.021,,0.012,,,,2.7,,
23/03/2010 00:00,,,,,0.02,0.1,0.48,0.021,,0.013,,,,2.7,,
13/04/2010 00:00,,22.2,,10.7,0.01,0.1,0.43,0.024,,0.012,,,,4.5,,
13/04/2010 00:00,,,,,0.01,0.1,0.43,0.022,,0.012,,,,5.6,,
06/05/2010 00:00,,16.2,,7.7,0.01,0.18,0.48,0.017,,0.008,,,,2.8,,
06/05/2010 00:00,,,,,0.01,0.18,0.47,0.017,,0.007,,,,3.7,,
28/05/2010 00:00,,15.1,,6.1,0.04,0.34,0.65,0.041,,0.017,,,,3.8,,
28/05/2010 00:00,,,,,0.04,0.35,0.67,0.04,,0.018,,,,4.9,,
18/06/2010 00:00,,12.9,,10.2,0.01,0.26,0.52,0.015,,0.005,,,,2.2,,
18/06/2010 00:00,,,,,0.01,0.26,0.51,0.015,,0.005,,,,2.3,,
07/07/2010 00:00,,11.9,,10,0.02,0.23,0.48,0.019,,0.006,,,,3.6,,
07/07/2010 00:00,,,,,0.01,0.23,0.47,0.018,,0.006,,,,3.4,,
27/07/2010 00:00,,14.6,,8.9,0.04,0.33,0.63,0.031,,0.01,,,,3.4,,
27/07/2010 00:00,,,,,0.04,0.33,0.64,0.031,,0.01,,,,3.2,,
19/08/2010 00:00,,14.9,,11.1,0.02,0.41,0.69,0.018,,0.006,,,,2.9,,
19/08/2010 00:00,,,,,0.03,0.4,0.66,0.018,,0.006,,,,3.3,,
08/09/2010 00:00,,15.8,,9.5,0.01,0.14,0.36,0.017,,0.004,,,,2.8,,
08/09/2010 00:00,,,,,0.01,0.14,0.35,0.017,,0.004,,,,2.7,,
29/09/2010 00:00,,18.3,,9.2,0.01,0.04,0.31,0.024,,0.006,,,,4.2,,
29/09/2010 00:00,,,,,0.01,0.04,0.33,0.027,,0.006,,,,4.9,,
19/10/2010 00:00,,18.9,,9.3,0.005,0.04,0.29,0.016,,0.005,,,,3.8,,
19/10/2010 00:00,,,,,0.005,0.04,0.29,0.016,,0.005,,,,4.7,,
09/11/2010 00:00,,22.3,,9.4,0.01,0.04,0.32,0.021,,0.008,,,,3.9,,
09/11/2010 00:00,,,,,0.01,0.04,0.31,0.021,,0.008,,,,4.9,,
29/11/2010 00:00,,23.8,,4.8,0.02,0.02,0.3,0.02,,0.01,,,,3,,
29/11/2010 00:00,,,,,0.02,0.02,0.3,0.022,,0.01,,,,3.2,,
21/12/2010 00:00,,21.7,,7.1,0.02,0.11,0.49,0.033,,0.018,,,,6.2,,
21/12/2010 00:00,,,,,0.02,0.11,0.47,0.031,,0.018,,,,5.2,,
10/01/2011 00:00,,25.9,,4.1,0.02,0.06,0.34,0.028,,0.016,,,,3.9,,
10/01/2011 00:00,,,,,0.02,0.06,0.34,0.028,,0.015,,,,3.2,,
31/01/2011 00:00,,26.7,,4.9,0.02,0.03,0.29,0.023,,0.011,,,,2.4,,
31/01/2011 00:00,,,,,0.02,0.03,0.29,0.022,,0.011,,,,2.9,,
21/02/2011 00:00,,26.8,,5.7,0.01,0.03,0.32,0.028,,0.009,,,,6.4,,
21/02/2011 00:00,,,,,0.01,0.02,0.31,0.026,,0.01,,,,5.3,,
14/03/2011 00:00,,25,,7.1,0.01,0.02,0.29,0.021,,0.01,,,,5.6,,
14/03/2011 00:00,,,,,0.01,0.01,0.29,0.022,,0.009,,,,6.1,,
04/04/2011 00:00,,21.8,,7.1,0.02,0.41,0.88,0.036,,0.014,,,,10.1,,
04/04/2011 00:00,,,,,0.02,0.4,0.93,0.052,,0.015,,,,8.3,,
29/04/2011 00:00,,17.9,,7.6,0.01,0.25,0.57,0.023,,0.012,,,,6.1,,
29/04/2011 00:00,,,,,0.01,0.26,0.55,0.022,,0.011,,,,5.8,,
16/05/2011 00:00,,12.7,,10,0.01,0.14,0.33,0.013,,0.005,,,,2.3,,
16/05/2011 00:00,,,,,0.01,0.14,0.33,0.013,,0.005,,,,2.2,,
09/06/2011 00:00,,11.3,,10.5,0.01,0.25,0.44,0.013,,0.004,,,,4.8,,
09/06/2011 00:00,,,,,0.01,0.25,0.43,0.011,,0.004,,,,3.4,,
28/06/2011 00:00,,11.9,,11.3,0.01,0.15,0.32,0.013,,0.004,,,,4.6,,
28/06/2011 00:00,,,,,0.01,0.15,0.32,0.012,,0.005,,,,3.5,,
19/07/2011 00:00,,11.4,,11.5,0.01,0.09,0.29,0.015,,0.005,,,,4.1,,
19/07/2011 00:00,,,,,0.01,0.09,0.28,0.014,,0.005,,,,3.7,,
09/08/2011 00:00,,12.2,,9.6,0.02,0.22,0.54,0.026,,0.01,,,,3,,
09/08/2011 00:00,,,,,0.02,0.21,0.54,0.025,,0.01,,,,3.1,,
30/08/2011 00:00,,15.7,,10,0.01,0.06,0.27,0.015,,0.005,,,,3.8,,
30/08/2011 00:00,,,,,0.01,0.07,0.28,0.015,,0.004,,,,3.4,,
20/09/2011 00:00,,21.6,,10.6,0.01,0.01,0.21,0.016,,0.005,,,,2.8,,
20/09/2011 00:00,,,,,0.01,0.01,0.22,0.016,,0.005,,,,3.4,,
11/10/2011 00:00,,19.6,,9.2,0.02,0.1,0.34,0.018,,0.006,,,,4.3,,
11/10/2011 00:00,,,,,0.02,0.1,0.34,0.019,,0.006,,,,4.5,,
01/11/2011 00:00,,23.3,,8.4,0.01,0.05,0.33,0.024,,0.007,,,,7.7,,
01/11/2011 00:00,,,,,0.01,0.05,0.32,0.024,,0.007,3.6,,3.3,8.3,,
22/11/2011 00:00,,23.9,,6.4,0.01,0.02,0.28,0.023,,0.009,,,,9.4,,
22/11/2011 00:00,,,,,0.01,0.02,0.27,0.023,,0.01,,,,9.2,,
22/11/2011 00:00,,,,,,,,,,,3.5,,3.4,,,
13/12/2011 00:00,,20.8,,6.9,0.02,0.27,0.68,0.036,,0.013,,,,6.6,,
13/12/2011 00:00,,,,,0.02,0.27,0.68,0.036,,0.013,,,,5.9,,
13/12/2011 00:00,,,,,,,,,,,6,,5.7,,,
03/01/2012 00:00,,26.8,,8.4,0.01,0.01,0.32,0.026,,0.009,,,,11.9,,
03/01/2012 00:00,,,,,0.01,0.01,0.29,0.022,,0.008,,,,10,,
03/01/2012 00:00,,,,,,,,,,,5,,4.9,,,
23/01/2012 00:00,,24.3,,6.7,0.02,0.02,0.27,0.026,,0.013,,,,3.8,,
23/01/2012 00:00,,,,,0.02,0.02,0.27,0.026,,0.013,,,,3.7,,
23/01/2012 00:00,,,,,,,,,,,4.4,,4.1,,,
14/02/2012 00:00,,21,,9,0.03,0.18,0.63,0.045,,0.019,,,,3,,
14/02/2012 00:00,,,,,0.03,0.18,0.64,0.045,,0.02,,,,2.9,,
14/02/2012 00:00,,,,,,,,,,,7.2,,6.9,,,
06/03/2012 00:00,,20.9,,9.4,0.02,0.11,0.43,0.026,,0.008,,,,1.7,,
06/03/2012 00:00,,,,,0.02,0.11,0.43,0.025,,0.008,,,,1.7,,
06/03/2012 00:00,,,,,,,,,,,12.1,,11.4,,,
27/03/2012 00:00,,21.7,,8.1,0.02,0.15,0.57,0.029,,0.009,,,,7.3,,
27/03/2012 00:00,,,,,0.02,0.15,0.57,0.028,,0.009,,,,5.7,,
27/03/2012 00:00,,,,,,,,,,,7.7,,7.1,,,
17/04/2012 00:00,,20.3,,8.6,0.01,0.12,0.46,0.026,,0.006,,,,15.9,,
17/04/2012 00:00,,,,,0.01,0.12,0.45,0.026,,0.007,,,,14.3,,
17/04/2012 00:00,,,,,,,,,,,5.4,,4.7,,,
11/05/2012 00:00,,17.4,,9.3,0.01,0.18,0.58,0.026,,0.01,,,,4.2,,
11/05/2012 00:00,,,,,0.02,0.18,0.58,0.024,,0.011,,,,3.4,,
01/06/2012 00:00,,14.8,,10,0.005,0.19,0.61,0.026,,0.009,,,,15,,
01/06/2012 00:00,,,,,0.005,0.19,0.62,0.026,,0.008,,,,15.5,,
20/06/2012 00:00,,11,,10.3,0.03,0.29,0.59,0.033,,0.012,,,,4.3,,
20/06/2012 00:00,,,,,0.03,0.3,0.59,0.033,,0.013,,,,3.9,,
13/07/2012 00:00,,11.8,,10.2,0.01,0.27,0.57,0.024,,0.009,,,,8.8,,
13/07/2012 00:00,,,,,0.01,0.28,0.57,0.024,,0.008,,,,8.3,,
31/07/2012 00:00,,12,,11.4,0.01,0.2,0.58,0.029,,0.007,,,,8,,
31/07/2012 00:00,,,,,0.01,0.2,0.61,0.029,,0.007,,,,7.2,,
21/08/2012 00:00,,13.8,,11.4,0.005,0.15,0.49,0.022,,0.005,,,,8.5,,
21/08/2012 00:00,,,,,0.005,0.15,0.48,0.021,,0.007,,,,8.5,,
11/09/2012 00:00,,17,,10.7,0.005,0.18,0.5,0.026,,0.006,,,,7.7,,
11/09/2012 00:00,,,,,0.005,0.18,0.5,0.027,,0.006,,,,13.8,,
02/10/2012 00:00,,20.3,,9.7,0.005,0.1,0.43,0.03,,0.007,,,,15.8,,
02/10/2012 00:00,,,,,0.005,0.1,0.44,0.03,,0.007,,,,15.9,,
23/10/2012 00:00,,19.2,,8.6,0.03,0.09,0.44,0.029,,0.006,,,,11.2,,
23/10/2012 00:00,,,,,0.03,0.09,0.45,0.029,,0.006,,,,11.2,,
13/11/2012 00:00,,23.2,,8.9,0.005,0.09,0.4,0.024,,0.007,,,,9.4,,
13/11/2012 00:00,,,,,0.01,0.09,0.41,0.024,,0.007,,,,9.6,,
04/12/2012 00:00,,24.9,,7.5,0.005,0.05,0.45,0.035,,0.008,,,,20.7,,
04/12/2012 00:00,,,,,0.005,0.05,0.44,0.033,,0.008,,,,19.7,,
19/12/2012 00:00,,25.1,,8,0.01,0.03,0.37,0.024,,0.005,,,,10.6,,
19/12/2012 00:00,,,,,0.01,0.03,0.38,0.024,,0.005,,,,12.9,,
15/01/2013 00:00,,25.1,,7.1,0.01,0.03,0.36,0.03,,0.006,,,,13.6,,
15/01/2013 00:00,,,,,0.01,0.03,0.37,0.029,,0.008,,,,14.3,,
13/02/2013 00:00,,23,,7,0.04,0.46,1.13,0.055,,0.016,,,,36.1,,
13/02/2013 00:00,,,,,0.03,0.46,1.13,0.052,,0.015,,,,35,,
01/03/2013 00:00,,,,,,,,,,,,,,,,
01/03/2013 00:00,,,,,,,,,,,,,,,,
20/03/2013 00:00,,23.5,,8.1,0.005,0.18,0.56,0.022,,0.006,,,,6.4,,
20/03/2013 00:00,,,,,0.005,0.18,0.53,0.022,,0.006,,,,5.1,,
09/04/2013 00:00,,22.2,,8.5,0.005,0.13,0.51,0.028,,0.007,,,,13.8,,
09/04/2013 00:00,,,,,0.005,0.13,0.49,0.027,,0.007,,,,14.7,,
30/04/2013 00:00,,20.8,,9.3,0.005,0.25,0.49,0.021,,0.005,,,,7.5,,
30/04/2013 00:00,,,,,0.005,0.25,0.49,0.021,,0.005,,,,7.3,,
21/05/2013 00:00,,,,,,,,,,,,,,,,
21/05/2013 00:00,,,,,,,,,,,,,,,,
13/06/2013 00:00,,14.3,,10,0.01,0.43,0.68,0.024,,0.005,,,,7.1,,
13/06/2013 00:00,,,,,0.01,0.43,0.67,0.025,,0.005,,,,6.7,,
10/07/2013 00:00,,13.7,,11,0.01,0.24,0.54,0.013,,0.007,,,,2.4,,
10/07/2013 00:00,,,,,0.01,0.24,0.54,0.013,,0.006,,,,2.4,,
23/07/2013 00:00,,12.2,,10.6,0.005,0.24,0.55,0.012,,0.006,,,,3,,
23/07/2013 00:00,,,,,0.005,0.24,0.53,0.012,,0.005,,,,2.8,,
14/08/2013 00:00,,14.1,,10.8,0.01,0.22,0.58,0.017,,0.005,,,,6.7,,
14/08/2013 00:00,,,,,0.005,0.22,0.57,0.017,,0.006,,,,4.6,,
03/09/2013 00:00,,17.4,,10.1,0.005,0.25,0.52,0.019,,0.006,,,,7.7,,
03/09/2013 00:00,,,,,0.005,0.25,0.54,0.017,,0.005,,,,6.9,,
26/09/2013 00:00,,20.4,,9.6,0.005,0.37,0.63,0.016,,0.004,,,,8.8,,
26/09/2013 00:00,,,,,0.01,0.37,0.64,0.017,,0.005,,,,8.4,,
15/10/2013 00:00,,21.7,,9.4,0.005,0.02,0.35,0.022,,0.005,,,,18.2,,
15/10/2013 00:00,,,,,0.005,0.03,0.34,0.022,,0.006,,,,17.7,,
06/11/2013 00:00,,21.6,,8.3,0.005,0.04,0.32,0.028,,0.006,,,,10.5,,
06/11/2013 00:00,,,,,0.005,0.04,0.31,0.026,,0.006,,,,10.2,,
26/11/2013 00:00,,22.6,,8.3,0.01,0.14,0.43,0.019,,0.005,,,,7.2,,
26/11/2013 00:00,,,,,0.01,0.14,0.43,0.018,,0.004,,,,7.3,,
17/12/2013 00:00,,25.7,,8.4,0.005,0.01,0.34,0.022,,0.004,,,,19.6,,
17/12/2013 00:00,,,,,0.005,0.01,0.34,0.025,,0.004,,,,20.2,,
07/01/2014 00:00,,26.2,,7,0.005,0.01,0.35,0.021,,0.004,,,,17,,
07/01/2014 00:00,,,,,0.005,0.01,0.35,0.021,,0.004,,,,19.8,,
30/01/2014 00:00,,27.3,,8.1,0.01,0.03,0.34,0.019,,0.004,,,,8.7,,
30/01/2014 00:00,,,,,0.01,0.03,0.34,0.019,,0.004,,,,8.6,,
19/02/2014 00:00,,25.5,,7.9,0.005,0.1,0.42,0.025,,0.006,,,,14.5,,
19/02/2014 00:00,,,,,0.01,0.1,0.44,0.024,,0.006,,,,13.3,,
12/03/2014 00:00,,24.5,,7.7,0.005,0.06,0.33,0.019,,0.005,,,,9.4,,
12/03/2014 00:00,,,,,0.005,0.06,0.32,0.02,,0.004,,,,10.1,,
04/04/2014 00:00,,22.7,,7.6,0.02,0.25,0.61,0.028,,0.013,,,,5.1,,
04/04/2014 00:00,,,,,0.02,0.25,0.61,0.027,,0.016,,,,5.5,,
22/04/2014 00:00,,18.9,,8.3,0.01,0.2,0.43,0.018,,0.005,,,,6.1,,
22/04/2014 00:00,,,,,0.01,0.2,0.44,0.018,,0.005,,,,6.5,,
13/05/2014 00:00,,19,,9.4,0.01,0.33,0.55,0.022,,0.008,,,,4.5,,
13/05/2014 00:00,,,,,0.01,0.33,0.58,0.023,,0.008,,,,4.8,,
05/06/2014 00:00,,16.3,,9.9,0.01,0.31,0.56,0.019,,0.005,,,,6.8,,
05/06/2014 00:00,,,,,0.01,0.31,0.53,0.019,,0.005,,,,7.2,,
24/06/2014 00:00,,13.7,,10.4,0.005,0.3,0.51,0.016,,0.005,,,,4.9,,
24/06/2014 00:00,,,,,0.005,0.3,0.53,0.016,,0.005,,,,3.9,,
16/07/2014 00:00,,13.7,,10.9,0.01,0.27,0.46,0.012,,0.004,,,,4.4,,
16/07/2014 00:00,,,,,0.01,0.27,0.48,0.012,,0.004,,,,6.7,,
16/07/2014 00:00,,,,,,,,,,,,,,,,
07/08/2014 00:00,,12.3,,11.1,0.005,0.26,0.49,0.015,,0.002,,,,7.1,,
07/08/2014 00:00,,,,,0.005,0.26,0.51,0.015,,0.003,,,,6.8,,
07/08/2014 00:00,,,,,,,,,,,,,,,,
29/08/2014 00:00,,13.8,,10.8,0.06,0.24,0.74,0.078,,0.022,,,,2.7,,
29/08/2014 00:00,,,,,0.06,0.24,0.7,0.071,,0.022,,,,2.1,,
29/08/2014 00:00,,,,,,,,,,,,,,,,
19/09/2014 00:00,,17.6,,9.8,0.01,0.16,0.45,0.022,,0.005,,,,5.6,,
19/09/2014 00:00,,,,,0.01,0.16,0.42,0.022,,0.005,,,,5.8,,
19/09/2014 00:00,,,,,,,,,,,,,,,,
09/10/2014 00:00,,22,,8.3,0.01,0.09,0.26,0.019,,0.004,,,,7.4,,
09/10/2014 00:00,,,,,0.01,0.09,0.34,0.021,,0.004,,,,7.9,,
09/10/2014 00:00,,,,,,,,,,,,,,,,
29/10/2014 00:00,,23.2,,8.8,0.01,0.12,0.43,0.022,,0.006,,,,8.8,,
29/10/2014 00:00,,,,,0.005,0.12,0.42,0.022,,0.006,,,,8.4,,
29/10/2014 00:00,,,,,,,,,,,,,,,,
21/11/2014 00:00,,27.9,,8.9,0.005,0.04,0.32,0.015,,0.004,,,,7,,
21/11/2014 00:00,,,,,0.005,0.04,0.32,0.014,,0.004,,,,7.4,,
21/11/2014 00:00,,,,,,,,,,,,,,,,
16/12/2014 00:00,,26,,6.9,0.02,0.14,0.48,0.027,,0.007,,,,8.6,,
16/12/2014 00:00,,,,,0.02,0.14,0.45,0.025,,0.007,,,,9.3,,
16/12/2014 00:00,,,,,,,,,,,,,,,,
09/01/2015 00:00,,29.5,,8.1,0.005,0.01,0.36,0.021,,0.006,,,,9.3,,
09/01/2015 00:00,,,,,0.005,0.01,0.33,0.019,,0.005,,,,9.8,,
09/01/2015 00:00,,,,,,,,,,,,,,,,
22/01/2015 00:00,,27.2,,7.3,0.005,0.16,0.58,0.029,,0.006,,,,6.7,,
22/01/2015 00:00,,,,,0.005,0.16,0.56,0.026,,0.006,,,,9,,
22/01/2015 00:00,,,,,,,,,,,,,,,,
13/02/2015 00:00,,,,,,,,,,,,,,,,
13/02/2015 00:00,,,,,,,,,,,,,,,,
13/02/2015 00:00,,,,,,,,,,,,,,,,
20/02/2015 00:00,,25.5,,7,0.01,0.17,0.53,0.021,,0.005,,,,8.6,,
20/02/2015 00:00,,,,,0.01,0.17,0.52,0.02,,0.005,,,,8,,
03/03/2015 00:00,,,,,,,,,,,,,,,,
11/03/2015 00:00,,25.4,,7.1,0.01,0.17,0.49,0.019,,0.006,,,,4.4,,
11/03/2015 00:00,,,,,0.01,0.17,0.51,0.02,,0.005,,,,4.5,,
26/03/2015 00:00,,23.2,,7.4,0.01,0.32,0.65,0.025,,0.007,,,,4.9,,
26/03/2015 00:00,,,,,0.01,0.32,0.65,0.024,,0.007,,,,4.2,,
26/03/2015 00:00,,,,,,,,,,,,,,,,
17/04/2015 00:00,,,,,,,,,,,,,,,,
17/04/2015 00:00,,,,,,,,,,,,,,,,
17/04/2015 00:00,,,,,,,,,,,,,,,,
01/05/2015 00:00,,,,,,,,,,,,,,,,
01/05/2015 00:00,,,,,,,,,,,,,,,,
01/05/2015 00:00,,,,,,,,,,,,,,,,
05/05/2015 00:00,,17,,9.3,0.03,0.21,0.55,0.032,,0.023,,,,1.1,,
05/05/2015 00:00,,,,,0.03,0.21,0.52,0.032,,0.022,,,,1.1,,
05/05/2015 00:00,,,,,,,,,,,,,,,,
28/05/2015 00:00,,,,,,,,,,,,,,,,
28/05/2015 00:00,,,,,,,,,,,,,,,,
28/05/2015 00:00,,,,,,,,,,,,,,,,
03/06/2015 00:00,,13.3,,10.5,0.02,0.33,0.62,0.017,,0.008,,,,1.7,,
03/06/2015 00:00,,,,,0.01,0.33,0.6,0.016,,0.008,,,,2,,
03/06/2015 00:00,,,,,,,,,,,,,,,,
18/06/2015 00:00,,13.3,,9.5,0.06,0.57,0.87,0.025,,0.009,,,,2.8,,
18/06/2015 00:00,,,,,0.05,0.57,0.8,0.025,,0.009,,,,2.9,,
18/06/2015 00:00,,,,,,,,,,,,,,,,
17/07/2015 00:00,,,,,,,,,,,,,,,,
17/07/2015 00:00,,,,,,,,,,,,,,,,
17/07/2015 00:00,,,,,,,,,,,,,,,,
24/07/2015 00:00,,,,,0.01,0.39,0.7,0.021,,0.007,,,,3.4,,
24/07/2015 00:00,,12.5,,11,0.01,0.4,0.7,0.018,,0.007,,,,3.4,,
24/07/2015 00:00,,,,,,,,,,,,,,,,
08/08/2015 00:00,,10.3,,11,0.005,0.52,0.8,0.016,,0.007,,,,3.7,,
08/08/2015 00:00,,,,,0.01,0.52,0.8,0.016,,0.008,,,,3.6,,
08/08/2015 00:00,,,,,,,,,,,,,,,,
27/08/2015 00:00,,,,,,,,,,,,,,,,
27/08/2015 00:00,,,,,,,,,,,,,,,,
27/08/2015 00:00,,,,,,,,,,,,,,,,
18/09/2015 00:00,,18.1,,9.8,0.01,0.11,0.45,0.016,,0.005,,,,4.6,,
18/09/2015 00:00,,,,,0.01,0.12,0.45,0.018,,0.005,,,,4.5,,
18/09/2015 00:00,,,,,,,,,,,,,,,,
15/10/2015 00:00,,22.4,,9.3,0.02,0.2,0.51,0.017,,0.004,,,,3.2,,
15/10/2015 00:00,,,,,0.02,0.2,0.51,0.02,,0.004,,,,3.2,,
30/10/2015 00:00,,21.4,,8.9,0.01,0.29,0.51,0.015,,0.004,,,,3.2,,
30/10/2015 00:00,,,,,0.01,0.29,0.51,0.014,,0.004,,,,3,,
17/11/2015 00:00,,22.2,,8,0.01,0.33,0.68,0.02,,0.005,,,,9,,
17/11/2015 00:00,,,,,0.005,0.33,0.66,0.019,,0.005,,,,6.5,,
09/12/2015 00:00,,25.8,,8.8,0.005,0.01,0.45,0.023,,0.005,,,,50.2,,
09/12/2015 00:00,,,,,0.005,0.01,0.46,0.022,,0.005,,,,46.3,,
05/01/2016 00:00,,,,,,,,,,,,,,,,
05/01/2016 00:00,,,,,,,,,,,,,,,,
14/01/2016 00:00,,26.5,,7.2,0.01,0.19,0.53,0.027,,0.008,,,,11.9,,
14/01/2016 00:00,,,,,0.01,0.18,0.54,0.028,,0.008,,,,11.8,,
21/01/2016 00:00,,28.9,,7.5,0.01,0.16,0.52,0.024,,0.006,,,,8.5,,
21/01/2016 00:00,,,,,0.01,0.15,0.49,0.018,,0.006,,,,4.3,,
21/01/2016 00:00,,28.3,,7.8,0.01,0.15,0.51,0.022,,0.007,,,,5.9,,
27/01/2016 00:00,,25.3,,6.7,0.01,0.17,0.5,0.02,,0.007,,,,5.6,,
