Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3, BGA _ugL,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL
16/08/2018 21:30:00,0.22,13.4,,11.99,,,,,,,,,,23.63,33.85,,
16/08/2018 22:00:00,0.22,13.35,,11.95,,,,,,,,,,22.75,32.37,,
16/08/2018 22:30:00,0.22,13.36,,11.94,,,,,,,,,,22.58,31.95,,
16/08/2018 23:00:00,0.22,13.34,,11.92,,,,,,,,,,25.7,39.67,,
16/08/2018 23:30:00,0.22,13.31,,11.91,,,,,,,,,,28.7,36.48,,
17/08/2018 00:00:00,0.22,13.26,,11.9,,,,,,,,,,22.63,35.02,,
17/08/2018 00:30:00,0.22,13.28,,11.89,,,,,,,,,,31.33,62.32,,
17/08/2018 01:00:00,0.22,13.24,,11.87,,,,,,,,,,26.29,31.99,,
17/08/2018 01:30:00,0.22,13.2,,11.87,,,,,,,,,,22.66,33.36,,
17/08/2018 02:00:00,0.22,13.15,,11.85,,,,,,,,,,23.38,31.15,,
17/08/2018 02:30:00,0.23,13.08,,11.83,,,,,,,,,,20.73,36.68,,
17/08/2018 03:00:00,0.23,13.02,,11.81,,,,,,,,,,22.15,37.63,,
17/08/2018 03:30:00,0.23,12.97,,11.8,,,,,,,,,,20.75,34.83,,
17/08/2018 04:00:00,0.24,12.87,,11.79,,,,,,,,,,21.11,34.33,,
17/08/2018 04:30:00,0.24,12.84,,11.79,,,,,,,,,,20.12,32.06,,
17/08/2018 05:00:00,0.25,12.82,,11.77,,,,,,,,,,21.75,34.11,,
17/08/2018 05:30:00,0.25,12.79,,11.78,,,,,,,,,,21.1,33.56,,
17/08/2018 06:00:00,0.24,12.76,,11.76,,,,,,,,,,26.85,33.94,,
17/08/2018 06:30:00,0.24,12.77,,11.72,,,,,,,,,,22.54,32.57,,
17/08/2018 07:00:00,0.23,12.78,,11.7,,,,,,,,,,21.08,28.26,,
17/08/2018 07:30:00,0.23,12.8,,11.69,,,,,,,,,,21.28,30.26,,
17/08/2018 08:00:00,0.23,12.9,,11.71,,,,,,,,,,19.95,26.24,,
17/08/2018 08:30:00,0.22,13.05,,11.77,,,,,,,,,,18.22,25.5,,
17/08/2018 09:00:00,0.22,13.18,,11.78,,,,,,,,,,18.37,26.11,,
17/08/2018 09:30:00,0.22,13.34,,11.82,,,,,,,,,,16.52,22.32,,
17/08/2018 10:00:00,0.22,13.45,,11.84,,,,,,,,,,16.97,24,,
17/08/2018 10:30:00,0.22,13.51,,11.87,,,,,,,,,,13.7,21.58,,
17/08/2018 11:00:00,0.22,13.57,,11.9,,,,,,,,,,13.85,19.16,,
17/08/2018 11:30:00,0.22,13.64,,11.92,,,,,,,,,,14.4,19.45,,
17/08/2018 12:00:00,0.22,13.89,,11.89,,,,,,,,,,13.81,19.48,,
17/08/2018 12:30:00,0.22,13.78,,12,,,,,,,,,,12.88,18.02,,
17/08/2018 13:00:00,0.22,13.78,,11.96,,,,,,,,,,15.61,20.51,,
17/08/2018 13:30:00,0.22,13.72,,11.93,,,,,,,,,,16.23,23,,
17/08/2018 14:00:00,0.22,13.71,,11.99,,,,,,,,,,22.35,26.33,,
17/08/2018 14:30:00,0.22,13.76,,12.05,,,,,,,,,,18.8,25.11,,
17/08/2018 15:00:00,0.23,13.73,,12.1,,,,,,,,,,23.19,26.05,,
17/08/2018 15:30:00,0.23,13.63,,12.1,,,,,,,,,,16.9,24.14,,
17/08/2018 16:00:00,0.23,13.61,,12.09,,,,,,,,,,18.42,25.86,,
17/08/2018 16:30:00,0.24,13.54,,12.07,,,,,,,,,,21.11,28.43,,
17/08/2018 17:00:00,0.24,13.5,,12.05,,,,,,,,,,20.3,32,,
17/08/2018 17:30:00,0.24,13.44,,12.05,,,,,,,,,,24.82,34.15,,
17/08/2018 18:00:00,0.25,13.32,,12.05,,,,,,,,,,27.66,34.54,,
17/08/2018 18:30:00,0.24,13.26,,12.04,,,,,,,,,,23.41,40.71,,
17/08/2018 19:00:00,0.24,13.19,,12.05,,,,,,,,,,24.46,40.77,,
17/08/2018 19:30:00,0.24,13.14,,12.01,,,,,,,,,,24.79,47.4,,
17/08/2018 20:00:00,0.23,13.14,,12.02,,,,,,,,,,23.89,34.48,,
17/08/2018 20:30:00,0.23,13.19,,11.93,,,,,,,,,,24.84,35.05,,
17/08/2018 21:00:00,0.23,13.21,,12.02,,,,,,,,,,26.3,37.88,,
17/08/2018 21:30:00,0.23,13.23,,12.01,,,,,,,,,,22.61,40.47,,
17/08/2018 22:00:00,0.22,13.24,,12.01,,,,,,,,,,23.95,36.2,,
17/08/2018 22:30:00,0.22,13.23,,11.99,,,,,,,,,,24.42,36.26,,
17/08/2018 23:00:00,0.22,13.22,,11.95,,,,,,,,,,26.72,40.39,,
17/08/2018 23:30:00,0.22,13.17,,11.92,,,,,,,,,,26.05,40.44,,
18/08/2018 00:00:00,0.22,13.17,,11.9,,,,,,,,,,28.77,37.34,,
18/08/2018 00:30:00,0.22,13.09,,11.87,,,,,,,,,,23.58,33.79,,
18/08/2018 01:00:00,0.22,13.11,,11.88,,,,,,,,,,25.2,35.62,,
18/08/2018 01:30:00,0.22,13.15,,11.86,,,,,,,,,,31.9,37.86,,
18/08/2018 02:00:00,0.22,13.13,,11.85,,,,,,,,,,24.33,36.54,,
18/08/2018 02:30:00,0.22,13.12,,11.85,,,,,,,,,,22.04,38.46,,
18/08/2018 03:00:00,0.22,13.03,,11.83,,,,,,,,,,22.76,43.26,,
18/08/2018 03:30:00,0.23,12.95,,11.8,,,,,,,,,,23.01,35.25,,
18/08/2018 04:00:00,0.23,12.94,,11.78,,,,,,,,,,25.89,37.31,,
18/08/2018 04:30:00,0.23,12.85,,11.78,,,,,,,,,,26.92,42.05,,
18/08/2018 05:00:00,0.24,12.83,,11.76,,,,,,,,,,27.5,33.64,,
18/08/2018 05:30:00,0.24,12.81,,11.76,,,,,,,,,,21.2,34.42,,
18/08/2018 06:00:00,0.24,12.76,,11.73,,,,,,,,,,24.4,34.67,,
18/08/2018 06:30:00,0.24,12.75,,11.73,,,,,,,,,,21.49,32.94,,
18/08/2018 07:00:00,0.24,12.73,,11.72,,,,,,,,,,21.2,32.97,,
18/08/2018 07:30:00,0.23,12.74,,11.72,,,,,,,,,,20.92,28.1,,
18/08/2018 08:00:00,0.23,12.86,,11.72,,,,,,,,,,18.52,26.1,,
18/08/2018 08:30:00,0.23,12.98,,11.77,,,,,,,,,,16.92,30.04,,
18/08/2018 09:00:00,0.23,13.12,,11.81,,,,,,,,,,16.58,23.1,,
18/08/2018 09:30:00,0.22,13.27,,11.85,,,,,,,,,,15.13,22.18,,
18/08/2018 10:00:00,0.22,13.4,,11.88,,,,,,,,,,15.86,22.46,,
18/08/2018 10:30:00,0.22,13.53,,11.91,,,,,,,,,,15.63,24.96,,
18/08/2018 11:00:00,0.22,13.61,,11.93,,,,,,,,,,13.77,23.78,,
18/08/2018 11:30:00,0.22,13.72,,11.94,,,,,,,,,,15.13,21.26,,
18/08/2018 12:00:00,0.22,13.82,,11.96,,,,,,,,,,13.78,19.22,,
18/08/2018 12:30:00,0.22,13.87,,12.04,,,,,,,,,,14.68,20.15,,
18/08/2018 13:00:00,0.22,13.95,,12.06,,,,,,,,,,16.78,20.17,,
18/08/2018 13:30:00,0.22,13.82,,12.02,,,,,,,,,,15.31,21.18,,
18/08/2018 14:00:00,0.22,13.87,,12.03,,,,,,,,,,14.39,19.81,,
18/08/2018 14:30:00,0.22,13.83,,12.07,,,,,,,,,,15.16,19.68,,
18/08/2018 15:00:00,0.22,13.85,,12.13,,,,,,,,,,21.11,31.27,,
18/08/2018 15:30:00,0.22,13.79,,12.19,,,,,,,,,,18,24.49,,
18/08/2018 16:00:00,0.23,13.69,,12.15,,,,,,,,,,18.78,25.4,,
18/08/2018 16:30:00,0.23,13.63,,12.11,,,,,,,,,,23.51,27.35,,
18/08/2018 17:00:00,0.24,13.53,,12.09,,,,,,,,,,21.15,33.29,,
18/08/2018 17:30:00,0.24,13.42,,12.08,,,,,,,,,,21.5,34.08,,
18/08/2018 18:00:00,0.24,13.35,,12.09,,,,,,,,,,26.06,40.58,,
18/08/2018 18:30:00,0.25,13.3,,12.07,,,,,,,,,,26.51,35.52,,
18/08/2018 19:00:00,0.25,13.25,,12.04,,,,,,,,,,22.03,33.75,,
18/08/2018 19:30:00,0.24,13.2,,12.02,,,,,,,,,,24.11,34.38,,
18/08/2018 20:00:00,0.24,13.17,,12.02,,,,,,,,,,21.5,34.16,,
18/08/2018 20:30:00,0.24,13.14,,11.97,,,,,,,,,,23.46,36.29,,
18/08/2018 21:00:00,0.23,13.16,,11.99,,,,,,,,,,23.76,36.62,,
18/08/2018 21:30:00,0.23,13.21,,12,,,,,,,,,,24.52,38.21,,
18/08/2018 22:00:00,0.23,13.27,,12.01,,,,,,,,,,26.05,37.74,,
18/08/2018 22:30:00,0.22,13.27,,11.99,,,,,,,,,,25.28,36.94,,
18/08/2018 23:00:00,0.22,13.33,,11.96,,,,,,,,,,45.12,38.69,,
18/08/2018 23:30:00,0.22,13.33,,11.92,,,,,,,,,,25.36,35.71,,
19/08/2018 00:00:00,0.22,13.31,,11.86,,,,,,,,,,22.77,39.92,,
19/08/2018 00:30:00,0.22,13.32,,11.84,,,,,,,,,,25.09,38.05,,
19/08/2018 01:00:00,0.22,13.34,,11.84,,,,,,,,,,24.53,40.5,,
19/08/2018 01:30:00,0.22,13.31,,11.82,,,,,,,,,,26.27,37.71,,
19/08/2018 02:00:00,0.22,13.24,,11.79,,,,,,,,,,33.02,40.84,,
19/08/2018 02:30:00,0.22,13.26,,11.78,,,,,,,,,,26.6,36.38,,
19/08/2018 03:00:00,0.22,13.27,,11.77,,,,,,,,,,24.51,35.96,,
19/08/2018 03:30:00,0.22,13.22,,11.76,,,,,,,,,,23.75,35.96,,
19/08/2018 04:00:00,0.22,13.22,,11.76,,,,,,,,,,23.76,40.54,,
19/08/2018 04:30:00,0.22,13.18,,11.76,,,,,,,,,,27.14,33.93,,
19/08/2018 05:00:00,0.23,13.07,,11.73,,,,,,,,,,32.94,37.07,,
19/08/2018 05:30:00,0.23,13.09,,11.73,,,,,,,,,,28.97,38.48,,
19/08/2018 06:00:00,0.23,13,,11.71,,,,,,,,,,27.33,37.36,,
19/08/2018 06:30:00,0.23,12.96,,11.56,,,,,,,,,,25.96,37.41,,
19/08/2018 07:00:00,0.23,12.88,,11.58,,,,,,,,,,20.44,30.03,,
19/08/2018 07:30:00,0.23,12.88,,11.68,,,,,,,,,,20.22,28.21,,
19/08/2018 08:00:00,0.23,12.92,,11.7,,,,,,,,,,22.79,26.62,,
19/08/2018 08:30:00,0.23,13.04,,11.77,,,,,,,,,,17.82,27.27,,
19/08/2018 09:00:00,0.22,13.12,,11.8,,,,,,,,,,16.36,24.16,,
19/08/2018 09:30:00,0.22,13.25,,11.83,,,,,,,,,,17.9,25.57,,
19/08/2018 10:00:00,0.22,13.38,,11.87,,,,,,,,,,15.72,21.33,,
19/08/2018 10:30:00,0.22,13.43,,11.9,,,,,,,,,,14.25,20.88,,
19/08/2018 11:00:00,0.22,13.46,,11.91,,,,,,,,,,14.33,22.55,,
19/08/2018 11:30:00,0.22,13.54,,11.91,,,,,,,,,,15.07,21.38,,
19/08/2018 12:00:00,0.22,13.59,,11.92,,,,,,,,,,16.64,21.93,,
19/08/2018 12:30:00,0.22,13.64,,11.97,,,,,,,,,,15.13,20.77,,
19/08/2018 13:00:00,0.21,13.69,,11.98,,,,,,,,,,15.72,21.85,,
19/08/2018 13:30:00,0.21,13.77,,11.97,,,,,,,,,,15.28,22.16,,
19/08/2018 14:00:00,0.21,13.74,,12.06,,,,,,,,,,13.14,21.41,,
19/08/2018 14:30:00,0.22,13.68,,12.01,,,,,,,,,,16.49,26.26,,
19/08/2018 15:00:00,0.22,13.7,,12.02,,,,,,,,,,17.86,24.65,,
19/08/2018 15:30:00,0.22,13.65,,12.01,,,,,,,,,,18.8,26.66,,
19/08/2018 16:00:00,0.22,13.62,,12.06,,,,,,,,,,20.48,32.71,,
19/08/2018 16:30:00,0.22,13.59,,12.14,,,,,,,,,,19.89,28.86,,
19/08/2018 17:00:00,0.22,13.51,,12.16,,,,,,,,,,24.36,33.52,,
19/08/2018 17:30:00,0.23,13.36,,12.12,,,,,,,,,,22.83,35.69,,
19/08/2018 18:00:00,0.23,13.29,,12.13,,,,,,,,,,25.07,36.3,,
19/08/2018 18:30:00,0.23,13.21,,12.08,,,,,,,,,,24.68,35.17,,
19/08/2018 19:00:00,0.24,13.14,,12.05,,,,,,,,,,24.98,36.68,,
19/08/2018 19:30:00,0.24,13.11,,12.04,,,,,,,,,,30.53,38.13,,
19/08/2018 20:00:00,0.24,13.05,,12.02,,,,,,,,,,24.79,34.1,,
19/08/2018 20:30:00,0.24,13.02,,12.02,,,,,,,,,,24.58,37.66,,
19/08/2018 21:00:00,0.23,12.98,,12.01,,,,,,,,,,25.12,36.3,,
19/08/2018 21:30:00,0.23,12.96,,11.99,,,,,,,,,,24.29,41.13,,
19/08/2018 22:00:00,0.23,12.93,,11.98,,,,,,,,,,26.15,47.87,,
19/08/2018 22:30:00,0.23,12.94,,11.97,,,,,,,,,,24.9,40.01,,
19/08/2018 23:00:00,0.22,12.96,,11.95,,,,,,,,,,25.47,40.81,,
19/08/2018 23:30:00,0.22,13.02,,11.92,,,,,,,,,,32.83,46.05,,
20/08/2018 00:00:00,0.22,12.98,,11.9,,,,,,,,,,26.92,39.22,,
20/08/2018 00:30:00,0.22,13.01,,11.87,,,,,,,,,,28.14,42.22,,
20/08/2018 01:00:00,0.22,12.98,,11.84,,,,,,,,,,30.17,44.76,,
20/08/2018 01:30:00,0.22,12.95,,11.78,,,,,,,,,,55.29,64.26,,
20/08/2018 02:00:00,0.22,12.92,,11.77,,,,,,,,,,33.6,49.73,,
20/08/2018 02:30:00,0.21,12.85,,11.76,,,,,,,,,,28.81,45.01,,
20/08/2018 03:00:00,0.21,12.73,,11.72,,,,,,,,,,37.34,49.29,,
20/08/2018 03:30:00,0.21,12.84,,11.74,,,,,,,,,,28.55,44.89,,
20/08/2018 04:00:00,0.22,12.86,,11.72,,,,,,,,,,27.09,42.95,,
20/08/2018 04:30:00,0.22,12.81,,11.69,,,,,,,,,,31.49,38.4,,
20/08/2018 05:00:00,0.22,12.81,,11.72,,,,,,,,,,27.88,40.11,,
20/08/2018 05:30:00,0.22,12.8,,11.72,,,,,,,,,,26.93,37.5,,
20/08/2018 06:00:00,0.22,12.76,,11.72,,,,,,,,,,25.62,35.39,,
20/08/2018 06:30:00,0.22,12.74,,11.69,,,,,,,,,,22.75,34.52,,
20/08/2018 07:00:00,0.23,12.64,,11.7,,,,,,,,,,23.68,36.72,,
20/08/2018 07:30:00,0.23,12.58,,11.7,,,,,,,,,,20.71,32.91,,
20/08/2018 08:00:00,0.23,12.66,,11.72,,,,,,,,,,20.08,30.76,,
20/08/2018 08:30:00,0.23,12.73,,11.66,,,,,,,,,,24.24,35.76,,
20/08/2018 09:00:00,0.23,12.93,,11.87,,,,,,,,,,13.59,18.44,,
20/08/2018 09:30:00,0.23,12.98,,11.93,,,,,,,,,,17.11,22.9,,
20/08/2018 10:00:00,0.23,13.07,,11.98,,,,,,,,,,16.41,26.2,,
20/08/2018 10:30:00,0.22,13.14,,12.02,,,,,,,,,,14.69,21.76,,
20/08/2018 11:00:00,0.22,13.23,,12.01,,,,,,,,,,14.96,20.95,,
20/08/2018 11:30:00,0.22,13.32,,12,,,,,,,,,,15.87,21.44,,
20/08/2018 12:00:00,0.22,13.42,,12,,,,,,,,,,15.04,23.22,,
20/08/2018 12:30:00,0.22,13.45,,12.01,,,,,,,,,,17.06,23.8,,
20/08/2018 13:00:00,0.22,13.52,,12.05,,,,,,,,,,15.22,23.59,,
20/08/2018 13:30:00,0.22,13.61,,12.04,,,,,,,,,,15.28,20.72,,
20/08/2018 14:00:00,0.22,13.66,,12.11,,,,,,,,,,18.46,27.13,,
20/08/2018 14:30:00,0.22,13.89,,12.12,,,,,,,,,,14.69,21.1,,
20/08/2018 15:00:00,0.22,13.77,,12.17,,,,,,,,,,15.64,22.76,,
20/08/2018 15:30:00,0.22,13.67,,12.07,,,,,,,,,,18.4,26.15,,
20/08/2018 16:00:00,0.22,13.63,,12.08,,,,,,,,,,20.4,28.16,,
20/08/2018 16:30:00,0.22,13.6,,12.08,,,,,,,,,,20.39,29.47,,
20/08/2018 17:00:00,0.22,13.63,,12.24,,,,,,,,,,25.21,39.91,,
20/08/2018 17:30:00,0.23,13.51,,12.3,,,,,,,,,,25.07,41.94,,
20/08/2018 18:00:00,0.23,13.33,,12.24,,,,,,,,,,24.76,38.75,,
20/08/2018 18:30:00,0.23,13.19,,12.2,,,,,,,,,,25.84,38.5,,
20/08/2018 19:00:00,0.24,13.07,,12.16,,,,,,,,,,24.81,34.95,,
20/08/2018 19:30:00,0.24,13,,12.15,,,,,,,,,,28.75,44.76,,
20/08/2018 20:00:00,0.24,12.94,,12.16,,,,,,,,,,31.26,51.66,,
20/08/2018 20:30:00,0.25,12.94,,12.18,,,,,,,,,,26.2,41.39,,
20/08/2018 21:00:00,0.25,12.9,,12.17,,,,,,,,,,25.65,37.96,,
20/08/2018 21:30:00,0.25,12.86,,12.17,,,,,,,,,,23.92,37.49,,
20/08/2018 22:00:00,0.24,12.86,,12.12,,,,,,,,,,24.35,37.36,,
20/08/2018 22:30:00,0.24,12.82,,12.1,,,,,,,,,,24.52,39.19,,
20/08/2018 23:00:00,0.24,12.81,,12.05,,,,,,,,,,31.99,38.96,,
20/08/2018 23:30:00,0.23,12.8,,12.03,,,,,,,,,,26.83,42.31,,
21/08/2018 00:00:00,0.23,12.84,,12.02,,,,,,,,,,27.85,38.1,,
21/08/2018 00:30:00,0.23,12.84,,12.02,,,,,,,,,,25.62,41.53,,
21/08/2018 01:00:00,0.22,12.87,,12.02,,,,,,,,,,29.2,41.98,,
21/08/2018 01:30:00,0.22,12.9,,12,,,,,,,,,,32.08,46.46,,
21/08/2018 02:00:00,0.22,12.87,,11.97,,,,,,,,,,24.42,37.65,,
21/08/2018 02:30:00,0.22,12.88,,11.92,,,,,,,,,,27.49,41.01,,
21/08/2018 03:00:00,0.22,12.84,,11.89,,,,,,,,,,26.27,42.87,,
21/08/2018 03:30:00,0.22,12.77,,11.86,,,,,,,,,,29.92,42.43,,
21/08/2018 04:00:00,0.22,12.69,,11.83,,,,,,,,,,31.74,44.01,,
21/08/2018 04:30:00,0.22,12.71,,11.82,,,,,,,,,,33.19,46.25,,
21/08/2018 05:00:00,0.22,12.77,,11.84,,,,,,,,,,26.64,41.75,,
21/08/2018 05:30:00,0.22,12.77,,11.82,,,,,,,,,,31.53,50.87,,
21/08/2018 06:00:00,0.22,12.73,,11.83,,,,,,,,,,24.33,36.32,,
21/08/2018 06:30:00,0.22,12.73,,11.84,,,,,,,,,,28.95,43.39,,
21/08/2018 07:00:00,0.22,12.69,,11.81,,,,,,,,,,26.61,36.65,,
21/08/2018 07:30:00,0.23,12.62,,11.81,,,,,,,,,,22.77,33.25,,
21/08/2018 08:00:00,0.23,12.67,,11.82,,,,,,,,,,20.28,29.07,,
21/08/2018 08:30:00,0.23,12.77,,11.82,,,,,,,,,,22.91,28.75,,
21/08/2018 09:00:00,0.23,12.87,,11.81,,,,,,,,,,23.72,33.93,,
21/08/2018 09:30:00,0.23,13.05,,11.94,,,,,,,,,,14.27,22.69,,
21/08/2018 10:00:00,0.23,13.12,,12.02,,,,,,,,,,13.78,21.81,,
21/08/2018 10:30:00,0.23,13.18,,12.16,,,,,,,,,,17.82,24.11,,
21/08/2018 11:00:00,0.23,13.26,,12.24,,,,,,,,,,14.84,22.52,,
21/08/2018 11:30:00,0.22,13.32,,12.27,,,,,,,,,,14.93,22.88,,
21/08/2018 12:00:00,0.22,13.41,,12.24,,,,,,,,,,14.26,19.39,,
21/08/2018 12:30:00,0.22,13.43,,12.14,,,,,,,,,,20.39,26.5,,
21/08/2018 13:00:00,0.22,13.48,,12.11,,,,,,,,,,14.79,21.79,,
21/08/2018 13:30:00,0.22,13.54,,12.13,,,,,,,,,,19.5,26.96,,
21/08/2018 14:00:00,0.22,13.64,,12.11,,,,,,,,,,20.14,28.51,,
21/08/2018 14:30:00,0.22,13.66,,12.2,,,,,,,,,,17.09,25.34,,
21/08/2018 15:00:00,0.22,13.67,,12.29,,,,,,,,,,18.46,24.39,,
21/08/2018 15:30:00,0.22,13.73,,12.34,,,,,,,,,,20.34,31.56,,
21/08/2018 16:00:00,0.22,13.66,,12.32,,,,,,,,,,22.12,28.51,,
21/08/2018 16:30:00,0.22,13.54,,12.23,,,,,,,,,,26.11,37.3,,
21/08/2018 17:00:00,0.22,13.47,,12.22,,,,,,,,,,28.7,34.24,,
21/08/2018 17:30:00,0.22,13.38,,12.17,,,,,,,,,,27.51,40.6,,
21/08/2018 18:00:00,0.22,13.37,,12.32,,,,,,,,,,28.67,43.49,,
21/08/2018 18:30:00,0.22,13.35,,12.41,,,,,,,,,,26.12,40.3,,
21/08/2018 19:00:00,0.23,13.3,,12.39,,,,,,,,,,27.64,42.62,,
21/08/2018 19:30:00,0.23,13.21,,12.33,,,,,,,,,,29.1,40.7,,
21/08/2018 20:00:00,0.23,13.15,,12.25,,,,,,,,,,32.11,46.7,,
21/08/2018 20:30:00,0.24,13.1,,12.22,,,,,,,,,,29.66,49.12,,
21/08/2018 21:00:00,0.24,13.07,,12.2,,,,,,,,,,33.72,58.04,,
21/08/2018 21:30:00,0.24,13.04,,12.2,,,,,,,,,,26.54,45.68,,
21/08/2018 22:00:00,0.24,12.99,,12.12,,,,,,,,,,24.5,40.37,,
21/08/2018 22:30:00,0.24,12.99,,12.18,,,,,,,,,,27.68,42.92,,
21/08/2018 23:00:00,0.24,12.95,,12.14,,,,,,,,,,27.21,38.75,,
21/08/2018 23:30:00,0.24,12.95,,12.13,,,,,,,,,,25.28,39.14,,
22/08/2018 00:00:00,0.23,12.95,,12.13,,,,,,,,,,28.18,42.34,,
22/08/2018 00:30:00,0.23,12.97,,12.16,,,,,,,,,,24.61,39.54,,
22/08/2018 01:00:00,0.23,12.99,,12.13,,,,,,,,,,44.6,43.51,,
22/08/2018 01:30:00,0.22,12.99,,12.11,,,,,,,,,,35.11,51.99,,
22/08/2018 02:00:00,0.22,12.98,,12.06,,,,,,,,,,25.7,44.62,,
22/08/2018 02:30:00,0.22,12.97,,12.02,,,,,,,,,,29.05,46.46,,
22/08/2018 03:00:00,0.22,12.95,,11.93,,,,,,,,,,28.24,44.07,,
22/08/2018 03:30:00,0.22,12.94,,11.89,,,,,,,,,,29.44,51.74,,
22/08/2018 04:00:00,0.22,12.89,,11.87,,,,,,,,,,28.5,41.96,,
22/08/2018 04:30:00,0.22,12.87,,11.86,,,,,,,,,,31.35,53.4,,
22/08/2018 05:00:00,0.21,12.73,,11.82,,,,,,,,,,29.86,44.08,,
22/08/2018 05:30:00,0.21,12.81,,11.84,,,,,,,,,,32.79,46.17,,
22/08/2018 06:00:00,0.22,12.83,,11.82,,,,,,,,,,28.48,45.94,,
22/08/2018 06:30:00,0.22,12.83,,11.81,,,,,,,,,,49.95,54.64,,
22/08/2018 07:00:00,0.22,12.81,,11.83,,,,,,,,,,27.36,42.68,,
22/08/2018 07:30:00,0.22,12.82,,11.84,,,,,,,,,,48.83,52.88,,
22/08/2018 08:00:00,0.22,12.85,,11.87,,,,,,,,,,22.19,30.71,,
22/08/2018 08:30:00,0.22,12.93,,11.89,,,,,,,,,,23.01,30.03,,
22/08/2018 09:00:00,0.23,13.05,,11.91,,,,,,,,,,20.85,29.79,,
22/08/2018 09:30:00,0.23,13.13,,11.93,,,,,,,,,,17.7,26.18,,
22/08/2018 10:00:00,0.23,13.21,,11.98,,,,,,,,,,18.16,27.02,,
22/08/2018 10:30:00,0.23,13.64,,12.07,,,,,,,,,,12.29,17.82,,
22/08/2018 11:00:00,0.23,13.42,,12.19,,,,,,,,,,16.81,24.44,,
22/08/2018 11:30:00,0.23,13.55,,12.35,,,,,,,,,,16.6,23.51,,
22/08/2018 12:00:00,0.22,13.7,,12.41,,,,,,,,,,16.91,24.63,,
22/08/2018 12:30:00,0.22,13.72,,12.44,,,,,,,,,,17.53,24.36,,
22/08/2018 13:00:00,0.22,13.79,,12.42,,,,,,,,,,16.47,23.04,,
22/08/2018 13:30:00,0.22,13.76,,12.3,,,,,,,,,,19.26,32.33,,
22/08/2018 14:00:00,0.22,13.74,,12.31,,,,,,,,,,20.46,28.24,,
22/08/2018 14:30:00,0.22,13.66,,12.24,,,,,,,,,,25.3,40.26,,
22/08/2018 15:00:00,0.22,13.62,,12.23,,,,,,,,,,21.89,34.42,,
22/08/2018 15:30:00,0.21,13.6,,12.29,,,,,,,,,,21.88,32.74,,
22/08/2018 16:00:00,0.21,13.57,,12.36,,,,,,,,,,29.27,42.47,,
22/08/2018 16:30:00,0.21,13.52,,12.35,,,,,,,,,,31.27,44.4,,
22/08/2018 17:00:00,0.22,13.49,,12.27,,,,,,,,,,29.92,40.89,,
22/08/2018 17:30:00,0.22,13.45,,12.32,,,,,,,,,,27.97,43.52,,
22/08/2018 18:00:00,0.22,13.45,,12.31,,,,,,,,,,32.04,47.46,,
22/08/2018 18:30:00,0.22,13.43,,12.43,,,,,,,,,,36.16,50.05,,
22/08/2018 19:00:00,0.22,13.41,,12.48,,,,,,,,,,30.66,45.63,,
22/08/2018 19:30:00,0.22,13.36,,12.44,,,,,,,,,,30.77,49.41,,
22/08/2018 20:00:00,0.23,13.28,,12.38,,,,,,,,,,34.23,48.72,,
22/08/2018 20:30:00,0.23,13.21,,12.31,,,,,,,,,,28.42,42.91,,
22/08/2018 21:00:00,0.23,13.17,,12.29,,,,,,,,,,35.09,43.12,,
22/08/2018 21:30:00,0.24,13.12,,12.28,,,,,,,,,,33.15,46.59,,
22/08/2018 22:00:00,0.24,13.09,,12.29,,,,,,,,,,32.01,46.11,,
22/08/2018 22:30:00,0.25,13.07,,12.27,,,,,,,,,,33.78,56.29,,
22/08/2018 23:00:00,0.25,13.07,,12.26,,,,,,,,,,29.07,45.74,,
22/08/2018 23:30:00,0.24,13.04,,12.24,,,,,,,,,,29.03,44.19,,
23/08/2018 00:00:00,0.24,13.08,,12.21,,,,,,,,,,30.38,46.76,,
23/08/2018 00:30:00,0.24,13.08,,12.16,,,,,,,,,,33.04,50.76,,
23/08/2018 01:00:00,0.23,13.11,,12.14,,,,,,,,,,31.01,45.62,,
23/08/2018 01:30:00,0.23,13.15,,12.13,,,,,,,,,,27.88,42.68,,
23/08/2018 02:00:00,0.23,13.19,,12.12,,,,,,,,,,30.74,45.11,,
23/08/2018 02:30:00,0.22,13.21,,12.03,,,,,,,,,,46.5,56.98,,
23/08/2018 03:00:00,0.22,13.2,,12.09,,,,,,,,,,29.36,43.95,,
23/08/2018 03:30:00,0.22,13.2,,12.07,,,,,,,,,,31.56,46.28,,
23/08/2018 04:00:00,0.22,13.17,,12,,,,,,,,,,33.39,48.98,,
23/08/2018 04:30:00,0.22,13.12,,11.96,,,,,,,,,,32.65,50.01,,
23/08/2018 05:00:00,0.22,13.09,,11.92,,,,,,,,,,38.93,56.7,,
23/08/2018 05:30:00,0.22,13.06,,11.87,,,,,,,,,,33.16,51.94,,
23/08/2018 06:00:00,0.22,13.03,,11.86,,,,,,,,,,32.44,48.96,,
23/08/2018 06:30:00,0.22,13.05,,11.88,,,,,,,,,,32.97,47.85,,
