ISOTIME,Q_m3s,Sal_gperL,Temp_degC,TSS_mgperL,DO_mmolperm3,SiO2_mmolperm3,Ammonium_mmolperm3,NOx_mmolperm3,FRP_mmolperm3,FRP_ADS_mmolperm3,DOC_mmolperm3,POC_mmolperm3,DON_mmolperm3,PON_mmolperm3,DOP_mmolperm3,POP_mmolperm3,PHY_GRN_mmolperm3,PHY_BGA_mmolperm3,PHY_FDIA_mmolperm3,PHY_MDIA_mmolperm3,Crypto_cfuper100mL,Ecoli_cfuper100mL,FC_cfuper100mL,Enterococci_cfuper100mL
04/09/2015 00:00:00,0.2900,0.4500,13.2647,108.9794,275.2109,213.8405,7.7872,31.1487,2.4413,0.0000,1066.6667,158.3333,20.7658,70.0845,1.0279,2.9552,0.0138,0.0110,0.0138,0.0138,0.0000,2751.8021,0.0000,2770.7606
05/09/2015 00:00:00,0.2740,0.4500,13.3763,104.6834,274.6820,210.5383,7.6025,30.4100,2.3673,0.0000,1066.6667,158.3333,20.2734,68.4226,0.9968,2.8657,0.0138,0.0110,0.0138,0.0138,0.0000,2643.5734,0.0000,2668.0739
06/09/2015 00:00:00,0.2760,0.4500,13.4893,101.9304,274.1320,208.4518,7.4861,29.9442,2.3197,0.0000,1066.6667,158.3333,19.9628,67.3745,0.9767,2.8081,0.0138,0.0110,0.0138,0.0138,0.0000,2572.3393,0.0000,2600.2443
07/09/2015 00:00:00,0.3030,0.4500,13.6037,97.6585,273.5609,205.2167,7.3059,29.2237,2.2493,0.0000,1066.6667,158.3333,19.4824,65.7533,0.9471,2.7229,0.0138,0.0110,0.0138,0.0138,0.0000,2465.0996,0.0000,2498.5561
08/09/2015 00:00:00,0.2840,0.4500,13.7193,88.1330,272.9690,198.0024,6.9048,27.6192,2.0962,0.0000,1066.6667,158.3333,18.4128,62.1431,0.8826,2.5375,0.0138,0.0110,0.0138,0.0138,0.0000,2228.7524,0.0000,2274.7501
09/09/2015 00:00:00,0.2650,0.4500,13.8362,71.9806,272.3565,185.7687,6.2231,24.8926,1.8351,0.0000,1066.6667,158.3333,16.5950,56.0083,0.7727,2.2214,0.0138,0.0110,0.0138,0.0138,0.0000,1828.1998,0.0000,1894.9525
10/09/2015 00:00:00,0.2550,0.4500,13.9544,51.6409,271.7234,170.3680,5.3623,21.4491,1.5026,0.0000,1066.6667,158.3333,14.2994,48.2604,0.6327,1.8190,0.0138,0.0110,0.0138,0.0138,0.0000,1323.1917,0.0000,1414.8959
11/09/2015 00:00:00,0.2540,0.4500,14.0737,33.2948,271.0700,156.4878,4.5825,18.3300,1.1982,0.0000,1066.6667,158.3333,12.2200,41.2425,0.5045,1.4504,0.0138,0.0110,0.0138,0.0138,0.0000,866.8700,0.0000,979.0624
12/09/2015 00:00:00,0.2470,0.4500,14.1942,21.1273,270.3965,147.2971,4.0613,16.2451,0.9909,0.0000,1066.6667,158.3333,10.8301,36.5515,0.4172,1.1995,0.0138,0.0110,0.0138,0.0138,0.0000,563.4393,0.0000,686.3297
13/09/2015 00:00:00,0.2370,0.4500,14.3158,14.7183,269.7031,142.4728,3.7820,15.1281,0.8757,0.0000,1066.6667,158.3333,10.0854,34.0383,0.3687,1.0601,0.0138,0.0110,0.0138,0.0138,0.0000,402.8116,0.0000,527.7720
14/09/2015 00:00:00,0.2330,0.4500,14.4385,11.8274,268.9900,140.3142,3.6510,14.6039,0.8175,0.0000,1066.6667,158.3333,9.7359,32.8587,0.3442,0.9896,0.0138,0.0110,0.0138,0.0138,0.0000,329.4428,0.0000,451.3744
15/09/2015 00:00:00,0.2390,0.4500,14.5623,10.6552,268.2574,139.4565,3.5926,14.3702,0.7874,0.0000,1066.6667,158.3333,9.5801,32.3330,0.3315,0.9532,0.0138,0.0110,0.0138,0.0138,0.0000,298.5706,0.0000,415.1379
16/09/2015 00:00:00,0.2330,0.4500,14.6871,10.2165,267.5055,139.1531,3.5654,14.2617,0.7697,0.0000,1066.6667,158.3333,9.5078,32.0889,0.3241,0.9317,0.0138,0.0110,0.0138,0.0138,0.0000,285.6560,0.0000,396.0538
17/09/2015 00:00:00,0.2380,0.4500,14.8129,10.0632,266.7345,139.0644,3.5508,14.2032,0.7572,0.0000,1066.6667,158.3333,9.4688,31.9571,0.3188,0.9166,0.0138,0.0110,0.0138,0.0138,0.0000,279.5280,0.0000,383.6703
18/09/2015 00:00:00,0.7970,0.4500,14.9396,68.1534,265.9447,183.5878,6.1137,24.4548,1.8701,0.0000,1066.6667,158.3333,16.3032,55.0232,0.7874,2.2638,0.0138,0.0110,0.0138,0.0138,0.0000,1747.2383,0.0000,1793.0741
19/09/2015 00:00:00,0.4270,0.4500,15.0672,116.3813,265.1364,219.6191,8.1178,32.4711,2.5935,0.0000,1066.6667,158.3333,21.6474,73.0599,1.0920,3.1395,0.0138,0.0110,0.0138,0.0138,0.0000,2938.0897,0.0000,2940.4541
20/09/2015 00:00:00,0.7180,0.4500,15.1957,117.8859,264.3096,220.5591,8.1559,32.6238,2.5753,0.0000,1066.6667,158.3333,21.7492,73.4035,1.0843,3.1175,0.0138,0.0110,0.0138,0.0138,0.0000,2968.7435,0.0000,2970.2980
21/09/2015 00:00:00,0.5860,0.4500,15.3250,117.3064,263.4648,220.1176,8.1312,32.5247,2.5651,0.0000,1066.6667,158.3333,21.6831,73.1806,1.0800,3.1051,0.0138,0.0110,0.0138,0.0138,0.0000,2953.9707,0.0000,2956.5990
22/09/2015 00:00:00,0.2780,0.4500,15.4551,115.3190,262.6021,218.6381,8.0501,32.2006,2.5371,0.0000,1066.6667,158.3333,21.4671,72.4513,1.0682,3.0712,0.0138,0.0110,0.0138,0.0138,0.0000,2904.7303,0.0000,2910.3080
23/09/2015 00:00:00,0.2530,0.4500,15.5860,110.3231,261.7218,214.9011,7.8431,31.3724,2.4611,0.0000,1066.6667,158.3333,20.9149,70.5879,1.0362,2.9792,0.0138,0.0110,0.0138,0.0138,0.0000,2780.1276,0.0000,2792.7063
24/09/2015 00:00:00,0.2480,0.4500,15.7176,99.3346,260.8241,206.6625,7.3835,29.5340,2.2866,0.0000,1066.6667,158.3333,19.6894,66.4516,0.9628,2.7680,0.0138,0.0110,0.0138,0.0138,0.0000,2505.1071,0.0000,2532.4843
25/09/2015 00:00:00,0.9060,0.4500,15.8498,79.9353,259.9094,192.1117,6.5684,26.2736,1.9721,0.0000,1066.6667,158.3333,17.5158,59.1157,0.8303,2.3872,0.0138,0.0110,0.0138,0.0138,0.0000,2019.0606,0.0000,2071.6627
26/09/2015 00:00:00,0.7810,0.4500,15.9827,110.9087,258.9778,215.5623,7.8967,31.5868,2.5199,0.0000,1066.6667,158.3333,21.0579,71.0704,1.0610,3.0504,0.0138,0.0110,0.0138,0.0138,0.0000,2803.6847,0.0000,2814.5727
27/09/2015 00:00:00,0.4050,0.4500,16.1162,112.6707,258.0297,216.6879,7.9416,31.7663,2.5023,0.0000,1066.6667,158.3333,21.1775,71.4741,1.0536,3.0291,0.0138,0.0110,0.0138,0.0138,0.0000,2841.4269,0.0000,2849.7310
28/09/2015 00:00:00,0.2930,0.4500,16.2503,110.5998,257.0654,215.1157,7.8493,31.3972,2.4605,0.0000,1066.6667,158.3333,20.9315,70.6437,1.0360,2.9785,0.0138,0.0110,0.0138,0.0138,0.0000,2788.9035,0.0000,2798.8834
29/09/2015 00:00:00,0.2690,0.4500,16.3848,104.5433,256.0851,210.6060,7.5935,30.3738,2.3602,0.0000,1066.6667,158.3333,20.2492,68.3411,0.9938,2.8571,0.0138,0.0110,0.0138,0.0138,0.0000,2638.1487,0.0000,2653.7234
30/09/2015 00:00:00,0.2680,0.4500,16.5199,92.4402,255.0891,201.5977,7.0817,28.3269,2.1587,0.0000,1066.6667,158.3333,18.8846,63.7356,0.9089,2.6132,0.0138,0.0110,0.0138,0.0138,0.0000,2337.0352,0.0000,2363.7887
01/10/2015 00:00:00,0.2770,0.4500,16.6553,73.4310,254.0777,187.4539,6.2759,25.1037,1.8385,0.0000,1066.6667,158.3333,16.7358,56.4832,0.7741,2.2255,0.0138,0.0110,0.0138,0.0138,0.0000,1864.2816,0.0000,1908.2884
02/10/2015 00:00:00,0.2250,0.4500,16.7912,51.3109,253.0513,171.0150,5.3366,21.3462,1.4624,0.0000,1066.6667,158.3333,14.2308,48.0290,0.6158,1.7703,0.0138,0.0110,0.0138,0.0138,0.0000,1314.7223,0.0000,1378.2060
03/10/2015 00:00:00,0.2210,0.4500,16.9275,32.7815,252.0101,157.2787,4.5484,18.1938,1.1446,0.0000,1066.6667,158.3333,12.1292,40.9359,0.4819,1.3856,0.0138,0.0110,0.0138,0.0138,0.0000,855.3080,0.0000,934.1157
04/10/2015 00:00:00,0.2210,0.4500,17.0640,21.1104,250.9544,148.6713,4.0509,16.2037,0.9417,0.0000,1066.6667,158.3333,10.8025,36.4584,0.3965,1.1400,0.0138,0.0110,0.0138,0.0138,0.0000,567.1961,0.0000,654.2766
05/10/2015 00:00:00,0.2100,0.4500,17.2008,15.1291,249.8845,144.3113,3.7949,15.1797,0.8350,0.0000,1066.6667,158.3333,10.1198,34.1543,0.3516,1.0108,0.0138,0.0110,0.0138,0.0138,0.0000,421.0126,0.0000,510.7059
06/10/2015 00:00:00,0.2320,0.4500,17.3379,12.4694,248.8008,142.4273,3.6801,14.7204,0.7849,0.0000,1066.6667,158.3333,9.8136,33.1209,0.3305,0.9501,0.0138,0.0110,0.0138,0.0138,0.0000,357.5610,0.0000,446.7050
07/10/2015 00:00:00,0.2230,0.4500,17.4752,11.4104,247.7036,141.7336,3.6335,14.5341,0.7623,0.0000,1066.6667,158.3333,9.6894,32.7017,0.3210,0.9228,0.0138,0.0110,0.0138,0.0138,0.0000,333.8393,0.0000,421.0762
08/10/2015 00:00:00,0.2210,0.4500,17.6126,11.0356,246.5932,141.5455,3.6163,14.4653,0.7519,0.0000,1066.6667,158.3333,9.6435,32.5469,0.3166,0.9102,0.0138,0.0110,0.0138,0.0138,0.0000,326.9305,0.0000,411.8700
09/10/2015 00:00:00,0.2280,0.4500,17.7501,10.9284,245.4699,141.5520,3.6108,14.4432,0.7465,0.0000,1066.6667,158.3333,9.6288,32.4972,0.3143,0.9036,0.0138,0.0110,0.0138,0.0138,0.0000,326.4168,0.0000,409.0971
10/10/2015 00:00:00,0.2190,0.4500,17.8877,10.9180,244.3341,141.6252,3.6097,14.4387,0.7432,0.0000,1066.6667,158.3333,9.6258,32.4871,0.3129,0.8997,0.0138,0.0110,0.0138,0.0138,0.0000,328.0243,0.0000,408.6428
11/10/2015 00:00:00,0.2390,0.4500,18.0254,10.9393,243.1861,141.7166,3.6101,14.4406,0.7409,0.0000,1066.6667,158.3333,9.6270,32.4913,0.3120,0.8969,0.0138,0.0110,0.0138,0.0138,0.0000,330.1341,0.0000,408.9280
12/10/2015 00:00:00,0.2820,0.4500,18.1630,115.7387,242.0262,219.4908,8.1312,32.5250,2.6485,0.0000,1066.6667,158.3333,21.6833,73.1812,1.1151,3.2061,0.0138,0.0110,0.0138,0.0138,0.0000,2933.0219,0.0000,2934.9659
13/10/2015 00:00:00,0.3550,0.4500,18.3006,118.0694,240.8548,220.8663,8.1852,32.7406,2.6103,0.0000,1066.6667,158.3333,21.8271,73.6664,1.0991,3.1599,0.0138,0.0110,0.0138,0.0138,0.0000,2977.4542,0.0000,2978.5043
14/10/2015 00:00:00,0.3550,0.4500,18.4381,117.8820,239.6722,220.6195,8.1648,32.6594,2.5891,0.0000,1066.6667,158.3333,21.7729,73.4836,1.0902,3.1342,0.0138,0.0110,0.0138,0.0138,0.0000,2970.7876,0.0000,2972.5836
15/10/2015 00:00:00,0.2680,0.4500,18.5754,116.7226,238.4789,219.7361,8.1144,32.4576,2.5680,0.0000,1066.6667,158.3333,21.6384,73.0296,1.0813,3.1087,0.0138,0.0110,0.0138,0.0138,0.0000,2941.5123,0.0000,2945.3224
16/10/2015 00:00:00,0.2670,0.4500,18.7126,113.6738,237.2750,217.4714,7.9888,31.9552,2.5220,0.0000,1066.6667,158.3333,21.3034,71.8991,1.0619,3.0529,0.0138,0.0110,0.0138,0.0138,0.0000,2865.4719,0.0000,2874.1085
17/10/2015 00:00:00,0.3060,0.4500,18.8496,106.5862,236.0611,212.2076,7.6955,30.7822,2.4118,0.0000,1066.6667,158.3333,20.5214,69.2599,1.0155,2.9196,0.0138,0.0110,0.0138,0.0138,0.0000,2688.2192,0.0000,2707.6022
18/10/2015 00:00:00,0.2860,0.4500,18.9864,92.4674,234.8374,201.7195,7.1085,28.4341,2.1870,0.0000,1066.6667,158.3333,18.9561,63.9768,0.9209,2.6475,0.0138,0.0110,0.0138,0.0138,0.0000,2334.6350,0.0000,2374.7088
19/10/2015 00:00:00,0.2490,0.4500,19.1228,70.7055,233.6043,185.5644,6.2010,24.8042,1.8357,0.0000,1066.6667,158.3333,16.5361,55.8094,0.7729,2.2221,0.0138,0.0110,0.0138,0.0138,0.0000,1789.6064,0.0000,1860.4326
20/10/2015 00:00:00,0.2340,0.4500,19.2589,47.0394,232.3622,168.0224,5.2114,20.8457,1.4490,0.0000,1066.6667,158.3333,13.8972,46.9029,0.6101,1.7540,0.0138,0.0110,0.0138,0.0138,0.0000,1197.3965,0.0000,1299.7924
21/10/2015 00:00:00,0.3160,0.4500,19.3946,117.7973,231.1114,220.8251,8.1947,32.7787,2.6347,0.0000,1066.6667,158.3333,21.8524,73.7520,1.1093,3.1894,0.0138,0.0110,0.0138,0.0138,0.0000,2972.5081,0.0000,2974.1734
22/10/2015 00:00:00,1.0250,0.4500,19.5300,117.8312,229.8523,220.5788,8.1622,32.6487,2.5862,0.0000,1066.6667,158.3333,21.7658,73.4596,1.0889,3.1306,0.0138,0.0110,0.0138,0.0138,0.0000,2968.1905,0.0000,2970.6705
23/10/2015 00:00:00,1.2120,0.4500,19.6648,117.1438,228.5854,220.3808,8.1734,32.6936,2.6361,0.0000,1066.6667,158.3333,21.7957,73.5605,1.1099,3.1911,0.0138,0.0110,0.0138,0.0138,0.0000,2958.0292,0.0000,2961.2231
24/10/2015 00:00:00,0.3040,0.4500,19.7992,116.5090,227.3109,219.6108,8.1105,32.4418,2.5724,0.0000,1066.6667,158.3333,21.6279,72.9941,1.0831,3.1139,0.0138,0.0110,0.0138,0.0138,0.0000,2936.2989,0.0000,2941.7021
25/10/2015 00:00:00,0.2570,0.4500,19.9331,113.9185,226.0292,217.5771,7.9930,31.9719,2.5173,0.0000,1066.6667,158.3333,21.3146,71.9368,1.0599,3.0473,0.0138,0.0110,0.0138,0.0138,0.0000,2869.6946,0.0000,2880.7554
26/10/2015 00:00:00,0.2500,0.4500,20.0663,107.4103,224.7408,212.6740,7.7246,30.8986,2.4175,0.0000,1066.6667,158.3333,20.5991,69.5218,1.0179,2.9264,0.0138,0.0110,0.0138,0.0138,0.0000,2706.5514,0.0000,2730.8421
27/10/2015 00:00:00,1.3120,0.4500,20.1990,117.7492,223.4459,220.7320,8.1846,32.7386,2.6216,0.0000,1066.6667,158.3333,21.8257,73.6618,1.1038,3.1735,0.0138,0.0110,0.0138,0.0138,0.0000,2969.3146,0.0000,2971.5675
28/10/2015 00:00:00,0.4270,0.4500,20.3310,117.5608,222.1451,220.3668,8.1499,32.5995,2.5798,0.0000,1066.6667,158.3333,21.7330,73.3488,1.0862,3.1229,0.0138,0.0110,0.0138,0.0138,0.0000,2961.1341,0.0000,2964.6442
29/10/2015 00:00:00,0.2680,0.4500,20.4623,115.8946,220.8386,219.0855,8.0785,32.3140,2.5509,0.0000,1066.6667,158.3333,21.5426,72.7064,1.0741,3.0880,0.0138,0.0110,0.0138,0.0138,0.0000,2919.5948,0.0000,2927.2689
30/10/2015 00:00:00,0.2470,0.4500,20.5929,111.2780,219.5269,215.6304,7.8926,31.5703,2.4863,0.0000,1066.6667,158.3333,21.0469,71.0332,1.0469,3.0098,0.0138,0.0110,0.0138,0.0138,0.0000,2805.3334,0.0000,2823.9640
31/10/2015 00:00:00,0.2380,0.4500,20.7227,100.4287,218.2103,207.5094,7.4541,29.8164,2.3308,0.0000,1066.6667,158.3333,19.8776,67.0869,0.9814,2.8215,0.0138,0.0110,0.0138,0.0138,0.0000,2535.6788,0.0000,2579.4957
01/11/2015 00:00:00,0.2420,0.4500,20.8518,106.5379,216.8892,212.2581,7.7258,30.9032,2.4606,0.0000,1066.6667,158.3333,20.6021,69.5322,1.0360,2.9786,0.0138,0.0110,0.0138,0.0138,0.0000,2693.5775,0.0000,2722.3080
02/11/2015 00:00:00,2.8620,0.4500,20.9799,117.5767,215.5641,220.5922,8.1758,32.7033,2.6176,0.0000,1066.6667,158.3333,21.8022,73.5824,1.1022,3.1687,0.0138,0.0110,0.0138,0.0138,0.0000,2965.3019,0.0000,2968.0673
03/11/2015 00:00:00,0.5820,0.4500,21.1072,117.4643,214.2353,220.2926,8.1455,32.5820,2.5784,0.0000,1066.6667,158.3333,21.7214,73.3096,1.0857,3.1213,0.0138,0.0110,0.0138,0.0138,0.0000,2958.9404,0.0000,2962.6878
04/11/2015 00:00:00,0.5080,0.4500,21.2336,116.1836,212.9032,219.3821,8.0992,32.3969,2.5669,0.0000,1066.6667,158.3333,21.5979,72.8930,1.0808,3.1073,0.0138,0.0110,0.0138,0.0138,0.0000,2927.0381,0.0000,2933.7818
05/11/2015 00:00:00,1.3150,0.4500,21.3590,117.5999,211.5682,220.6353,8.1789,32.7155,2.6181,0.0000,1066.6667,158.3333,21.8104,73.6100,1.1024,3.1693,0.0138,0.0110,0.0138,0.0138,0.0000,2964.6024,0.0000,2967.4320
06/11/2015 00:00:00,5.6300,0.4500,21.4834,117.1133,210.2307,220.2997,8.1493,32.5970,2.5903,0.0000,1066.6667,158.3333,21.7313,73.3433,1.0907,3.1356,0.0138,0.0110,0.0138,0.0138,0.0000,2963.7947,0.0000,2970.9707
07/11/2015 00:00:00,1.6290,0.4500,21.6068,116.8556,208.8911,220.0644,8.1377,32.5509,2.5883,0.0000,1066.6667,158.3333,21.7006,73.2396,1.0898,3.1333,0.0138,0.0110,0.0138,0.0138,0.0000,2953.3846,0.0000,2960.2674
08/11/2015 00:00:00,0.4610,0.4500,21.7291,115.4756,207.5498,218.8733,8.0676,32.2703,2.5498,0.0000,1066.6667,158.3333,21.5136,72.6083,1.0736,3.0866,0.0138,0.0110,0.0138,0.0138,0.0000,2914.7444,0.0000,2924.8780
09/11/2015 00:00:00,0.3200,0.4500,21.8503,111.1134,206.2072,215.5594,7.8888,31.5552,2.4851,0.0000,1066.6667,158.3333,21.0368,70.9991,1.0463,3.0082,0.0138,0.0110,0.0138,0.0138,0.0000,2805.6866,0.0000,2826.5380
10/11/2015 00:00:00,0.2860,0.4500,21.9704,100.3775,204.8637,207.4736,7.4547,29.8186,2.3320,0.0000,1066.6667,158.3333,19.8791,67.0919,0.9819,2.8230,0.0138,0.0110,0.0138,0.0138,0.0000,2539.0522,0.0000,2586.0498
11/11/2015 00:00:00,0.2700,0.4500,22.0893,79.7105,203.5197,191.8969,6.6162,26.4646,2.0328,0.0000,1066.6667,158.3333,17.6431,59.5454,0.8559,2.4608,0.0138,0.0110,0.0138,0.0138,0.0000,2024.2801,0.0000,2120.6677
12/11/2015 00:00:00,0.2760,0.4500,22.2070,65.2480,202.1755,180.9180,6.0205,24.0820,1.8122,0.0000,1066.6667,158.3333,16.0547,54.1845,0.7630,2.1937,0.0138,0.0110,0.0138,0.0138,0.0000,1659.6024,0.0000,1789.0147
13/11/2015 00:00:00,2.1150,0.4500,22.3235,104.8482,200.8317,210.9263,7.6542,30.6167,2.4331,0.0000,1066.6667,158.3333,20.4111,68.8875,1.0245,2.9453,0.0138,0.0110,0.0138,0.0138,0.0000,2651.1394,0.0000,2684.2906
14/11/2015 00:00:00,4.3290,0.4500,22.4386,117.3800,199.4885,220.5216,8.1743,32.6973,2.6202,0.0000,1066.6667,158.3333,21.7982,73.5690,1.1032,3.1718,0.0138,0.0110,0.0138,0.0138,0.0000,2959.4453,0.0000,2962.7118
15/11/2015 00:00:00,5.8420,0.4500,22.5525,116.7526,198.1463,220.1688,8.1388,32.5553,2.5831,0.0000,1066.6667,158.3333,21.7035,73.2495,1.0876,3.1269,0.0138,0.0110,0.0138,0.0138,0.0000,2964.7018,0.0000,2974.9744
16/11/2015 00:00:00,3.0860,0.4500,22.6650,114.6474,196.8057,218.6177,8.0496,32.1983,2.5440,0.0000,1066.6667,158.3333,21.4655,72.4461,1.0712,3.0796,0.0138,0.0110,0.0138,0.0138,0.0000,2919.0402,0.0000,2936.0703
17/11/2015 00:00:00,0.9860,0.4500,22.7761,108.3461,195.4669,214.2378,7.8090,31.2359,2.4604,0.0000,1066.6667,158.3333,20.8239,70.2808,1.0359,2.9783,0.0138,0.0110,0.0138,0.0138,0.0000,2788.9458,0.0000,2826.0499
18/11/2015 00:00:00,0.5150,0.4500,22.8858,93.4277,194.1304,203.7145,7.2326,28.9305,2.2583,0.0000,1066.6667,158.3333,19.2870,65.0936,0.9509,2.7337,0.0138,0.0110,0.0138,0.0138,0.0000,2469.2918,0.0000,2550.5992
19/11/2015 00:00:00,0.3160,0.4500,22.9941,68.1044,192.7966,185.4447,6.2330,24.9319,1.9005,0.0000,1066.6667,158.3333,16.6212,56.0967,0.8002,2.3006,0.0138,0.0110,0.0138,0.0138,0.0000,1899.7438,0.0000,2048.9831
20/11/2015 00:00:00,0.2830,0.4500,23.1009,41.4713,191.4658,165.6834,5.1532,20.6128,1.5062,0.0000,1066.6667,158.3333,13.7419,46.3789,0.6342,1.8233,0.0138,0.0110,0.0138,0.0138,0.0000,1264.8643,0.0000,1475.5129
21/11/2015 00:00:00,0.2740,0.4500,23.2061,23.9738,190.1385,152.1168,4.4130,17.6518,1.2280,0.0000,1066.6667,158.3333,11.7679,39.7166,0.5170,1.4865,0.0138,0.0110,0.0138,0.0138,0.0000,810.2413,0.0000,1049.6038
22/11/2015 00:00:00,0.2660,0.4500,23.3099,15.6009,188.8150,145.0556,4.0277,16.1106,1.0752,0.0000,1066.6667,158.3333,10.7404,36.2489,0.4527,1.3016,0.0138,0.0110,0.0138,0.0138,0.0000,556.9460,0.0000,797.7902
23/11/2015 00:00:00,0.2610,0.4500,23.4120,12.1478,187.4957,141.6495,3.8405,15.3621,0.9938,0.0000,1066.6667,158.3333,10.2414,34.5648,0.4184,1.2030,0.0138,0.0110,0.0138,0.0138,0.0000,421.9806,0.0000,651.8276
24/11/2015 00:00:00,0.2530,0.4500,23.5126,10.8528,186.1811,140.1651,3.7552,15.0209,0.9514,0.0000,1066.6667,158.3333,10.0140,33.7971,0.4006,1.1516,0.0138,0.0110,0.0138,0.0138,0.0000,359.2769,0.0000,577.6605
25/11/2015 00:00:00,0.2430,0.4500,23.6115,10.3546,184.8715,139.4623,3.7104,14.8417,0.9248,0.0000,1066.6667,158.3333,9.8945,33.3939,0.3894,1.1195,0.0138,0.0110,0.0138,0.0138,0.0000,327.7538,0.0000,535.4087
26/11/2015 00:00:00,0.2270,0.4500,23.7088,10.1458,183.5673,139.1020,3.6827,14.7307,0.9053,0.0000,1066.6667,158.3333,9.8205,33.1441,0.3812,1.0958,0.0138,0.0110,0.0138,0.0138,0.0000,311.1372,0.0000,509.0516
27/11/2015 00:00:00,0.2310,0.4500,23.8044,10.0527,182.2689,138.9224,3.6635,14.6541,0.8893,0.0000,1066.6667,158.3333,9.7694,32.9718,0.3745,1.0766,0.0138,0.0110,0.0138,0.0138,0.0000,303.0862,0.0000,492.1877
28/11/2015 00:00:00,0.2420,0.4500,23.8982,10.0109,180.9766,138.8448,3.6490,14.5961,0.8754,0.0000,1066.6667,158.3333,9.7308,32.8413,0.3686,1.0597,0.0138,0.0110,0.0138,0.0138,0.0000,300.0276,0.0000,480.9499
29/11/2015 00:00:00,0.2390,0.4500,23.9903,114.1946,179.6909,217.8866,8.0186,32.0744,2.5476,0.0000,1066.6667,158.3333,21.3829,72.1673,1.0727,3.0840,0.0138,0.0110,0.0138,0.0138,0.0000,2883.0078,0.0000,2890.7623
30/11/2015 00:00:00,0.2260,0.4500,24.0807,115.1710,178.4122,218.4973,8.0410,32.1640,2.5342,0.0000,1066.6667,158.3333,21.4427,72.3690,1.0670,3.0677,0.0138,0.0110,0.0138,0.0138,0.0000,2903.3464,0.0000,2909.2646
01/12/2015 00:00:00,0.2180,0.4500,24.1692,113.1113,177.1407,216.9249,7.9519,31.8075,2.4976,0.0000,1066.6667,158.3333,21.2050,71.5669,1.0516,3.0234,0.0138,0.0110,0.0138,0.0138,0.0000,2852.4249,0.0000,2860.5847
02/12/2015 00:00:00,0.2100,0.4500,24.2559,107.1361,175.8770,212.4121,7.7001,30.8006,2.4019,0.0000,1066.6667,158.3333,20.5337,69.3013,1.0113,2.9076,0.0138,0.0110,0.0138,0.0138,0.0000,2705.6981,0.0000,2720.7001
03/12/2015 00:00:00,0.2310,0.4500,24.3408,94.3981,174.6213,202.7815,7.1610,28.6440,2.1938,0.0000,1066.6667,158.3333,19.0960,64.4489,0.9237,2.6557,0.0138,0.0110,0.0138,0.0138,0.0000,2392.1039,0.0000,2421.4235
04/12/2015 00:00:00,0.2250,0.4500,24.4238,73.5601,173.3741,187.0171,6.2754,25.1015,1.8478,0.0000,1066.6667,158.3333,16.7343,56.4784,0.7780,2.2368,0.0138,0.0110,0.0138,0.0138,0.0000,1877.9564,0.0000,1929.9846
05/12/2015 00:00:00,0.2260,0.4500,24.5049,49.4998,172.1356,168.8172,5.2495,20.9982,1.4434,0.0000,1066.6667,158.3333,13.9988,47.2459,0.6077,1.7472,0.0138,0.0110,0.0138,0.0138,0.0000,1283.0171,0.0000,1360.0126
06/12/2015 00:00:00,0.2100,0.4500,24.5840,30.3334,170.9064,154.3309,4.4292,17.7167,1.1167,0.0000,1066.6667,158.3333,11.8111,39.8625,0.4702,1.3519,0.0138,0.0110,0.0138,0.0138,0.0000,807.8162,0.0000,902.7620
07/12/2015 00:00:00,0.2040,0.4500,24.6612,19.0547,169.6867,145.8217,3.9429,15.7716,0.9200,0.0000,1066.6667,158.3333,10.5144,35.4862,0.3874,1.1136,0.0138,0.0110,0.0138,0.0138,0.0000,527.0003,0.0000,629.9309
08/12/2015 00:00:00,0.2150,0.4500,24.7365,13.6381,168.4768,141.7511,3.7056,14.8222,0.8206,0.0000,1066.6667,158.3333,9.8815,33.3500,0.3455,0.9934,0.0138,0.0110,0.0138,0.0138,0.0000,390.9800,0.0000,494.7556
09/12/2015 00:00:00,0.2600,0.4500,24.8097,108.8382,167.2773,213.7476,7.7726,31.0904,2.4322,0.0000,1066.6667,158.3333,20.7269,69.9533,1.0241,2.9442,0.0138,0.0110,0.0138,0.0138,0.0000,2747.8368,0.0000,2757.7247
10/12/2015 00:00:00,0.4420,0.4500,24.8809,111.7794,166.0883,215.9126,7.8893,31.5571,2.4679,0.0000,1066.6667,158.3333,21.0381,71.0035,1.0391,2.9874,0.0138,0.0110,0.0138,0.0138,0.0000,2818.8317,0.0000,2825.4478
11/12/2015 00:00:00,0.2480,0.4500,24.9501,109.6677,164.9103,214.3273,7.7989,31.1957,2.4322,0.0000,1066.6667,158.3333,20.7971,70.1902,1.0241,2.9443,0.0138,0.0110,0.0138,0.0138,0.0000,2766.6860,0.0000,2774.4240
12/12/2015 00:00:00,0.2220,0.4500,25.0173,103.1345,163.7436,209.4240,7.5206,30.0823,2.3233,0.0000,1066.6667,158.3333,20.0549,67.6852,0.9782,2.8125,0.0138,0.0110,0.0138,0.0138,0.0000,2605.3733,0.0000,2617.5083
13/12/2015 00:00:00,0.2200,0.4500,25.0823,90.3442,162.5886,199.8159,6.9733,27.8933,2.1060,0.0000,1066.6667,158.3333,18.5956,62.7600,0.8867,2.5494,0.0138,0.0110,0.0138,0.0138,0.0000,2289.1996,0.0000,2310.1211
